ts_code,trade_date,close,pe,pe_ttm,total_mv,circ_mv,pb,turnover_rate
002161.SZ,20250808,7.93,210.6552,,586627.6182,565773.2281,3.9143,8.3752
688217.SH,20250808,30.75,,,171756.8802,171756.8802,1.882,3.1009
603638.SH,20250808,18.48,44.6294,42.91,1535851.3965,1535851.3965,4.646,0.5206
600860.SH,20250808,12.98,950.4244,3400.9054,710636.8124,574061.2524,6.6181,3.6958
603317.SH,20250808,11.16,19.0277,22.7086,1188535.8641,1188535.8641,2.9229,0.3226
600765.SH,20250808,17.44,42.9502,53.2392,2747658.3148,2728380.1388,1.9635,1.3618
603282.SH,20250808,18.67,24.4851,29.159,249841.94,119832.385,2.0,5.6356
600729.SH,20250808,29.44,9.864,9.4184,1296760.0987,562929.1407,1.7647,1.1816
300467.SZ,20250808,22.82,225.8111,285.8998,463713.575,384647.6993,7.3754,4.9635
002529.SZ,20250808,6.39,,,166140.0,166140.0,6.1979,1.6049
300928.SZ,20250808,35.72,,,285760.0,189362.8039,2.5243,3.3635
300773.SZ,20250808,26.67,59.8469,86.3431,2101816.0275,1958471.4797,6.3056,8.9405
001301.SZ,20250808,51.76,16.1046,14.5351,1350094.1236,835387.637,2.1533,1.3105
301050.SZ,20250808,53.9,38.5038,42.1642,1319427.6295,1121615.4111,4.3856,5.4054
000829.SZ,20250808,10.15,333.6584,,1040476.9446,1039491.614,3.5293,1.4015
688498.SH,20250808,235.0,,,2019771.561,1413507.8685,9.6815,7.4656
430510.BJ,20250808,21.65,189.4037,307.7417,398823.1563,203291.5039,9.8213,2.715
603261.SH,20250808,21.9,,,170617.6922,169735.9982,2.3852,1.3889
688211.SH,20250808,34.64,,,455892.5299,455892.5299,1.2938,0.5046
002726.SZ,20250808,5.36,267.5731,,578430.1293,577332.6693,4.3295,1.6006
600143.SH,20250808,13.61,43.5159,37.0814,3588429.8806,3534823.9953,1.9903,6.7947
600569.SH,20250808,2.37,,,680763.8685,680763.8685,2.5445,1.2856
002585.SZ,20250808,5.68,,,651739.5084,507146.0897,0.7402,1.6152
600809.SH,20250808,179.13,17.8497,17.3053,21853219.1087,21853219.1087,6.4272,0.3685
301228.SZ,20250808,27.83,,,333960.0,333275.382,4.6837,3.3026
002700.SZ,20250808,7.79,34.5792,35.1466,322216.3561,260759.09,2.4415,4.0382
688192.SH,20250808,73.0,,,3353714.1262,2991015.0278,18.7159,0.4364
300945.SZ,20250808,20.5,55.8904,50.2459,537246.8395,488582.6439,3.313,10.986
002110.SZ,20250808,4.92,,,1195105.5037,1195105.5037,0.621,1.6388
002831.SZ,20250808,24.48,16.1718,15.9183,2277897.1777,1275391.5299,2.0392,0.5333
920007.BJ,20250808,83.22,38.8154,36.932,349524.0,88569.7977,5.7077,77.2106
300739.SZ,20250808,15.57,475.7231,370.6024,541550.1317,536400.7045,2.2635,3.0149
600894.SH,20250808,10.19,10.6924,10.7688,867860.2509,859164.1895,1.0788,0.494
600651.SH,20250808,6.69,424.8847,572.663,1677201.742,1677201.742,6.8218,6.6635
605033.SH,20250808,21.38,78.422,129.1971,289057.6,289057.6,2.5332,3.2482
000816.SZ,20250808,3.16,,,457256.2085,454005.265,2.274,1.9101
300538.SZ,20250808,17.22,,,313263.7827,194829.6303,3.2631,5.6945
300766.SZ,20250808,37.05,,,1462547.8497,1327316.3908,9.1162,11.2126
688021.SH,20250808,18.92,,,144574.7526,144574.7526,1.692,2.033
001210.SZ,20250808,15.4,49.5979,43.5426,241491.521,146765.9501,1.7646,3.3763
688468.SH,20250808,8.78,27.7138,34.117,352172.824,352172.824,2.5492,3.6886
600663.SH,20250808,8.72,29.1066,24.8325,4390654.0081,2751756.1533,1.7623,0.2399
002552.SZ,20250808,16.19,25.3664,34.3019,628148.2509,518458.5157,3.6183,3.2128
300344.SZ,20250808,5.9,,,378606.7854,377259.8154,15.3157,8.0584
688401.SH,20250808,37.1,37.5804,36.0549,717268.1012,429292.7072,5.1794,5.7334
300226.SZ,20250808,26.17,51.6942,50.8378,834093.9614,801732.7727,4.0882,4.6001
300627.SZ,20250808,37.05,49.6393,43.9696,2895973.9585,2383742.6439,7.6507,1.4398
600082.SH,20250808,3.88,261.6069,233.4738,250692.9405,246122.1399,1.4225,2.5148
603958.SH,20250808,17.16,,,376421.76,376421.76,5.2825,2.0742
301429.SZ,20250808,20.56,38.408,40.832,243060.32,90548.5694,1.8466,3.0353
605180.SH,20250808,16.53,56.5237,69.6183,279357.0,279357.0,2.479,2.6103
002103.SZ,20250808,10.3,36.1586,34.5427,550301.1416,388387.4436,5.0981,3.5406
300609.SZ,20250808,46.39,,,557210.6413,556185.079,5.4321,7.274
002479.SZ,20250808,5.37,19.2634,14.6143,464505.0,463470.1172,1.1419,1.5358
688627.SH,20250808,87.45,102.5612,104.8812,822132.7887,632715.5116,4.9829,2.07
601921.SH,20250808,8.26,16.9547,16.1927,1835555.5562,1835555.5562,1.3915,0.3493
002925.SZ,20250808,18.03,55.7292,51.4295,1401727.5366,1327304.5773,3.1133,3.1892
002123.SZ,20250808,14.96,315.6383,364.3584,1204876.4402,1077191.2365,6.7895,12.982
603799.SH,20250808,43.81,17.9417,15.2614,7454482.2392,7387920.1291,2.0627,4.7268
001360.SZ,20250808,15.88,54.7845,50.7742,323952.0,129868.4598,2.3519,6.6624
002049.SZ,20250808,76.2,54.8972,65.2701,6474131.8168,6472609.3408,5.3231,3.0447
301300.SZ,20250808,42.81,57.605,47.5454,277785.528,132392.2453,3.4919,12.752
000565.SZ,20250808,8.51,844.9685,,368986.9792,368986.9792,2.9785,2.3958
605138.SH,20250808,7.75,92.2973,71.4797,430561.8946,430561.8946,1.7727,2.3428
605365.SH,20250808,14.84,17.8278,17.8309,744987.108,744987.108,2.0476,0.8225
002434.SZ,20250808,8.45,46.217,43.1059,1109147.0,1108083.1873,1.9403,4.0178
000523.SZ,20250808,3.32,11.8778,12.1144,609375.5291,439953.1711,3.2173,0.9981
002890.SZ,20250808,14.3,144.0125,144.966,242921.4788,230922.4232,4.0839,1.0188
600129.SH,20250808,23.8,497.2849,,1325399.9707,1325399.9707,3.7167,3.0721
603029.SH,20250808,18.91,33.0995,32.9182,229457.722,229457.722,2.5985,2.1648
688166.SH,20250808,114.83,256.633,351.6413,4854647.7459,4854647.7459,20.2629,2.988
000957.SZ,20250808,11.06,26.2883,23.1245,655751.7532,655751.7532,2.1926,1.4371
002905.SZ,20250808,9.49,,,357127.68,331618.56,19.6155,3.9769
300878.SZ,20250808,23.72,,,343442.6438,341862.0307,3.0449,5.9761
688228.SH,20250808,65.8,215.8035,211.2167,444270.0192,444270.0192,3.4371,8.7836
001287.SZ,20250808,20.4,65.3963,57.3399,1550196.1979,892284.7759,2.9676,3.5314
600987.SH,20250808,7.38,10.4676,10.3536,753364.3283,753364.3283,1.2149,0.8866
603158.SH,20250808,8.33,16.3648,17.1473,408835.8219,408835.8219,1.8449,1.5793
603310.SH,20250808,20.83,28.3659,36.671,719343.22,143876.976,1.8475,21.7107
301177.SZ,20250808,29.3,221.0144,264.617,1172029.3,1172029.3,1.9071,0.4936
688469.SH,20250808,5.12,,,3619371.6224,2268057.6,2.9131,1.2192
603221.SH,20250808,11.54,20.4629,22.6788,282245.32,279579.58,1.7952,2.0507
600116.SH,20250808,6.78,41.8596,44.1703,1296432.8889,1296432.8889,1.1831,0.3924
605555.SH,20250808,17.11,20.1604,20.3708,828242.1274,828242.1274,2.8003,1.5313
002100.SZ,20250808,6.58,14.8472,12.8493,898335.4969,898335.4969,1.3168,2.9454
836807.BJ,20250808,20.4,152.1126,177.3049,371035.2,252210.8243,4.0277,20.0172
600172.SH,20250808,4.6,,,663404.859,587077.645,4.9408,3.9343
838163.BJ,20250808,18.61,53.5468,55.7959,239538.9128,115355.4528,5.1786,2.5639
605300.SH,20250808,13.9,75.2484,149.9376,631614.0498,556013.9,2.2224,0.6312
835207.BJ,20250808,30.46,,,280825.97,171533.8695,9.8732,15.8258
002074.SZ,20250808,29.07,43.4911,42.385,5248464.9089,5022028.7253,2.0379,1.7986
301419.SZ,20250808,31.52,82.6191,73.1626,378240.0,133707.84,4.1657,8.1012
002693.SZ,20250808,8.2,,,340045.595,337004.9087,9.069,4.2378
600215.SH,20250808,7.61,54.6845,,352339.4842,347687.8717,1.7785,1.9246
301287.SZ,20250808,41.97,34.4492,33.8728,279813.99,71480.576,2.4711,10.2815
603718.SH,20250808,7.6,29.1098,26.8191,498303.272,493224.572,3.2662,2.4966
600273.SH,20250808,9.03,12.1582,11.5723,1225262.2084,1225262.2084,1.1917,1.4071
833230.BJ,20250808,17.36,77.7,112.7923,174376.8513,81086.8483,4.3538,3.5832
300481.SZ,20250808,15.56,23.7078,26.2937,454127.0615,451402.367,1.9417,2.2791
834765.BJ,20250808,17.45,81.5937,159.9738,156476.8076,98367.4823,5.0026,4.8136
838030.BJ,20250808,7.56,244.12,277.2111,135202.7988,85786.375,2.9213,2.7943
920068.BJ,20250808,20.63,78.4424,78.4424,1352502.8309,129358.8904,10.6906,12.8744
000573.SZ,20250808,4.14,,31.6943,264248.1701,262047.4351,1.5855,2.0724
300521.SZ,20250808,25.68,,,383107.08,383103.8443,7.1591,3.1606
600639.SH,20250808,10.55,11.8184,13.5052,1184145.6021,896999.7217,0.8422,0.5246
301149.SZ,20250808,12.59,31.5889,29.9578,541370.0227,326986.3305,2.7885,3.1743
600835.SH,20250808,26.25,28.6418,28.9121,2684690.6835,2117073.7875,1.9602,3.4993
000973.SZ,20250808,6.63,53.6106,52.8132,641401.5624,641401.5624,2.2549,1.4697
000501.SZ,20250808,11.68,41.5845,40.8372,898183.5098,897367.2647,0.8186,4.1069
000822.SZ,20250808,6.03,137.6301,,539740.4314,539740.4314,1.0514,1.4917
688588.SH,20250808,15.09,48.5639,30.2336,603615.0945,603615.0945,4.8669,2.6878
300812.SZ,20250808,23.85,,,334083.7142,221108.7159,4.2356,6.1485
301205.SZ,20250808,93.01,129.8241,103.7332,1206748.944,632079.9623,7.9933,5.9411
600386.SH,20250808,4.67,181.8291,196.7147,376588.8,376588.8,2.1381,1.0938
605116.SH,20250808,23.38,26.7674,24.2251,949684.4571,929381.2651,4.1216,1.1981
002651.SZ,20250808,13.62,117.2002,127.9002,1407572.52,770161.479,5.0911,13.3705
300971.SZ,20250808,23.08,61.9805,85.8552,271420.8,212480.2454,2.7537,16.752
300808.SZ,20250808,34.66,,,554560.0,364621.2521,5.5544,2.4017
603809.SH,20250808,15.37,41.0636,38.1839,1321582.575,1321582.575,4.267,2.2961
603010.SH,20250808,10.24,58.3739,89.5029,603728.4792,603728.4792,1.677,0.6223
600107.SH,20250808,4.07,,,146520.0,146520.0,3.0277,0.6553
603279.SH,20250808,15.73,10.6901,11.5284,906766.861,906634.729,2.0592,0.6094
002737.SZ,20250808,16.12,19.1325,32.0235,941408.0,941407.3955,2.2716,0.9999
002193.SZ,20250808,6.4,,,167497.952,167496.992,2.6033,2.7743
603393.SH,20250808,29.64,10.6015,10.2093,1256502.8132,1254428.0251,1.4731,1.5592
301009.SZ,20250808,15.29,133.3449,132.2519,415673.94,199622.734,3.116,16.7583
002313.SZ,20250808,14.96,,,560102.4,560096.6778,150.8922,34.5411
002385.SZ,20250808,4.2,52.2318,26.1908,1806032.9973,1480112.7125,2.0798,2.5387
300652.SZ,20250808,59.48,66.027,64.9211,793407.1223,712082.2298,5.626,2.8045
603609.SH,20250808,9.03,24.0598,14.638,823970.0974,823970.0974,1.2668,0.6609
002238.SZ,20250808,8.74,,,701436.7058,701436.7058,3.1658,1.4809
605183.SH,20250808,20.44,15.7184,15.2839,850065.1484,843005.7856,2.5388,0.763
001400.SZ,20250808,60.02,23.2528,22.973,360120.0,90030.0,2.8993,5.9074
688038.SH,20250808,17.88,,,208075.6392,208075.6392,3.4392,4.1008
603128.SH,20250808,6.33,15.3783,16.9162,828626.4307,828626.4307,1.4108,1.4904
688163.SH,20250808,25.23,61.6475,58.6261,273039.06,111950.556,2.5346,5.4875
831856.BJ,20250808,20.75,103.665,57.3628,197387.7531,109060.1263,4.2756,2.7687
002926.SZ,20250808,9.9,35.6988,28.7905,2598750.0,2598750.0,1.1001,1.1567
000776.SZ,20250808,19.71,15.5561,13.8094,14991121.5022,11636881.192,1.2455,1.1054
600265.SH,20250808,18.88,,,245062.4,245062.4,30.8246,0.284
600702.SH,20250808,51.5,49.6156,121.1469,1715580.5712,1712987.2269,2.4651,1.0683
002201.SZ,20250808,7.72,170.2629,135.6225,503063.1781,463337.1705,4.5531,3.9876
603722.SH,20250808,40.85,,,390934.9943,390934.9943,4.2647,1.6736
301398.SZ,20250808,39.38,54.9048,55.4022,441056.0,131765.48,4.0322,10.5181
600824.SH,20250808,4.26,127.1002,271.8268,449015.5331,449015.5331,1.8513,1.1253
600011.SH,20250808,7.6,11.7711,9.9891,11930550.9528,8358259.5384,2.0663,0.5462
301208.SZ,20250808,47.43,65.5613,72.4492,569160.2846,237759.7601,3.7573,19.4704
600305.SH,20250808,7.89,68.556,67.8616,873006.0356,870257.7119,2.6823,0.5428
600292.SH,20250808,12.12,263.1502,212.8816,946350.0707,946350.0707,1.8226,1.4965
833781.BJ,20250808,11.87,79.8687,105.9408,183471.0931,121171.607,4.5242,3.6119
600406.SH,20250808,22.08,23.3043,23.0483,17734850.8759,17655885.0657,3.8057,0.4178
000055.SZ,20250808,4.22,31.2936,35.8603,453174.9238,285210.569,0.7421,1.2186
000997.SZ,20250808,29.03,29.6778,27.9466,2996078.7061,2979651.9819,4.3436,1.1495
000049.SZ,20250808,23.17,21.5782,21.3301,891207.4833,890967.2753,1.3714,1.0871
301213.SZ,20250808,70.13,,,561039.993,362649.5866,7.1471,8.843
002440.SZ,20250808,7.61,40.0662,32.9026,855363.9277,720179.5247,0.9249,0.8195
836892.BJ,20250808,18.7,32.5326,31.5444,318557.0301,273424.049,8.4301,1.8459
605196.SH,20250808,21.94,35.1098,41.4031,1121140.1015,1106655.3135,3.5095,4.5019
002534.SZ,20250808,14.01,23.5517,43.9314,1035774.3089,1020092.2883,2.606,3.8041
600881.SH,20250808,1.88,,,607644.3857,607644.3857,2.7675,3.7311
688231.SH,20250808,21.51,80.3142,79.2542,530989.7146,271991.2871,1.9523,5.1897
003037.SZ,20250808,9.12,216.348,77.2744,546356.1063,539972.1063,1.9796,5.7263
688386.SH,20250808,62.99,57.8082,53.861,573209.0,573209.0,7.7171,1.3526
603111.SH,20250808,6.65,16.4543,16.1598,577265.3683,562393.6368,1.5358,1.4636
002984.SZ,20250808,19.22,9.104,9.7388,1990156.2073,1370612.9594,1.5044,1.1724
600372.SH,20250808,12.65,58.8167,89.0391,6121204.237,6121204.237,1.651,0.6124
301098.SZ,20250808,9.83,77.0797,76.0075,180808.0647,147144.0009,1.3817,3.6145
603120.SH,20250808,40.86,39.5057,38.2939,369374.4,90479.6567,3.2292,9.0461
301469.SZ,20250808,29.06,37.9825,40.0,260028.88,133846.5386,1.9387,3.2645
688012.SH,20250808,195.93,75.9315,73.0406,12268065.0001,12268065.0001,6.0752,1.0404
002623.SZ,20250808,21.5,,,427984.375,427067.6688,1.4761,6.6555
688036.SH,20250808,86.9,17.8586,22.4578,9909646.4968,9909646.4968,5.1994,0.6671
833346.BJ,20250808,29.1,52.6641,50.751,234771.8247,129855.0194,5.4022,2.7064
300939.SZ,20250808,32.38,42.8846,45.1766,388560.0,388560.0,2.8956,3.3584
603236.SH,20250808,83.46,37.1252,29.2988,2183794.7803,2183794.7803,5.2795,2.5068
834033.BJ,20250808,19.74,29.2868,34.726,235172.9835,163370.1311,3.2151,1.3577
000576.SZ,20250808,12.39,263.5792,386.6541,540722.1671,537543.11,3.3376,6.159
301076.SZ,20250808,43.4,135.6151,124.0065,758984.408,476582.1357,6.5905,28.5614
836957.BJ,20250808,15.33,82.532,118.2901,164492.945,65466.3572,4.2422,1.6328
000786.SZ,20250808,26.33,12.1978,12.1305,4448474.148,4298235.4129,1.7762,0.6764
301665.SZ,20250808,29.6,50.0867,45.5476,1332000.0,106282.6154,4.0205,4.6813
301468.SZ,20250808,26.41,50.2173,63.4157,348612.0,203063.1333,1.516,3.054
600467.SH,20250808,2.38,80.0682,81.7153,347716.6444,347716.6444,1.0226,1.4058
603336.SH,20250808,8.0,249.3221,310.2528,456319.5584,456319.5584,4.0237,6.8939
301595.SZ,20250808,39.5,48.8032,49.1739,427706.0,91241.4687,4.8511,7.1388
300962.SZ,20250808,18.24,44.2298,45.9318,481539.4601,481539.4601,5.1462,3.9189
001979.SZ,20250808,8.87,19.9005,19.3586,8036961.689,7502086.7338,0.8232,0.3536
688472.SH,20250808,9.2,15.0985,19.7754,3393159.9381,1281313.0748,1.5039,1.3068
603626.SH,20250808,8.92,,,494952.6835,494952.6835,2.2913,5.5408
688347.SH,20250808,64.75,294.2474,616.6627,11198354.005,2640181.25,2.5613,5.4774
688283.SH,20250808,29.56,97.2194,108.2023,360040.8,252713.0839,3.835,1.7632
002635.SZ,20250808,13.76,34.6432,48.3504,907729.0038,544066.3298,1.5876,1.7312
002463.SZ,20250808,51.08,37.98,34.6621,9826335.6326,9819966.7688,8.3926,2.1722
603959.SH,20250808,5.68,,,278489.8275,278489.8275,25.7328,10.9545
688361.SH,20250808,82.01,,,2637374.4256,2036234.9503,10.523,1.4269
300624.SZ,20250808,77.12,,,1491009.7307,1320550.5618,13.594,14.9853
000839.SZ,20250808,2.69,,,1054433.2887,1054433.2887,7.5254,0.6952
300274.SZ,20250808,81.6,15.3289,13.2518,16917405.2198,12972029.1038,4.3867,7.4923
301356.SZ,20250808,18.33,,18815.0172,395928.0,100466.73,1.3327,2.5879
600152.SH,20250808,6.59,,,348663.3081,348663.3081,1.9974,2.351
300049.SZ,20250808,48.16,112.6468,128.6376,1276123.9344,1124542.4631,7.2631,3.3162
600540.SH,20250808,5.16,,,299990.5114,299990.5114,5.9577,8.4233
300741.SZ,20250808,18.95,,,1167092.6,1167087.1993,1.7136,0.4264
002686.SZ,20250808,7.13,177.8779,161.273,403728.5018,372708.3495,2.4722,5.5901
002530.SZ,20250808,10.04,,3762.5129,782314.9677,697903.8273,6.1095,4.5952
688219.SH,20250808,12.66,35.9102,34.7736,696853.9421,696853.9421,2.4965,3.0662
688575.SH,20250808,15.73,29.7573,36.5273,897281.3564,897281.3564,3.3833,1.3902
688186.SH,20250808,25.49,58.9498,36.6851,675798.448,675798.448,1.5358,5.455
603226.SH,20250808,22.9,,,814076.1533,814076.1533,8.7603,5.5564
300986.SZ,20250808,14.34,79.6828,50.4733,587223.2495,586998.8515,2.9868,3.1998
603312.SH,20250808,44.95,31.8852,29.0501,726392.0,236077.4,4.4404,5.3968
000430.SZ,20250808,7.31,,,295921.7285,242501.0628,11.4437,2.0947
601238.SH,20250808,7.53,93.2317,,7678390.6227,5559924.289,0.6784,0.221
301613.SZ,20250808,59.46,44.3393,42.3588,855280.0547,213820.5384,5.8788,12.6594
600929.SH,20250808,5.28,28.5124,60.1327,866295.7512,865722.2629,1.1526,0.5607
300008.SZ,20250808,7.26,90.5514,84.4762,1254549.1506,1195932.5915,5.8565,8.3334
600028.SH,20250808,5.74,13.8324,15.3763,69594766.4387,54439207.4645,0.851,0.105
002348.SZ,20250808,3.93,,,372249.6,355088.1739,8.4091,2.4849
300331.SZ,20250808,22.35,,,580345.2092,460805.1815,3.7528,5.0086
002825.SZ,20250808,10.44,28.2239,20.142,356562.6726,267831.9444,2.2377,1.9212
605018.SH,20250808,12.92,53.5575,80.5662,608823.7246,607325.0046,2.2837,1.2704
002132.SZ,20250808,3.92,403.7528,258.7968,549405.5216,548597.0052,1.5898,4.5995
688020.SH,20250808,52.33,,,422992.5373,422992.5373,3.1014,6.9279
300659.SZ,20250808,15.4,,,401004.2621,293112.4027,3.1714,12.34
600118.SH,20250808,30.07,1273.8215,1414.3387,3555744.8289,3555744.8289,5.6372,3.3548
300036.SZ,20250808,16.39,,,807644.4853,718665.0765,3.1004,2.8537
000837.SZ,20250808,13.0,246.5508,237.7497,1326007.5881,1309621.7381,2.7104,4.9542
688699.SH,20250808,38.16,592.4842,,420006.6662,420006.6662,3.4858,1.9269
300413.SZ,20250808,21.72,29.7813,31.9726,4063205.6102,2219132.3088,1.8063,1.4807
831855.BJ,20250808,20.63,39.7496,33.8497,154174.866,138374.5099,2.7804,1.3931
002324.SZ,20250808,13.05,102.8443,84.5398,1451598.8036,1013040.1304,3.3279,3.1476
300004.SZ,20250808,8.64,55.6775,52.1806,414714.4687,414714.4687,2.3529,2.0587
300756.SZ,20250808,28.89,619.1839,,455301.1305,379124.4898,3.3169,2.2138
300915.SZ,20250808,26.8,30.4394,41.0994,337249.2382,154391.0158,2.2126,2.8315
001318.SZ,20250808,14.18,34.9856,34.817,400811.88,400811.88,2.9115,6.0276
300373.SZ,20250808,57.73,31.2907,28.6485,3136746.7744,3129819.5958,3.556,3.2582
002303.SZ,20250808,4.03,21.9146,21.0981,617123.4451,383863.2448,1.4124,6.4291
603206.SH,20250808,18.06,79.4155,86.0878,551191.1783,551191.1783,2.4679,2.1535
601077.SH,20250808,6.88,6.7869,6.6595,7813616.0,6080337.7748,0.6195,0.3838
300738.SZ,20250808,19.92,158.1504,156.5768,1962423.8418,1961868.1455,5.7638,4.1178
603977.SH,20250808,13.06,44.8886,45.8693,811341.8274,811341.8274,2.5313,1.7134
600801.SH,20250808,16.28,14.0075,13.6878,3384604.9166,2188480.7566,1.1463,5.8067
603335.SH,20250808,5.36,,,229485.5056,229485.5056,9.7235,2.8889
603759.SH,20250808,8.62,13.058,12.2236,398037.12,398037.12,1.4249,0.7679
002004.SZ,20250808,4.44,,,879084.1208,835709.6778,0.9225,0.7133
301355.SZ,20250808,12.71,66.5067,95.4395,247969.4665,127424.649,1.646,3.8927
300244.SZ,20250808,15.8,,,987467.5089,792305.3164,1.5451,4.8024
832786.BJ,20250808,10.86,,,227031.558,154425.3501,3.1424,11.0426
300896.SZ,20250808,183.56,28.3735,29.6408,5554379.8717,3828906.8773,7.8293,0.9464
300687.SZ,20250808,31.13,91.2185,88.5897,1271385.3419,1024446.0846,4.6851,9.2156
603203.SH,20250808,28.03,33.5067,32.5033,711012.1138,698376.7504,5.1941,1.1526
600850.SH,20250808,25.28,31.5046,31.3318,1734521.6338,1551196.686,3.7199,1.2283
603703.SH,20250808,10.58,,,439051.083,439051.083,5.4286,1.7302
605151.SH,20250808,20.24,77.7943,889.149,272337.7453,272337.7453,2.0346,1.7406
300281.SZ,20250808,7.9,465.2073,678.8987,330949.6282,313887.4705,2.6343,3.8687
300677.SZ,20250808,37.58,16.7882,15.5713,2460271.491,1746687.1936,1.3871,5.0011
300058.SZ,20250808,6.99,,,2472730.1337,2395706.6638,3.2122,6.6198
002032.SZ,20250808,51.36,18.3376,18.3432,4115783.5887,4110840.2555,8.041,0.1155
002614.SZ,20250808,6.87,66.6777,69.944,428328.6736,302976.7004,0.9942,1.8437
002816.SZ,20250808,17.66,,,176600.0,176600.0,7.758,1.936
000713.SZ,20250808,7.27,63.9144,61.163,446388.8905,446388.8905,2.2459,3.1935
600420.SH,20250808,11.29,13.9733,14.5986,1514183.9693,1514183.9693,1.1387,1.1382
301286.SZ,20250808,27.4,73.4938,61.8054,1096274.0,441905.5478,6.1654,2.587
600423.SH,20250808,3.84,101.6392,102.8529,306698.89,306698.89,5.5382,6.787
600491.SH,20250808,3.43,,,524706.9786,524706.9786,0.51,1.6262
300746.SZ,20250808,16.14,,,364341.6614,358121.1295,4.8041,4.4417
688282.SH,20250808,52.03,,1685.6457,457864.0,190013.56,3.5944,3.1417
601133.SH,20250808,13.08,32.5379,34.3975,690648.0986,192930.0,2.4251,11.0848
301033.SZ,20250808,77.66,65.6031,58.7371,517308.2406,435419.6536,7.4963,3.0079
002278.SZ,20250808,9.97,120.2746,67.0153,362817.9191,333203.9014,3.225,12.1394
301128.SZ,20250808,68.55,72.6916,67.3391,709089.9059,709089.9059,8.4457,15.252
300920.SZ,20250808,55.15,216.7973,324.2633,551500.0,362182.4588,4.7268,4.2294
600536.SH,20250808,46.34,,,4327167.0303,3909501.4174,11.1135,2.908
600268.SH,20250808,10.15,30.2718,26.5073,1031108.8397,1025903.9369,3.1927,8.5538
300588.SZ,20250808,21.43,,,410322.4173,378929.6103,13.6387,18.356
600009.SH,20250808,31.91,41.0597,38.4136,7940743.9559,6122558.7701,1.9164,0.2958
832419.BJ,20250808,21.71,28.6206,27.7562,224278.1944,203206.7919,4.0169,2.4809
603028.SH,20250808,8.19,,,235085.76,235085.76,4.5912,6.1601
688691.SH,20250808,60.38,118.6885,,724560.0,431505.7304,5.4836,11.2449
603112.SH,20250808,16.78,19.2267,18.173,904728.2047,847198.7483,2.3144,1.5057
002421.SZ,20250808,3.37,276.1219,,714636.0123,676255.1214,2.1373,2.4048
600736.SH,20250808,5.58,49.1844,38.7111,642421.4421,642421.4421,0.8658,1.108
688311.SH,20250808,44.18,,,741846.8884,741846.8884,4.6335,4.1648
601007.SH,20250808,7.63,89.4708,91.9174,297570.0,297570.0,1.9199,2.3288
600059.SH,20250808,9.82,43.5446,44.1864,895134.6496,895134.6496,1.522,0.8388
000932.SZ,20250808,5.93,20.1639,18.6027,4096819.0719,4096768.1237,0.7636,1.1353
002841.SZ,20250808,35.44,25.4047,25.843,2466682.6355,1847678.1614,1.9889,0.8351
688475.SH,20250808,33.78,52.7888,50.6975,2660175.0,1383291.0,4.816,1.3588
300987.SZ,20250808,19.62,142.914,139.3776,340148.016,340148.016,4.3247,7.805
688138.SH,20250808,29.21,53.4572,52.7969,919530.8,779322.8,3.4456,2.6765
688018.SH,20250808,150.86,69.6685,62.3566,2364017.2641,2364017.2641,10.8382,3.143
603920.SH,20250808,32.0,34.1722,30.9083,2305749.9744,2305749.9744,3.7023,3.9614
601377.SH,20250808,6.56,26.1788,24.0851,5665207.6649,5665207.6649,1.0341,0.6254
300916.SZ,20250808,42.15,39.5359,42.2802,609674.4895,389204.2106,4.6556,10.6566
300039.SZ,20250808,6.65,18.5205,18.7283,695590.0,609755.9403,1.6949,2.4261
003026.SZ,20250808,35.53,202.2364,160.9519,460536.307,340005.4435,7.4114,4.7617
688351.SH,20250808,22.57,203.9825,161.4896,1062144.2,281808.7514,6.027,6.1052
301099.SZ,20250808,48.81,44.9404,48.4332,557206.6184,343623.8204,3.8978,4.8081
300132.SZ,20250808,6.03,56.9639,49.7659,311498.2743,306373.0143,2.396,2.5741
605166.SH,20250808,12.32,12.9117,12.473,387743.0455,387743.0455,2.0518,7.9085
600326.SH,20250808,16.37,,,2175105.8002,2173712.8818,5.8496,29.1959
001373.SZ,20250808,33.2,185.869,353.068,228040.4682,109997.3502,2.5601,3.9956
920029.BJ,20250808,93.5,22.0476,19.5176,1298590.3365,297267.6729,4.0285,4.6487
301337.SZ,20250808,30.69,,,319789.8,119150.012,2.9167,5.2908
300390.SZ,20250808,20.58,20.1698,49.0023,1709685.1217,1382992.1594,1.5747,3.0919
600971.SH,20250808,7.03,7.8697,12.6304,843603.4335,843603.4335,0.6981,0.8202
300992.SZ,20250808,28.27,212.6185,110.6293,269067.6491,218621.2476,3.1478,8.843
002192.SZ,20250808,36.38,43.8899,45.5978,944625.6285,942679.3895,2.8325,6.6586
688373.SH,20250808,7.82,,,512683.494,410934.3577,13.34,1.8019
300736.SZ,20250808,11.98,,,152497.4022,149085.3939,16.8822,4.9217
688212.SH,20250808,52.99,339.6072,,713591.1598,713591.1598,5.4685,1.0394
002022.SZ,20250808,8.06,,,414540.678,414481.7392,1.2697,18.6396
300236.SZ,20250808,43.25,77.1377,65.1596,1355374.5637,1205494.1323,3.0212,3.1558
300909.SZ,20250808,29.2,50.1331,54.2031,505081.0987,361913.8695,2.5734,2.6617
600622.SH,20250808,2.95,,,442407.1936,442407.1936,1.3101,2.1889
