ts_code,trade_date,close,pe,pe_ttm,total_mv,circ_mv,pb,turnover_rate
300043.SZ,20250808,4.58,,,569842.8677,569541.0915,4.0537,4.2492
603685.SH,20250808,15.75,240.0922,617.5808,266189.3719,266189.3719,2.3882,2.0127
688526.SH,20250808,17.0,20.7249,19.6455,792417.6952,792417.6952,2.0508,0.6326
000301.SZ,20250808,8.9,,,5883992.8969,5881612.5278,1.7477,0.0995
920002.BJ,20250808,126.37,99.8781,92.9804,575021.0066,402589.129,8.3228,4.587
002164.SZ,20250808,10.51,121.8167,102.7261,559314.5471,504243.7541,4.0262,12.8127
301077.SZ,20250808,23.3,26.7598,26.2174,396283.9325,222288.1256,3.5316,10.4697
300248.SZ,20250808,14.84,64.1415,71.7368,706901.0152,607185.0688,3.3786,3.6202
605298.SH,20250808,17.89,86.4909,69.6914,336063.65,330342.428,3.3653,5.6174
603948.SH,20250808,21.25,16.5165,17.2789,345289.4799,345289.4799,1.75,1.6403
002796.SZ,20250808,14.8,40.5535,45.6228,373591.883,335288.7948,4.2396,17.7902
600655.SH,20250808,5.73,178.2678,,2232948.6902,2228881.9144,0.6425,0.2256
600307.SH,20250808,1.77,,,1108614.264,1108614.264,1.5532,1.2374
601006.SH,20250808,6.55,14.5988,15.4094,13196401.404,13196401.404,0.8121,0.1974
603828.SH,20250808,4.72,327.73,1583.6603,281293.1946,281283.503,3.7211,0.8807
603955.SH,20250808,36.5,170.0311,218.1551,495378.0,495378.0,3.1786,3.2642
002763.SZ,20250808,7.35,38.1146,49.9654,301294.14,223115.0933,1.5495,1.7404
601069.SH,20250808,20.44,64.309,63.7585,1862082.2074,1398081.2014,3.9576,3.7212
002205.SZ,20250808,14.37,,,267056.7186,267056.7186,7.6409,11.9453
301066.SZ,20250808,15.68,104.9271,110.2592,368359.438,296017.4562,2.9316,3.0547
301238.SZ,20250808,18.44,159.8406,198.496,1352266.6052,1352266.6052,1.9049,0.7166
600980.SH,20250808,22.37,40.0108,39.5937,423382.5077,392989.9098,3.0383,6.5275
600252.SH,20250808,2.82,,,934363.4499,931243.0353,1.5592,3.1446
002136.SZ,20250808,10.87,207.6424,,233726.74,233113.4111,2.0331,4.0868
300199.SZ,20250808,23.74,,,2096814.9317,1676716.1411,32.3385,23.1386
603080.SH,20250808,22.1,19.9377,18.8492,312715.0,312715.0,2.0896,10.4606
002827.SZ,20250808,47.33,88.1639,83.3531,1306308.0,1306302.6754,14.4622,12.448
688433.SH,20250808,35.67,219.8195,348.9395,1477340.1096,720906.1094,7.6283,4.0196
603868.SH,20250808,39.0,37.1038,37.0318,1698840.0,1698840.0,5.6711,0.2458
603506.SH,20250808,13.71,117.5257,84.2326,257443.335,257443.335,2.2952,1.6958
688358.SH,20250808,33.64,26.8451,27.6165,377186.9425,377186.9425,2.7933,2.1241
605277.SH,20250808,25.35,53.7074,51.2035,822093.5566,795945.3054,5.5743,5.8884
605167.SH,20250808,10.93,20.4094,20.6803,490833.51,490833.51,2.6902,0.9087
603650.SH,20250808,33.04,38.2948,37.1611,1978970.8511,1968412.777,6.4294,1.1106
832469.BJ,20250808,15.39,60.26,95.2752,216915.894,147922.5471,4.6565,13.7717
300804.SZ,20250808,42.09,89.8081,91.284,311466.0,115747.5,2.3226,5.8343
601696.SH,20250808,14.92,45.7268,42.1,4144776.0,4144776.0,2.27,7.0284
001356.SZ,20250808,14.93,39.9751,43.6881,879854.76,186969.1365,4.3727,3.8523
002582.SZ,20250808,9.6,,,429799.5754,330472.5149,1.3625,1.7983
001298.SZ,20250808,31.56,310.7872,217.6832,936814.4034,486291.7929,5.9249,42.0538
688510.SH,20250808,26.63,54.3822,54.8034,688072.8851,688072.8851,6.1006,2.9734
301528.SZ,20250808,62.6,75.0908,63.2852,387494.0,199380.7246,2.5859,2.4937
301167.SZ,20250808,17.67,127.1311,73.902,197904.0,122860.1355,2.107,4.4454
001286.SZ,20250808,9.4,11.716,12.938,3525000.0,987000.0,1.4558,1.3976
600203.SH,20250808,15.31,,,907864.7535,907864.7535,5.6581,39.783
000852.SZ,20250808,6.95,68.5824,85.8212,664397.5439,657288.4563,2.1413,1.0205
002390.SZ,20250808,3.72,71.3258,86.2893,723112.8949,689057.4883,1.0802,1.0792
300708.SZ,20250808,12.62,43.8846,43.0303,858352.2607,659129.5547,3.1157,2.4363
301171.SZ,20250808,30.21,61.4932,59.9804,1425567.319,932809.3505,3.9393,17.8275
301662.SZ,20250808,101.12,38.9347,45.3447,808960.0,159530.1984,5.6774,7.5252
001309.SZ,20250808,89.64,58.018,236.5655,2033842.211,1432223.5123,8.5159,5.5527
603416.SH,20250808,56.15,38.6054,38.3474,882333.4243,783320.575,3.4101,1.8076
300515.SZ,20250808,26.48,38.0378,35.8451,544837.916,477347.7177,7.0293,4.735
688562.SH,20250808,19.21,,,768400.0,332371.42,4.5402,3.2709
301338.SZ,20250808,60.73,91.6339,69.5136,646167.2,208303.9,4.3726,25.3057
000911.SZ,20250808,7.65,112.0188,104.8772,306244.6608,306244.6608,23.3764,2.0791
601555.SH,20250808,9.39,19.7179,16.1448,4665611.9639,4665611.9639,1.1339,1.8626
002980.SZ,20250808,23.72,32.4106,32.0138,448642.8315,238090.8283,4.3501,5.4496
600425.SH,20250808,4.41,20.0096,22.6708,707674.3348,608046.4279,1.1481,7.9077
002606.SZ,20250808,9.58,19.9244,19.0774,420632.1448,403454.0887,2.4354,2.2199
873703.BJ,20250808,16.43,16.0628,19.0213,247639.532,125303.6365,2.3522,1.294
002543.SZ,20250808,13.86,15.672,15.3612,1030629.6,916992.8502,2.1658,4.0076
002642.SZ,20250808,8.0,188.3043,222.6051,529264.2504,529264.2504,4.5226,3.1924
688123.SH,20250808,72.53,39.5086,33.8633,1146814.0352,1146814.0352,5.0585,3.5683
688777.SH,20250808,47.6,33.7163,34.4987,3766062.1485,3728135.5966,3.8096,1.3094
301339.SZ,20250808,17.64,48.8191,48.2343,1023707.9765,296459.3729,3.8783,4.8191
603808.SH,20250808,8.53,,,314836.2249,314836.2249,1.2509,1.0296
688280.SH,20250808,8.1,,,478079.5503,421640.7575,7.5974,3.5834
600048.SH,20250808,8.01,19.1721,303.583,9588325.1778,9588325.1778,0.4914,0.6218
000881.SZ,20250808,8.08,,,763904.0585,673657.7507,1.4786,1.8688
300335.SZ,20250808,6.19,60.8347,50.1169,295270.6682,237795.7605,1.5613,13.6024
300811.SZ,20250808,54.79,42.1779,41.9277,1584716.2309,1262037.4459,5.9692,4.741
603262.SH,20250808,29.97,68.7227,67.3308,1198829.97,116291.5271,8.2137,10.8166
601020.SH,20250808,20.99,67.9414,65.9891,1721105.9011,1721105.9011,5.1007,3.309
603578.SH,20250808,14.1,,,254303.4151,254303.4151,2.4819,1.5638
000838.SZ,20250808,2.98,,,327937.7267,314022.2248,7.7099,1.7603
603052.SH,20250808,32.72,92.5774,109.5153,614799.9067,184736.0795,5.7282,22.3046
300748.SZ,20250808,28.16,132.7612,110.437,3863923.4952,3194301.2006,5.5144,5.4843
001326.SZ,20250808,35.93,25.9569,36.0436,263007.6,86603.2575,2.1627,2.722
001279.SZ,20250808,39.8,77.3602,74.8592,636800.0,149743.3887,6.5065,2.8709
002126.SZ,20250808,29.86,31.814,30.989,2492704.3914,2341600.7071,3.9532,4.3931
301479.SZ,20250808,88.48,47.6414,46.6112,787165.2664,175940.8077,7.0076,6.3608
832735.BJ,20250808,37.78,25.043,23.579,443219.8102,391994.8187,3.9701,2.4084
600366.SH,20250808,14.49,167.4924,119.9824,1592510.4829,1540347.9102,2.7087,12.0732
600350.SH,20250808,9.76,14.7633,14.5929,4718541.1252,4718541.1252,1.6847,0.1155
688320.SH,20250808,47.11,,,711425.3899,522338.6592,5.5043,4.4781
300902.SZ,20250808,22.97,,,417602.3386,279276.7115,5.083,3.1094
001213.SZ,20250808,4.32,28.7915,33.5136,1919999.9998,1919999.9998,1.0133,0.7321
002851.SZ,20250808,61.48,77.2082,83.1691,3367217.5108,2800199.5209,5.517,3.7794
300447.SZ,20250808,17.33,304.0977,,541233.8799,348907.2989,2.7311,8.8885
002761.SZ,20250808,9.69,54.1437,48.2643,1048249.0797,1048249.0797,1.5516,2.4597
600072.SH,20250808,13.45,138.3706,,2026271.7242,1457088.69,1.9027,7.3728
002343.SZ,20250808,8.18,128.0188,106.1651,388508.8431,388508.8431,3.8887,6.4078
002334.SZ,20250808,8.69,24.6623,25.7854,706958.3695,626321.4211,2.4333,3.6258
600745.SH,20250808,36.08,,,4490441.4036,4490441.4036,1.36,1.1889
000777.SZ,20250808,21.42,35.812,35.2978,821280.4842,821265.9914,3.8029,3.5586
832651.BJ,20250808,31.52,25.8721,24.8513,192272.0,48146.3934,4.085,3.7402
600740.SH,20250808,4.05,39.4371,81.6837,1037659.0674,1037659.0674,0.6818,0.6523
000811.SZ,20250808,13.34,21.0826,22.0943,1324179.2854,1293416.2836,2.2874,8.1481
603500.SH,20250808,10.86,47.9397,39.0892,361420.85,360371.1473,4.1239,7.5895
600354.SH,20250808,6.91,73.123,49.0948,364711.2373,364711.2373,5.0964,7.4249
605006.SH,20250808,7.4,,,452110.0315,444006.8835,1.7841,1.2765
300512.SZ,20250808,9.31,144.0128,164.974,379513.6546,305870.4151,2.3719,1.3947
300191.SZ,20250808,20.4,,,652800.0,451237.8,6.0187,3.6084
300807.SZ,20250808,51.18,,,348226.6063,251053.9808,7.1894,6.2697
300582.SZ,20250808,14.11,464.3328,420.2489,421234.9846,312632.6427,2.8651,3.696
600895.SH,20250808,34.6,54.5434,46.2795,5358465.843,5358465.843,4.0728,9.5602
603933.SH,20250808,16.77,94.2493,108.8308,348052.2523,348052.2523,2.6869,1.9466
605566.SH,20250808,23.72,143.6446,153.2362,316282.48,316282.48,1.6041,3.7843
300219.SZ,20250808,6.97,60.6566,77.9082,493436.6237,492525.1289,1.9136,1.5205
002338.SZ,20250808,50.0,180.6677,190.1309,1200000.0,1200000.0,9.0526,3.6968
301396.SZ,20250808,52.68,,,808730.4376,400795.1031,6.679,5.1643
000783.SZ,20250808,7.46,22.4825,17.0991,4125434.4192,4125434.4192,1.2378,1.7155
600193.SH,20250808,4.7,,,199925.31,199925.31,20.3421,3.1363
600690.SH,20250808,25.12,12.5766,12.1152,23569878.295,15711306.7506,2.1673,0.4494
002029.SZ,20250808,7.29,18.0624,15.6817,513962.1585,485080.9441,0.7756,4.0718
301197.SZ,20250808,20.14,43.5535,43.2348,242767.56,165738.102,1.7989,3.1283
300821.SZ,20250808,11.05,233.6087,277.8814,1326000.0,1325759.11,2.6892,6.107
430425.BJ,20250808,23.5,98.739,79.6467,166700.8878,139151.2503,6.8438,10.4798
300457.SZ,20250808,20.84,26.8884,37.6021,1352918.1349,1328810.2041,2.1476,4.974
873339.BJ,20250808,10.54,34.9572,32.8602,232094.8052,159045.5803,3.9697,0.6828
000021.SZ,20250808,18.49,31.0156,29.2211,2885526.4502,2885185.3097,2.4334,1.4622
688371.SH,20250808,19.52,145.1764,141.862,654842.0389,654842.0389,3.4325,0.9414
603360.SH,20250808,20.25,41.4215,48.1346,1430102.8994,1430102.8994,9.296,1.1629
002928.SZ,20250808,8.64,41.2131,33.9522,1104400.6992,1104400.6992,3.2071,0.9709
688515.SH,20250808,92.85,,,742800.0,462573.129,4.7778,2.7986
000875.SZ,20250808,5.27,17.39,17.3175,1911571.6199,1761444.9934,1.1014,1.5707
600521.SH,20250808,20.63,27.6039,26.9639,3088828.9801,3003931.8615,3.4448,1.7169
300215.SZ,20250808,6.53,222.3672,4136.861,489158.5041,367100.7608,2.4911,6.6486
001306.SZ,20250808,95.99,97.1889,108.4439,603302.9094,148784.5,4.4489,20.9606
300884.SZ,20250808,14.55,,,369370.4031,278501.3841,2.9229,26.724
688488.SH,20250808,16.07,,,676197.9725,676197.9725,6.7867,3.5138
002663.SZ,20250808,1.83,,,315372.8491,255550.0087,1.2904,1.4966
600221.SH,20250808,1.52,,,6568776.1453,4996646.8517,26.2392,0.9465
002572.SZ,20250808,13.73,9.6449,10.8598,1322263.7562,894457.4908,2.0335,0.6894
002112.SZ,20250808,13.18,32.0991,34.0439,387665.0297,345421.44,4.5639,2.3777
600187.SH,20250808,3.04,112.5743,120.8681,490589.4553,490589.4553,1.5312,1.5618
002759.SZ,20250808,9.21,,,461773.3792,461487.3977,1.4612,1.5516
603519.SH,20250808,12.83,21.4914,21.0764,341698.6174,341698.6174,3.0901,0.8414
300925.SZ,20250808,23.17,75.8361,78.2788,993318.6256,765950.6463,4.675,3.4637
300153.SZ,20250808,31.26,285.805,250.2601,1000320.0,995099.9489,11.2991,4.0065
688035.SH,20250808,42.04,61.3756,53.975,597976.96,373389.2829,2.6096,3.2807
301025.SZ,20250808,11.38,309.7414,403.0273,455552.0972,315397.5421,7.4312,2.6125
002083.SZ,20250808,5.01,13.6333,12.3219,474266.145,474077.769,1.077,1.4496
301311.SZ,20250808,23.0,862.2926,,552000.0,200657.4441,3.0425,12.5902
600335.SH,20250808,6.46,24.6211,23.942,966279.495,966279.495,0.8469,0.8984
301293.SZ,20250808,57.59,112.9461,107.9422,1186279.0581,926886.2402,5.1427,29.8459
300537.SZ,20250808,26.38,,,549522.2522,379674.121,6.0883,9.5928
300658.SZ,20250808,7.16,87.3245,81.6317,238259.0992,161388.5731,1.7994,5.1684
002733.SZ,20250808,17.92,70.906,68.8534,688513.1241,661002.0641,2.5684,13.5932
688071.SH,20250808,50.09,,,424711.7275,424711.7275,3.9183,6.1598
601665.SH,20250808,6.11,6.2339,5.785,3108410.7636,3108410.7636,0.7667,1.4966
300523.SZ,20250808,23.74,,,552281.7526,551618.984,4.7488,1.3105
603197.SH,20250808,40.42,28.5395,26.1856,863462.2299,863462.2299,2.6784,1.9289
603711.SH,20250808,13.62,22.2098,26.8797,562334.5242,562334.5242,1.6627,0.6472
600982.SH,20250808,4.74,18.5902,17.7363,529755.4279,529755.4279,1.2572,1.669
300921.SZ,20250808,24.32,244.2194,218.9025,446995.4884,278952.9949,5.5216,7.7892
838275.BJ,20250808,9.85,112.3195,132.2659,156986.936,130020.6797,6.8275,1.4266
300953.SZ,20250808,106.79,72.9504,67.525,1852568.6893,1332243.6303,4.7946,3.6278
600246.SH,20250808,7.63,,,1442384.7192,1442384.7192,2.9367,7.4442
600739.SH,20250808,11.81,86.2099,38.5179,1806587.2927,1806587.2927,0.611,0.7479
300790.SZ,20250808,23.86,48.6294,46.4562,892647.8887,708823.9922,3.6769,6.7644
300054.SZ,20250808,28.16,51.0823,45.8503,2659834.7973,2068170.3258,5.7014,1.316
688049.SH,20250808,48.41,79.5612,60.7884,847986.5937,847986.5937,4.4909,3.9293
301069.SZ,20250808,20.63,154.9963,142.3549,867782.6677,808615.8277,5.8345,9.5469
688130.SH,20250808,25.14,,,303920.2103,151556.7263,2.4075,16.7788
688319.SH,20250808,20.2,395.0295,206.6465,819985.872,818926.786,8.9176,0.9512
688395.SH,20250808,25.68,58.7811,57.1553,222382.945,222382.945,2.9366,1.4083
600963.SH,20250808,4.8,50.5983,63.522,843632.5699,843632.5699,1.0661,1.0928
600599.SH,20250808,8.18,,,135788.0,135788.0,12.316,5.2782
688720.SH,20250808,42.82,112.7285,112.5482,377386.9362,236720.333,3.8437,4.2027
600284.SH,20250808,7.11,11.6261,12.1815,689852.016,689852.016,0.888,4.6804
000651.SZ,20250808,47.44,8.2565,7.9527,26573068.8353,26162921.9176,1.9312,0.5091
300931.SZ,20250808,9.04,,,217091.984,181200.9358,3.5303,3.9845
002809.SZ,20250808,12.41,53.8543,68.6555,262595.9661,172631.0821,1.68,4.3668
688103.SH,20250808,60.27,189.984,151.6915,574466.7355,574466.7355,5.1843,1.683
600826.SH,20250808,10.93,26.2006,27.9644,803938.1691,803938.1691,2.0289,2.5013
002182.SZ,20250808,12.36,76.794,96.4531,1225854.3595,1069773.4006,2.3057,1.3342
001209.SZ,20250808,18.6,30.4745,67.5481,244632.2592,178736.023,1.8989,2.8978
601200.SH,20250808,8.26,19.3255,18.4052,1111986.1873,1111986.1873,0.9905,0.8203
300866.SZ,20250808,135.47,34.3512,31.5866,7263327.0749,4090837.1856,8.3058,2.0029
000729.SZ,20250808,13.12,35.0289,33.0655,3697923.6154,3292603.9471,2.5953,1.2899
000538.SZ,20250808,55.89,20.9968,20.0161,9972243.6882,9907593.7243,2.5799,0.3679
002134.SZ,20250808,21.16,153.6181,213.1787,520218.1091,520218.1091,10.7727,4.6382
300727.SZ,20250808,31.72,59.2852,56.7762,570539.2437,513208.1731,4.6898,7.8587
000993.SZ,20250808,10.87,29.3987,24.7014,497793.2316,478005.6108,1.9756,8.0403
600315.SH,20250808,22.3,,,1499063.9354,1499063.9354,2.1882,1.6441
301026.SZ,20250808,28.18,38.2474,37.4975,446016.0954,314434.3168,3.0102,6.0088
000550.SZ,20250808,20.97,11.7762,13.1707,1810159.758,1087217.2465,1.6104,0.7099
300173.SZ,20250808,5.95,52.5376,98.8134,437161.7903,437161.7903,4.406,1.9923
002455.SZ,20250808,6.93,37.894,35.7853,411819.4683,359829.758,2.3222,1.8807
600512.SH,20250808,2.35,144.0573,,374545.5801,373040.2133,0.6043,1.7151
601877.SH,20250808,23.31,12.9294,12.6592,5009246.6831,5009246.6831,1.1961,0.6291
600126.SH,20250808,8.75,,,2955040.4476,2955040.4476,1.5254,1.4837
300151.SZ,20250808,13.56,70.8177,76.2165,722081.8433,499953.1605,4.7116,1.9802
000726.SZ,20250808,7.04,14.0228,11.7311,575383.7211,414445.3738,0.6096,1.5902
002813.SZ,20250808,24.54,,,294480.0,294126.8081,10.8034,4.6922
002274.SZ,20250808,6.83,12.476,21.1597,650465.0532,640550.9558,1.1895,0.8307
601228.SH,20250808,3.37,26.3628,27.9815,2542507.0653,2542507.0653,1.2212,0.3379
601326.SH,20250808,3.33,11.8896,11.9919,1860608.196,1584267.147,0.9673,0.2787
300587.SZ,20250808,7.61,649.8101,1496.2543,987982.5545,777755.6752,3.6368,2.4379
688070.SH,20250808,57.78,,,506037.24,506037.24,9.3397,2.3772
002997.SZ,20250808,39.99,23.8947,20.1441,837075.9787,837075.9787,3.5881,2.6012
002170.SZ,20250808,10.3,24.348,18.9005,996168.7302,807089.1253,3.1719,2.0086
300075.SZ,20250808,18.07,,,1122382.1955,929504.0419,3.1779,4.1736
000820.SZ,20250808,2.74,,,177156.119,81368.9243,11.6769,2.1851
000901.SZ,20250808,16.95,1102.0758,11780.9119,1352951.3832,1352937.7808,3.2107,9.6583
688456.SH,20250808,42.66,74.4687,73.7755,442213.56,442213.56,3.6852,1.8004
300796.SZ,20250808,10.66,,,384978.3016,384978.3016,2.2204,2.5168
688506.SH,20250808,295.45,31.9556,,11847545.0,3039918.1404,35.141,0.6487
605007.SH,20250808,12.37,16.3034,20.155,589926.1424,496717.1372,1.7762,1.2294
601678.SH,20250808,4.4,41.2776,31.6682,905007.9614,893127.9614,0.7924,1.3328
002235.SZ,20250808,7.96,163.8667,176.3668,461339.5381,440648.3284,6.1637,7.1658
002688.SZ,20250808,7.76,59.7589,40.7066,598788.2928,581914.5368,2.5808,4.9666
300506.SZ,20250808,4.07,,,283107.8036,234320.2582,35.4772,0.9472
688129.SH,20250808,26.27,37.3469,36.7925,316497.8076,316497.8076,3.6498,0.7991
300018.SZ,20250808,8.59,54.1624,44.2433,416903.2254,331209.388,3.2207,4.1171
001221.SZ,20250808,45.02,33.8905,31.897,1800845.02,157230.7563,7.5902,21.2135
601858.SH,20250808,19.86,36.2597,35.9804,1569933.0,1569933.0,3.0194,0.6023
001313.SZ,20250808,7.93,,,555100.0,554412.2319,2.174,0.7107
000702.SZ,20250808,8.43,,,292204.8312,224772.9476,8.2901,29.8494
688819.SH,20250808,28.01,17.5158,18.4927,2722852.1,2722852.1,1.7133,0.1767
688170.SH,20250808,38.0,,,392768.0,392768.0,3.2306,4.0583
600601.SH,20250808,5.86,97.3004,96.7113,2504413.3318,2443791.8662,5.6413,2.8622
603778.SH,20250808,3.86,,,253463.8583,248142.8568,3.0662,5.0719
603927.SH,20250808,19.92,46.6177,52.8904,1655431.68,1655431.68,5.5278,1.7162
920111.BJ,20250808,27.82,37.2116,35.0118,431639.819,102623.807,5.153,2.5367
603107.SH,20250808,16.03,28.543,28.6423,540748.005,349732.9188,2.6751,1.3774
000006.SZ,20250808,6.51,,,878846.7749,878841.7948,1.6342,3.17
600635.SH,20250808,4.08,51.6662,30.146,1204593.3474,986867.0034,1.4012,1.0486
000797.SZ,20250808,2.71,170.0537,,425674.3928,425625.5619,0.8247,0.9544
002251.SZ,20250808,4.74,10.5179,9.7248,1274443.6526,983489.3844,1.5886,3.0757
605005.SH,20250808,18.93,28.5558,28.8985,759093.0,759093.0,3.9349,0.6983
002842.SZ,20250808,9.22,,,301652.9731,247522.4333,2.9097,5.6702
301408.SZ,20250808,14.8,42.9932,39.1675,592014.8,220773.5284,2.9213,15.7802
600390.SH,20250808,5.98,53.2108,103.9496,2689843.1445,2689843.1445,0.6356,0.7299
688617.SH,20250808,288.28,60.3897,56.7631,4065145.7111,4065145.7111,15.9315,1.0491
603369.SH,20250808,39.29,14.3575,13.9033,4898677.3454,4898677.3454,3.1398,0.4291
300657.SZ,20250808,28.94,245.7974,393.2205,1396516.3579,1356166.1696,10.769,5.1362
603409.SH,20250808,36.58,28.2643,29.5519,461017.74,112944.0312,3.2842,8.3249
600992.SH,20250808,15.58,,,381850.22,381850.22,2.666,2.6325
300012.SZ,20250808,12.17,22.235,22.1472,2048001.9364,1742463.7103,2.9764,1.5473
601601.SH,20250808,36.9,7.8957,8.2888,35499059.969,25258202.969,1.4019,0.2124
002539.SZ,20250808,10.72,16.0936,15.3222,1294679.8729,946726.1443,1.4638,0.906
300261.SZ,20250808,7.97,,,767757.6484,746852.2635,3.8553,3.5371
832982.BJ,20250808,321.75,50.556,46.309,3702227.3145,1919509.1487,24.2495,1.9108
001332.SZ,20250808,38.57,16.6274,16.1698,424270.0,104139.0,1.7789,3.786
002886.SZ,20250808,20.27,145.7825,143.172,533513.6263,423801.4384,3.0103,6.1542
300437.SZ,20250808,9.35,,,236015.4218,164382.9082,1.6578,2.5716
603356.SH,20250808,14.24,,,189876.16,189876.16,4.3812,3.3935
002869.SZ,20250808,26.75,60.9884,66.1756,480313.2122,426693.5407,2.227,4.052
601518.SH,20250808,2.75,9.6487,9.7453,519902.1215,519902.1215,0.974,0.5561
300308.SZ,20250808,209.3,44.9691,40.4792,23255706.7306,23141597.3753,11.4499,2.9603
300425.SZ,20250808,5.55,42.9283,45.7531,378634.7934,376703.3357,1.6108,1.053
603182.SH,20250808,14.82,22.3449,21.4636,243863.1,137942.5919,2.2275,2.3983
830809.BJ,20250808,5.54,,,332649.5277,255121.1877,1.9064,1.7591
000960.SZ,20250808,18.5,21.082,18.8246,3044733.6112,3044733.6112,1.6363,1.7771
300651.SZ,20250808,21.06,111.1266,133.7433,297387.6029,184133.9528,2.9361,8.5198
601872.SH,20250808,6.21,9.8176,10.9062,5014288.4097,5014288.4097,1.2879,0.287
002526.SZ,20250808,3.98,62.546,51.6786,709551.9467,704891.6063,2.2464,2.2937
300442.SZ,20250808,48.42,44.2011,45.3165,7913491.5805,7884586.9613,7.7835,1.5969
688278.SH,20250808,85.0,41.7809,39.252,3457800.0,3457800.0,13.8474,0.4426
836414.BJ,20250808,15.23,,,121456.4644,84185.0982,4.2267,5.9458
000686.SZ,20250808,8.23,22.0477,18.2601,1926192.749,1926192.749,1.0117,0.6539
000893.SZ,20250808,31.27,30.401,23.0477,2889508.0617,2538248.6714,2.3924,0.6343
839680.BJ,20250808,9.4,,,62979.906,44079.7434,9.6258,25.332
000036.SZ,20250808,3.61,125.0935,196.3196,506778.5597,505815.5049,1.0479,0.7221
600872.SH,20250808,18.8,16.3986,17.5364,1464503.4673,1449457.346,2.7023,0.9501
601008.SH,20250808,6.02,39.1777,44.0404,746864.0796,746864.0796,1.8492,1.3677
603383.SH,20250808,40.25,42.6147,41.5197,826682.5905,823104.5265,6.013,3.0315
300565.SZ,20250808,12.75,,,318373.3803,290961.5599,5.1897,3.3464
831175.BJ,20250808,16.41,59.7632,76.4626,177490.3368,106527.4645,2.2338,1.8915
688277.SH,20250808,18.91,,,855996.3018,855996.3018,6.5488,3.3954
600615.SH,20250808,13.07,336.7483,221.8319,294891.3653,294270.2789,4.0163,2.277
002482.SZ,20250808,1.78,,,667671.3006,666380.3446,12.4951,0.669
300541.SZ,20250808,15.46,172.8372,93.5302,664848.7846,597650.3378,3.9927,5.8519
688663.SH,20250808,29.94,24.1485,25.8346,421016.9686,421016.9686,3.1983,1.3001
600141.SH,20250808,24.74,17.0444,17.8352,2729455.1782,2729455.1782,1.3173,0.7523
600280.SH,20250808,3.45,,,389275.5019,389275.5019,5.798,0.9677
688400.SH,20250808,31.73,136.616,113.6281,1462679.1738,1462340.3672,3.7968,2.1776
920037.BJ,20250808,97.36,76.6522,63.2611,890482.8723,287838.1027,11.7788,15.0758
301559.SZ,20250808,17.3,34.1593,37.8536,1038000.0,155700.0,2.3228,4.9472
300271.SZ,20250808,8.6,,,698200.1788,685628.5534,1.8617,3.9779
603728.SH,20250808,60.4,324.7528,321.8534,2530050.3,2530050.3,8.6839,1.5462
600613.SH,20250808,6.97,52.1443,59.619,372247.9247,334086.0247,1.623,2.5311
300518.SZ,20250808,13.91,,,277381.5022,277348.3964,3.6064,2.2183
600018.SH,20250808,5.75,8.9518,8.8272,13386785.0257,13348382.2086,0.9981,0.1123
000977.SZ,20250808,53.69,34.4882,32.2875,7903893.47,7894689.753,3.9308,2.547
300795.SZ,20250808,15.25,29.3755,40.1378,455813.1518,264229.4392,8.9877,1.7798
600196.SH,20250808,26.37,25.4231,24.0757,7041922.13,5586455.0315,1.4964,0.9343
002329.SZ,20250808,3.81,,,317145.9183,247798.18,3.5826,3.4152
600757.SH,20250808,9.71,12.4693,10.8681,1178454.4151,1178305.687,1.2492,0.6076
301598.SZ,20250808,64.63,37.3322,35.4098,380652.7522,95163.1897,4.1247,6.403
002949.SZ,20250808,14.27,22.3264,22.4388,279752.9943,216734.4267,2.0338,2.2396
601816.SH,20250808,5.48,20.9983,20.997,26811272.2948,26811272.2948,1.3557,0.1548
688329.SH,20250808,21.99,,,169762.8,169762.8,2.2981,1.9723
603050.SH,20250808,17.0,38.5538,37.3903,685642.6281,685642.6281,4.069,1.1491
603311.SH,20250808,11.89,43.1229,31.196,280465.9654,280465.9654,2.1066,1.0913
603355.SH,20250808,23.28,10.8503,11.2529,1335065.7654,1329612.472,2.6332,0.2596
000615.SZ,20250808,3.1,,,236523.7129,236375.089,,1.069
002420.SZ,20250808,6.82,29.6352,44.7967,280643.0,272966.8472,4.7974,5.9711
300154.SZ,20250808,9.61,28.7431,26.391,432022.5482,303007.5774,2.5005,1.445
300719.SZ,20250808,19.32,355.2172,17949.2187,491166.8538,347026.095,4.7956,6.2827
301308.SZ,20250808,88.48,74.3676,,3708597.3224,2427872.6015,5.657,1.3353
688549.SH,20250808,7.98,1177.0795,9443.5321,1178866.248,461033.3192,3.901,2.7572
600228.SH,20250808,4.21,,,175562.2107,175151.6515,4.124,1.4047
605598.SH,20250808,29.32,77.5128,73.0923,717122.66,712525.284,4.0156,2.7458
001201.SZ,20250808,17.33,,377.2859,446739.6737,405870.8442,1.3217,1.3399
600376.SH,20250808,2.69,,,693903.0501,693903.0501,0.7996,1.1406
600463.SH,20250808,12.17,,,365100.0,365100.0,3.6996,3.7524
002249.SZ,20250808,6.94,19.0889,17.5816,1694232.9396,1270251.5899,1.8262,2.003
300898.SZ,20250808,26.88,32.5189,37.2227,333312.0,308406.844,3.6141,4.4546
688726.SH,20250808,46.51,25.8483,23.3662,1885172.105,168884.554,5.1653,4.2315
