ts_code,roe
601089.SH,3.619
601077.SH,2.8253
601096.SH,1.9973
601086.SH,0.9564
601088.SH,2.7789
601098.SH,2.3434
601099.SH,0.698
601100.SH,3.8385
601108.SH,0.7932
601101.SH,2.2752
601107.SH,2.3743
601106.SH,-1.5625
601113.SH,2.4653
601111.SH,-4.6366
601117.SH,2.2917
601121.SH,0.6554
601116.SH,2.1804
601118.SH,-1.1053
601127.SH,4.226
601133.SH,1.5219
601126.SH,5.1355
601128.SH,6.7286
601136.SH,1.1378
601138.SH,3.3763
601137.SH,3.687
601156.SH,3.0663
601155.SH,0.4989
601139.SH,1.4864
601162.SH,0.1032
601158.SH,1.3762
601163.SH,1.2274
601168.SH,11.0977
601166.SH,2.6651
601187.SH,2.0371
601169.SH,2.1355
601179.SH,1.329
601177.SH,2.0113
601186.SH,1.5539
601188.SH,1.3623
601198.SH,1.3343
601212.SH,-0.2885
601200.SH,1.391
601211.SH,4.9717
601199.SH,2.1481
601208.SH,2.0022
601216.SH,3.6286
601218.SH,1.467
601226.SH,-1.9425
601229.SH,2.4534
601222.SH,0.7988
601225.SH,5.137
601231.SH,1.8478
601236.SH,1.2021
601228.SH,1.2494
601233.SH,1.6582
601279.SH,-0.8707
601238.SH,-0.6425
601288.SH,2.3099
601298.SH,3.2469
601319.SH,4.6887
601326.SH,2.1548
601311.SH,2.4455
601318.SH,2.892
601328.SH,2.1965
603937.SH,-0.775
603948.SH,2.3509
603949.SH,1.7324
603933.SH,1.0075
603938.SH,1.1066
603939.SH,4.1029
603950.SH,2.8691
603936.SH,0.6387
603958.SH,0.7876
603960.SH,0.8266
603955.SH,0.1572
603967.SH,2.8899
603956.SH,-3.5882
603966.SH,2.0953
603959.SH,-25.0234
603968.SH,-0.3684
603976.SH,0.8881
603970.SH,3.4859
603980.SH,-0.5318
603978.SH,0.1398
603969.SH,2.8136
603977.SH,1.3308
603979.SH,4.58
603982.SH,-4.9915
603983.SH,3.9167
603985.SH,0.9283
603989.SH,1.9244
603990.SH,2.9081
603987.SH,2.3619
603986.SH,1.4094
603991.SH,-6.4797
603988.SH,0.6522
603992.SH,1.405
603995.SH,1.7921
605001.SH,0.6096
605003.SH,1.5905
603993.SH,5.4167
603997.SH,2.2038
603999.SH,0.471
603998.SH,5.3666
605005.SH,2.624
605006.SH,0.3316
605009.SH,2.7072
605008.SH,-0.8268
605007.SH,1.8147
605011.SH,1.5682
605016.SH,4.7338
605018.SH,0.2486
605020.SH,2.5862
605028.SH,2.4869
605033.SH,2.6282
605055.SH,-0.8511
605050.SH,2.1079
605056.SH,1.259
605060.SH,1.9647
605058.SH,2.1066
605066.SH,1.8729
605068.SH,0.6269
605069.SH,4.7019
605077.SH,2.4669
605081.SH,-0.5982
605080.SH,4.6093
605086.SH,2.0494
605088.SH,3.3961
605089.SH,1.5847
605090.SH,5.2957
605098.SH,2.8967
605099.SH,5.4991
605100.SH,0.6301
605111.SH,2.7021
605108.SH,2.2924
605116.SH,5.0048
605117.SH,7.1525
605118.SH,3.7116
605122.SH,-0.042
605123.SH,1.721
605136.SH,-0.7403
605128.SH,4.2249
605138.SH,0.7973
605133.SH,1.5521
605151.SH,-0.5649
605155.SH,1.7871
605158.SH,1.5264
605162.SH,1.1654
605166.SH,4.1587
605167.SH,1.9325
605168.SH,2.6968
605169.SH,1.1604
605177.SH,-0.3695
605178.SH,-2.7037
605180.SH,0.722
605179.SH,1.2068
605183.SH,4.0463
605186.SH,0.3192
605188.SH,1.9235
605189.SH,0.2569
605196.SH,1.314
605198.SH,3.201
605208.SH,0.6855
605199.SH,3.4161
605228.SH,4.1658
605222.SH,1.4966
605218.SH,1.0423
605255.SH,1.0621
605258.SH,0.9806
605259.SH,3.3269
605266.SH,1.2111
605268.SH,1.4443
605286.SH,3.6077
605277.SH,3.1576
605287.SH,2.816
605288.SH,0.7756
605289.SH,1.1377
605296.SH,4.6675
605300.SH,0.1555
605303.SH,-1.5416
605299.SH,0.6047
605298.SH,0.7062
605305.SH,3.7355
605318.SH,-1.1682
605319.SH,3.8055
605333.SH,4.0996
605338.SH,1.6318
605339.SH,0.8356
605337.SH,3.7511
605336.SH,-0.0669
605358.SH,-1.1103
605365.SH,1.8016
605366.SH,-0.2681
605368.SH,3.5821
605376.SH,3.0706
605378.SH,0.9255
605377.SH,2.014
605369.SH,1.5932
605389.SH,1.459
605388.SH,0.6147
605398.SH,0.5326
605399.SH,-0.2147
605500.SH,1.3013
605499.SH,28.9191
605507.SH,5.6577
605488.SH,2.3457
605555.SH,2.6584
605566.SH,0.6909
605567.SH,1.0307
605577.SH,2.8797
605580.SH,4.6066
605599.SH,7.6697
605588.SH,-0.9032
605589.SH,2.057
605598.SH,1.9623
688001.SH,-0.8924
688002.SH,2.648
688003.SH,-1.6818
688005.SH,-0.817
688007.SH,-0.7824
688004.SH,-0.721
688006.SH,2.2256
688008.SH,4.495
688009.SH,1.1623
688010.SH,-1.1763
688011.SH,-1.1038
688012.SH,1.5701
688013.SH,2.2872
688017.SH,0.5894
688015.SH,0.6912
688016.SH,3.3947
688018.SH,4.2613
688019.SH,6.0524
688020.SH,0.1044
688021.SH,-0.3819
688022.SH,1.642
688023.SH,-4.5033
688025.SH,1.7562
688026.SH,1.3742
688027.SH,-0.6288
688028.SH,1.0771
688030.SH,-8.4049
688031.SH,-7.8593
688029.SH,4.1157
688032.SH,-0.1633
688033.SH,-2.4637
688035.SH,1.1749
688036.SH,2.3907
688037.SH,0.1726
688045.SH,-0.9701
688041.SH,5.8095
688038.SH,0.7605
688039.SH,-1.0326
688046.SH,1.3955
688047.SH,-5.2826
688048.SH,-0.2516
688049.SH,2.181
688050.SH,3.8109
688052.SH,-0.8659
688051.SH,-1.8634
688053.SH,-0.3303
688055.SH,-1.3436
688056.SH,1.5495
688057.SH,1.5469
688058.SH,-4.268
688059.SH,2.1709
688062.SH,-20.5007
688060.SH,-0.7002
688061.SH,-0.5537
688063.SH,-0.4169
688065.SH,0.9422
688066.SH,-12.8724
688067.SH,1.2668
688070.SH,-5.0256
688069.SH,-0.3803
688068.SH,-0.7924
688071.SH,0.2862
688072.SH,-2.8095
688073.SH,1.5118
688075.SH,0.652
688076.SH,5.5712
688077.SH,0.637
688078.SH,1.2038
688079.SH,-1.179
688080.SH,2.1118
688081.SH,-4.7104
688082.SH,8.7487
688083.SH,-1.8064
688084.SH,-0.2291
688085.SH,0.6507
688087.SH,2.8126
688089.SH,2.8543
688088.SH,1.8111
688090.SH,0.2337
688091.SH,2.6647
688092.SH,1.6222
688093.SH,4.3537
688095.SH,-0.2285
688097.SH,-0.6978
688096.SH,0.2324
688098.SH,-0.2143
688099.SH,2.8813
688100.SH,9.15
688101.SH,1.8656
688102.SH,2.8987
688103.SH,1.03
688106.SH,1.4253
688107.SH,-5.0954
688105.SH,0.0487
688108.SH,0.3418
688109.SH,0.1279
688110.SH,-1.8621
