ts_code,volatility
000568.SZ,0.42708965584347514
000570.SZ,0.47200881373604425
000571.SZ,0.4701664089975722
000573.SZ,0.4525653879812261
000576.SZ,0.5004291004920426
000572.SZ,0.49430062921876133
000581.SZ,0.4212885538128944
000582.SZ,0.45846750428704003
000586.SZ,0.5229240872646105
000589.SZ,0.41734261977356796
000591.SZ,0.4857198080424326
000590.SZ,0.5044880522765414
000593.SZ,0.4958210085503622
000592.SZ,2.438727230639266
000595.SZ,0.54787882311399
000596.SZ,0.4762115021532751
000597.SZ,0.46975014177737806
000598.SZ,0.4522329402669597
000603.SZ,0.4864220668915101
000599.SZ,0.4545312331065442
000605.SZ,0.48844626798998897
000601.SZ,0.41422125769114154
000600.SZ,0.45328298776819176
000607.SZ,0.4910112330114274
000608.SZ,0.4901480266166752
000609.SZ,0.529486766813267
000619.SZ,0.43783146093025616
000612.SZ,0.5215930379831499
000610.SZ,0.4901173240658407
000617.SZ,0.4865235850975172
000615.SZ,0.5372764936066409
000620.SZ,1.7705551015634302
000623.SZ,0.4314732082932798
000625.SZ,0.4815379379893612
000626.SZ,0.5137108389401919
000627.SZ,0.4808691612386731
000628.SZ,0.5075191265628975
000629.SZ,0.4586907088028952
000630.SZ,0.45653628728861934
000631.SZ,2.6152070771225797
000632.SZ,0.47362099285538445
000633.SZ,0.5028079626382795
000635.SZ,0.49312572161321405
000637.SZ,0.432824750543023
000636.SZ,0.493699916000376
000639.SZ,0.47344825123495354
000638.SZ,1.3408601474612796
000650.SZ,1.93399660082699
000651.SZ,0.4180019975877528
000652.SZ,0.47176288943513034
000655.SZ,0.49703114940659165
000656.SZ,0.5026350386634582
000657.SZ,0.5158774493003814
000659.SZ,0.4673856643047957
000661.SZ,0.4948175720722972
000663.SZ,0.5074970793798201
000665.SZ,0.4928095701927024
000668.SZ,0.4360987960017762
000669.SZ,0.4883561114385738
000672.SZ,0.47188366291739037
000676.SZ,0.5148514184827521
000670.SZ,1.2837287288578798
000677.SZ,0.525225154334358
000678.SZ,0.5131122505589617
000679.SZ,0.4773712061858494
000680.SZ,0.46651822799110443
000681.SZ,0.5752849302195411
000685.SZ,0.4405593829929815
000682.SZ,0.47248206599629183
000683.SZ,0.47651969727903704
000686.SZ,0.6338892484088988
000688.SZ,0.5459537162457216
000690.SZ,0.4423056356776196
000691.SZ,0.4772419992416197
000692.SZ,0.4398166171568057
000697.SZ,0.4957699436284554
000695.SZ,0.5266389991875289
000698.SZ,0.46583668528728167
000700.SZ,0.47774957345716923
000701.SZ,0.49946904695576294
000702.SZ,0.4810626327718814
000703.SZ,0.4803143573960239
000705.SZ,0.42742584791617466
000707.SZ,0.45515222183995857
000708.SZ,0.4246655077620507
000709.SZ,0.3967643857729738
000711.SZ,0.5172536955812091
000710.SZ,0.5457587022135769
000712.SZ,0.5176176970508859
000713.SZ,0.49552896948771885
000715.SZ,0.45815829979897216
000716.SZ,0.49187244763256793
000717.SZ,0.45450331854069353
000718.SZ,0.6072105755720368
000720.SZ,0.46687988574942096
000719.SZ,0.4649600049251543
000721.SZ,0.5108559708854039
000722.SZ,0.49971089625178455
000723.SZ,0.6479755933322008
000726.SZ,0.384917868209855
000725.SZ,0.4491286295941898
000727.SZ,0.4955977463150116
000728.SZ,0.6977186775611232
000729.SZ,0.37266151900055844
000731.SZ,0.42035532095131467
000733.SZ,0.47152466618842503
002281.SZ,0.5207156922537881
002286.SZ,0.47871649814294037
002284.SZ,0.5329732388896333
002287.SZ,0.43192024960891784
002289.SZ,0.5354768373976126
002290.SZ,0.5241315609350318
002292.SZ,0.5664968707008975
002291.SZ,0.5285485114856037
002294.SZ,0.44946224169825466
002293.SZ,0.43575101946662737
002295.SZ,0.43987490800068496
002298.SZ,0.5092308849832531
002297.SZ,0.5282805424656795
002296.SZ,0.5083603787337286
002299.SZ,0.43628696775386266
002300.SZ,0.4862221144328486
002301.SZ,0.4692094244756184
002302.SZ,0.4977451955610126
002303.SZ,0.4687254462261312
002306.SZ,0.5186209827442697
002305.SZ,0.5159209005549368
002304.SZ,0.41219489444120094
002307.SZ,0.5249122605253613
002309.SZ,0.4935812176275793
002310.SZ,0.5268992314948543
002311.SZ,0.40449264430620124
002312.SZ,0.5871475888316892
002316.SZ,0.541767427033058
002314.SZ,0.4759055990636971
002313.SZ,0.5233416842158609
002317.SZ,0.5076734278228008
002315.SZ,0.5414477563750044
002319.SZ,0.5141304076080191
002318.SZ,0.4681932163828742
002320.SZ,0.5063770936323914
002322.SZ,0.4774382527730721
002321.SZ,0.48246239863352175
002324.SZ,0.46725073413234647
002323.SZ,0.5630946812986252
002326.SZ,0.5684550824297274
002327.SZ,0.428656608014322
002328.SZ,0.4598784803897965
002329.SZ,0.5511271346998983
002330.SZ,0.48827562262908714
002332.SZ,0.43278236726873487
002331.SZ,0.5490546346064685
002333.SZ,0.4748643241129926
002334.SZ,0.5340173473968006
002335.SZ,0.5641624388656887
002337.SZ,0.5133036456594355
002340.SZ,0.5071031166072293
002342.SZ,0.4784755961495071
002338.SZ,0.5301531963103109
002339.SZ,0.5235051908184928
002343.SZ,0.5267147280063169
002344.SZ,0.4276203209669671
002346.SZ,0.5211580861532747
002345.SZ,0.4556149658460252
002350.SZ,0.5148096874346999
002348.SZ,0.5477021379447629
002349.SZ,0.5322696311218368
002351.SZ,0.5578134385857326
002347.SZ,0.49614200303956674
002352.SZ,0.4387393118314309
002353.SZ,0.48637600218261423
002356.SZ,0.5634965058823784
002354.SZ,0.5784317349483783
002355.SZ,0.5173987982429533
002357.SZ,0.4901103955451902
002358.SZ,0.5038888267676195
002360.SZ,0.48691167254643475
002361.SZ,0.5059006632982707
002362.SZ,0.5562726288636518
002363.SZ,0.4878952184649883
002364.SZ,0.5274721481260809
002366.SZ,0.5445237932871235
002367.SZ,0.43535075047128285
002368.SZ,0.523829801703325
002365.SZ,0.47906864380178266
002369.SZ,0.5586333762944612
002370.SZ,0.5175545615264843
002371.SZ,0.5484531077291911
002373.SZ,0.5304068904770405
002372.SZ,0.43706063108076953
002374.SZ,0.5283363529999864
002376.SZ,0.46645377813197164
002375.SZ,0.478370032972223
002377.SZ,0.5349192110796865
002378.SZ,0.5055622564911694
002380.SZ,0.4956346184259404
002379.SZ,0.5220205344992779
002381.SZ,0.4558317536284693
002382.SZ,0.5102644192156757
002383.SZ,0.5460652638680011
002384.SZ,0.5526071775479938
002385.SZ,0.48479092231158444
002386.SZ,0.4439863648792668
002388.SZ,0.5541685533984813
002389.SZ,0.5554822879108441
002387.SZ,0.5057418868871577
002390.SZ,0.5194006320052532
002391.SZ,0.4132912639719849
002392.SZ,0.479984439155726
002393.SZ,0.3583595586870078
002397.SZ,0.5190350160986074
002394.SZ,0.3818636467222967
002396.SZ,0.5080642915716377
002398.SZ,0.4716673569123605
002395.SZ,0.5308195087088903
002399.SZ,0.41656021125221704
002400.SZ,0.5598293685151443
002401.SZ,0.5562915525091238
002402.SZ,0.5540182037377386
002404.SZ,0.4489267439037955
002403.SZ,0.45728058403059957
002405.SZ,0.5319783192918657
002406.SZ,0.4577545641242577
002407.SZ,0.5686639924215887
002408.SZ,0.4862152522304144
002409.SZ,0.5016707355675293
002413.SZ,0.5123446353241491
002412.SZ,0.4610892190745173
002410.SZ,0.5176934317931435
002415.SZ,0.4589931780585915
002414.SZ,0.5072604988711564
002416.SZ,0.5100708658772133
002418.SZ,0.5437446486181138
002419.SZ,0.4351885858940419
002422.SZ,0.4295507103880977
002420.SZ,0.43673807984512486
002421.SZ,0.521690193922454
002423.SZ,0.4975145361253599
002424.SZ,0.49832005152617564
002425.SZ,0.5210107197262455
002426.SZ,0.5339519837946214
002427.SZ,0.5226031488016786
002428.SZ,0.5441428138260402
002432.SZ,0.5629610640798391
002431.SZ,0.5273716276412482
002429.SZ,0.48713043103335146
002430.SZ,0.47205009716204144
002434.SZ,0.49190451700682203
002437.SZ,0.5261444335202285
002436.SZ,0.5552688643602557
002438.SZ,0.47900487753148624
002440.SZ,0.4292382791970686
002439.SZ,0.5412510994650548
002442.SZ,0.49112508257998416
002441.SZ,0.4680975315611449
002443.SZ,0.45070541705286987
002445.SZ,0.5125939575313038
002444.SZ,0.48712861377773475
002446.SZ,0.5478777271500112
002448.SZ,0.46901133519476806
002452.SZ,0.4778226328240354
002451.SZ,0.5411310966482067
002449.SZ,0.4849089721020552
002453.SZ,0.5495823352975372
002454.SZ,0.4607389450377039
002456.SZ,0.5847810639405786
002458.SZ,0.5501589119686293
002455.SZ,0.5271580220997639
002459.SZ,0.5280230527624671
002457.SZ,0.48528882225812897
002460.SZ,0.5964509359056781
002461.SZ,0.42190009232088216
002462.SZ,0.42616156080350054
002465.SZ,0.452048122682373
002466.SZ,0.602734906777786
002468.SZ,0.4643547632555728
002467.SZ,0.5668395271384726
002463.SZ,0.4939391208526159
002469.SZ,0.5003803509027365
002470.SZ,0.4473346033767592
002471.SZ,0.5106470432835141
002474.SZ,0.537090771536151
002478.SZ,0.42082143717309856
002472.SZ,0.5021824485449157
002476.SZ,0.5339966945923053
002475.SZ,0.5155898224192538
002479.SZ,0.43319509266742107
002480.SZ,0.5043245436546308
002481.SZ,0.5224732472313292
002485.SZ,0.42962233620861395
002483.SZ,0.46600029622625616
002484.SZ,0.508734368108397
002482.SZ,0.5138493300944765
002486.SZ,0.5244045078346015
002487.SZ,0.5233818255707849
002488.SZ,0.5447516915325376
002489.SZ,0.48702475940224743
002491.SZ,0.50257276064736
002490.SZ,0.5378453586115096
002492.SZ,0.487138133691503
002493.SZ,0.488538179154348
002495.SZ,0.4934642731916135
002494.SZ,0.5098969181233215
002496.SZ,0.5482848131197452
002497.SZ,0.5441486920500631
002498.SZ,0.48181062059855906
002500.SZ,0.40306223539426583
002501.SZ,0.522955247562118
002507.SZ,0.45223511920168663
002506.SZ,1.7476661875388175
002508.SZ,0.43266845679945415
002510.SZ,0.5164472500504728
002511.SZ,0.443738289525766
002512.SZ,0.5752916875630071
002513.SZ,0.5360330360420525
002514.SZ,0.5733048393282907
002516.SZ,0.4933482693261347
002517.SZ,0.5840985305823477
002515.SZ,0.501617199207209
002518.SZ,0.5494035531130645
002519.SZ,0.5180686426086161
002520.SZ,0.5597042342505932
002521.SZ,0.3979511388332568
002522.SZ,0.5099212004540508
002523.SZ,0.47684259326678874
002524.SZ,0.5564206180719272
002526.SZ,0.5189170860757952
002527.SZ,0.48537970637809275
002528.SZ,0.5656607513871192
002529.SZ,0.5766735319924008
002530.SZ,0.540824288207274
002531.SZ,0.5132028588545864
002532.SZ,0.5117220632911456
002534.SZ,0.48391342675990934
002533.SZ,0.4467010632999827
002535.SZ,0.4908215323966799
002536.SZ,0.5278243466081938
002537.SZ,0.5279712939863003
002538.SZ,0.4535771878163243
002539.SZ,0.48449978495245477
002542.SZ,0.579088902874025
002540.SZ,0.4706037431167844
002541.SZ,0.48308345059359553
002543.SZ,0.4215663802341162
002544.SZ,0.5226841721575479
002545.SZ,0.4449178927529398
002546.SZ,0.48645857430488004
002548.SZ,0.4970987126731182
002547.SZ,0.5956319415611964
002550.SZ,0.47416650546649614
002549.SZ,0.5480505274432647
002551.SZ,0.5204730856454233
002552.SZ,0.5288545433442506
002553.SZ,0.5548185337178952
002554.SZ,0.5109283163564233
300246.SZ,0.5791603635196824
300245.SZ,0.617558489138325
300247.SZ,0.5736210684745928
300248.SZ,0.6595473955780038
300251.SZ,0.6042027131790587
300249.SZ,0.6239934599873865
300250.SZ,0.6370755932679935
300252.SZ,0.5959541139985101
300253.SZ,0.6255781921060636
300254.SZ,0.5546780357944474
300255.SZ,0.5985117909059811
300256.SZ,0.6400730878853631
300257.SZ,0.4747330737970252
300259.SZ,0.5392102729459555
300258.SZ,0.49316223289236805
300260.SZ,0.6336927112403299
300261.SZ,0.6115363287393835
300264.SZ,0.6593090753037276
300263.SZ,0.5615012483979317
300265.SZ,0.5732740252707549
300268.SZ,0.6247493316377303
300267.SZ,0.5566286127315803
300266.SZ,0.6174846665062618
300269.SZ,0.6389514137658922
300271.SZ,0.5871993651690754
300270.SZ,0.619006864198892
300272.SZ,0.5491459981865384
300275.SZ,0.5714329628851584
300276.SZ,0.6309325474189512
300274.SZ,0.6200727877932558
300277.SZ,0.6210165411361956
300278.SZ,0.660553565739391
300280.SZ,0.6097684434512838
300279.SZ,0.605835855249518
300284.SZ,0.5192703938155641
300285.SZ,0.5332513732507809
300281.SZ,0.5534110305706107
300283.SZ,0.562132414748768
300286.SZ,0.5924496030031452
300287.SZ,0.6451499435470328
300289.SZ,0.5137663869822623
300288.SZ,0.6326780672910488
300290.SZ,0.676856667395394
300291.SZ,0.5981745678444165
300293.SZ,0.6615291402055699
300294.SZ,0.47724938018921553
300292.SZ,0.6243692684175235
300295.SZ,0.6178744305015231
300296.SZ,0.5700649258085331
300300.SZ,0.5992568439523605
300298.SZ,0.5277196670051695
300301.SZ,0.6021058162864102
300299.SZ,0.6731556076316342
300302.SZ,0.6428480526475326
300303.SZ,0.5670925561375234
300304.SZ,0.5793842326388844
300305.SZ,0.5083885431228445
300310.SZ,0.624840790207457
300306.SZ,0.5650520351898882
300307.SZ,0.5474814123483512
300308.SZ,0.6072765605088395
300313.SZ,0.6851743344764776
300311.SZ,0.6698838189300643
300314.SZ,0.5674362839558118
300315.SZ,0.6209890922833302
300317.SZ,0.6105574015391482
300320.SZ,0.5726559091154819
300319.SZ,0.6045704977774816
300318.SZ,0.6135045834991594
300316.SZ,0.5679976037905832
300321.SZ,0.5167848143402679
300322.SZ,0.6222698373470077
300323.SZ,0.59486384475103
300324.SZ,0.6727228471310973
300326.SZ,0.5542127532683476
300328.SZ,0.6137356678783832
300327.SZ,0.5463927249627607
300329.SZ,0.5808468251002044
300331.SZ,0.5941415388516863
300332.SZ,0.5132465411565962
300333.SZ,0.6476728783212887
300334.SZ,0.5848834395918929
300335.SZ,0.5029230360544754
300340.SZ,0.658857060234468
300339.SZ,0.6656782301340931
300338.SZ,0.6699043203745431
300337.SZ,0.6263352868308344
300341.SZ,0.6065143845155748
300344.SZ,0.6686899483407375
300343.SZ,0.7224847577935352
300345.SZ,0.5918843589901885
300342.SZ,0.5943462484470596
300347.SZ,0.5823074361544034
300348.SZ,0.6649405028803814
300349.SZ,0.4908346973555915
300346.SZ,0.5954479591484315
300352.SZ,0.639084990241353
300351.SZ,0.5843519876424141
300350.SZ,0.6486948957949692
300353.SZ,0.6300075756373357
300354.SZ,0.5834678385940764
300357.SZ,0.5208432976653516
300358.SZ,0.5728309467366319
300355.SZ,0.5745005639640854
300359.SZ,0.6497814082619108
300360.SZ,0.5154316741567476
300364.SZ,0.7766885508635475
300365.SZ,0.6154670092166351
300363.SZ,0.6056658448485882
300366.SZ,0.7025766227455009
300368.SZ,0.7037006079213681
300369.SZ,0.6363761513317898
300370.SZ,0.6587625081846967
300371.SZ,0.5463274149396187
300374.SZ,0.6574194287963808
300375.SZ,0.5675357422555544
300373.SZ,0.6022434811544828
300376.SZ,0.6674353550325036
300377.SZ,0.6994407359492624
300378.SZ,0.6462086962682148
300381.SZ,0.5454904564813517
300379.SZ,0.6930072262058763
300380.SZ,0.6619169512070193
300382.SZ,0.6368980929163064
300383.SZ,0.6292110772519237
300384.SZ,0.6114873808707108
300385.SZ,0.5566774160820217
300386.SZ,0.6671381775463558
300387.SZ,0.529640643643566
300388.SZ,0.5135159584538328
300389.SZ,0.5937494116704165
300390.SZ,0.6706269136290678
300391.SZ,0.6643213064227781
300393.SZ,0.618479603277312
300394.SZ,0.6872464484002659
300395.SZ,0.5808690415535239
300396.SZ,0.5344614999036751
300397.SZ,0.6280417147966048
300398.SZ,0.6175183158193106
300399.SZ,0.6898120453122615
300400.SZ,0.6338801074890016
300401.SZ,0.5563170566104835
300402.SZ,0.6146301796215033
300403.SZ,0.588830790706504
300405.SZ,0.604951888154559
300404.SZ,0.5928268092715351
300407.SZ,0.564184815271597
300406.SZ,0.5269282946843341
300408.SZ,0.4812733977546732
300409.SZ,0.6364558196731773
300410.SZ,0.6565590346314921
300411.SZ,0.6556428228482712
300413.SZ,0.5884804403883189
300412.SZ,0.6563751022664541
300414.SZ,0.657780600831487
300415.SZ,0.5720689489511224
300416.SZ,0.5799753113868433
300417.SZ,0.6169157090080849
300418.SZ,0.6486177531460099
300419.SZ,0.674851361114598
300421.SZ,0.5948451571661614
300420.SZ,0.5768919351116616
300422.SZ,0.5610436900854292
300423.SZ,0.6069273187586047
300426.SZ,0.647012756628777
300424.SZ,0.5922265578204015
300425.SZ,0.5779755199948491
300427.SZ,0.6255744060964704
300428.SZ,0.645170094581261
300432.SZ,0.6811724916841624
300430.SZ,0.6009146129793465
300429.SZ,0.6141889964454277
300434.SZ,0.5953511617405935
300435.SZ,0.585639305737583
300436.SZ,0.6354425922249692
300433.SZ,0.5887367600002941
300437.SZ,0.6579359740237893
300438.SZ,0.6764466907067257
300439.SZ,0.5295182963507747
300440.SZ,0.5847658420671451
300441.SZ,0.5555967380477921
300442.SZ,0.5583985335333264
300443.SZ,0.6283087229386478
300444.SZ,0.6305281141471475
300445.SZ,0.556667154948879
300446.SZ,0.6002297521497644
300447.SZ,0.6318408282018896
300449.SZ,0.6434579084274143
300448.SZ,0.6396528775148685
300450.SZ,0.6569439337221822
300452.SZ,0.591633137804036
300451.SZ,0.6632609679691905
300454.SZ,0.5254692285047192
300453.SZ,0.5723990028961857
300455.SZ,0.5998253183524881
300456.SZ,0.6309628783076385
300457.SZ,0.6064151824497003
300458.SZ,0.6646540602039679
300459.SZ,0.7278186940807766
300460.SZ,0.6274083471483827
300461.SZ,0.6701051076156685
300462.SZ,0.6514370844105907
300463.SZ,0.523546694231614
300464.SZ,0.6625684998869172
300465.SZ,0.6916550744467107
300466.SZ,0.7081997683039803
300467.SZ,0.6491981386713882
300468.SZ,0.663898382369626
300469.SZ,0.686098055007775
300471.SZ,0.6622958589327925
300470.SZ,0.48996785773161944
300473.SZ,0.5381418630261231
300472.SZ,0.6655550344967843
300474.SZ,0.6180299976689638
300475.SZ,0.5994477356699303
300476.SZ,0.6335888447070088
300477.SZ,0.6606342643218037
300478.SZ,0.5736001050317464
300479.SZ,0.6735056408976535
300480.SZ,0.6251213031630017
300481.SZ,0.5605432623550021
300482.SZ,0.5658081968802617
300483.SZ,0.5509335467067051
300484.SZ,0.6568367874173465
300485.SZ,0.5637031547353174
300486.SZ,0.5953130907735882
300488.SZ,0.577986606816273
300487.SZ,0.6148127522529238
300489.SZ,0.6478200614088697
300490.SZ,0.6512273360472224
300491.SZ,0.6584469042029791
300492.SZ,0.566894126529011
300493.SZ,0.6490906949404623
300494.SZ,0.6468934608886219
300497.SZ,0.5694581976740986
300496.SZ,0.6355923067456036
300498.SZ,0.3643458690027226
300499.SZ,0.6360220888914511
300500.SZ,0.6222912204711649
300501.SZ,0.5385008569056076
300502.SZ,0.7000069936839225
300503.SZ,0.628797087267785
300505.SZ,0.5992062583119605
300506.SZ,0.6504473308606292
300508.SZ,0.6041262360024326
300507.SZ,0.6385457198129056
300509.SZ,0.5291184374905267
300504.SZ,0.5362048486119619
300511.SZ,0.5585547531839569
300510.SZ,0.6335243932379919
600081.SH,0.49940732469947136
600079.SH,0.4639711295514455
600080.SH,0.4251896517384319
600082.SH,0.48982758063755283
600085.SH,0.39277247655991016
600088.SH,0.5176890838178912
600084.SH,0.4686738146842869
600089.SH,0.4342175573472221
600096.SH,0.4458554116304712
600094.SH,0.45870647754235705
600097.SH,0.43999271287576247
600098.SH,0.3766271136104218
600095.SH,0.5084655643408514
600099.SH,0.4676489741663397
600100.SH,0.47819775317631114
600101.SH,0.42637692837311225
600103.SH,0.42297304888433296
600104.SH,0.4021802401944206
600106.SH,0.4549527657428168
600107.SH,0.5059217180723303
600105.SH,0.5084680266243262
600108.SH,0.44460306195948723
600109.SH,0.560104713824343
600110.SH,0.523175817550228
600111.SH,0.5179344482647653
600113.SH,0.4831782682159775
600115.SH,0.4128328411399653
600114.SH,0.529050878384958
600116.SH,0.4648339779201905
600117.SH,0.4715172350768042
600118.SH,0.4803434715630812
600119.SH,0.5073380736071523
600120.SH,0.48320085205583563
600121.SH,0.49076172287786085
600127.SH,0.4758995574613705
600126.SH,0.429836701194517
600123.SH,0.45146821817943344
600128.SH,0.4907191199167115
600125.SH,0.4247990292786452
600129.SH,0.49359837309456167
600130.SH,0.5093972745156878
600135.SH,0.474108328763624
600131.SH,0.47821655339212826
600133.SH,0.5018337833437858
600137.SH,1.7980405011261777
600136.SH,0.5134822618424045
600132.SH,0.4793885589273507
600138.SH,0.42629371953812695
600141.SH,0.47712786343639285
600143.SH,0.4934799571832873
600149.SH,0.5142476702426138
600148.SH,0.4998714200250116
600150.SH,0.4709797126023448
600152.SH,0.5126129342367883
600151.SH,0.505625359206285
600153.SH,0.41730994667082305
600155.SH,0.4427600971434255
600156.SH,0.5051879145838926
600158.SH,0.5317510588996199
600157.SH,0.5156345597060004
600159.SH,0.49135751405767725
600160.SH,0.48995538969375163
600161.SH,0.46678799969097073
600162.SH,0.49399220242521974
600163.SH,0.4370028957763119
600165.SH,0.5428702104757864
600167.SH,0.4482904224485797
600166.SH,0.4655842646073331
600168.SH,0.40486683969575527
600169.SH,0.46271584220836115
600170.SH,0.3989083969004151
600171.SH,0.4975849012989616
600172.SH,0.509191986988459
600177.SH,0.4175394058410656
600173.SH,0.4828635865236493
600178.SH,0.4888844193867475
600179.SH,0.4870445489301912
600176.SH,0.4723138698511974
600180.SH,0.4674665160726288
600182.SH,0.391415670925525
600183.SH,0.46859834538225337
600184.SH,0.5176071131465834
600186.SH,0.4627060598408136
600187.SH,2.187377479926783
600185.SH,0.5206881222718205
600188.SH,0.48255349148339527
600189.SH,0.46667537782689844
600191.SH,0.5054990567318568
600192.SH,0.485957587942118
600193.SH,0.523792643601829
600197.SH,0.47318497806450405
600195.SH,0.4470909071722114
600196.SH,0.43444605455920654
600198.SH,0.5285749589491943
600199.SH,0.48336948850247113
600200.SH,0.49541385460783227
600201.SH,0.44632895831266095
600202.SH,0.4717827329672315
600203.SH,0.5242980820033522
600206.SH,0.50826688198
600207.SH,0.478675313166902
600208.SH,0.45903295303036074
600210.SH,0.4417892909008965
600211.SH,0.47426068188313536
600212.SH,0.48835669985657704
600217.SH,0.45459162812459686
600215.SH,0.44914640492035246
600218.SH,0.4800413551080783
600216.SH,0.45456280538671057
600219.SH,0.42190019874136514
600221.SH,0.4360964884722603
600222.SH,0.45734023907282567
600223.SH,0.46352249957432
600227.SH,0.452310541953738
600226.SH,0.4859683196192245
600228.SH,0.5498105706122599
600229.SH,0.447775195343711
600230.SH,0.515404561923912
600231.SH,0.460019492434444
600232.SH,0.458656481298407
600233.SH,0.46385546076360856
600234.SH,0.4969872292979871
600235.SH,0.4463258917585616
600237.SH,0.4942716270991256
600236.SH,0.38824265881140685
600239.SH,0.5240211198349318
600238.SH,0.5044841698208957
600241.SH,0.4838309230866727
600243.SH,0.49959846941031333
600246.SH,0.5208461118965988
600249.SH,0.4984139540194065
600248.SH,0.45494464386183325
600250.SH,0.5253354853882831
600252.SH,0.47391445361209
600255.SH,0.5219418179967048
600251.SH,0.5090852057364589
600256.SH,0.4794488248937779
600257.SH,0.5111540391327499
600258.SH,0.45628170037672744
