ts_code,grossprofit_margin
601186.SH,7.5067
601188.SH,59.254
601198.SH,
601212.SH,6.3147
601200.SH,29.2418
601211.SH,
601199.SH,38.2722
601208.SH,16.3945
601216.SH,23.6401
601218.SH,23.4514
601226.SH,7.5531
601229.SH,
601222.SH,27.5762
601225.SH,28.8823
601231.SH,9.4219
601236.SH,
601228.SH,20.8147
601233.SH,7.7127
601279.SH,6.4534
601238.SH,0.2121
601288.SH,
601298.SH,38.5733
601319.SH,
601326.SH,40.4231
601311.SH,15.7796
601318.SH,
601328.SH,
603937.SH,3.247
603948.SH,16.8606
603949.SH,33.882
603933.SH,24.5424
603938.SH,15.5783
603939.SH,39.6378
603950.SH,25.28
603936.SH,13.2002
603958.SH,39.2856
603960.SH,26.9738
603955.SH,47.4056
603967.SH,7.1866
603956.SH,46.1106
603966.SH,27.278
603959.SH,13.8913
603968.SH,11.3592
603976.SH,21.6139
603970.SH,6.4115
603980.SH,8.4184
603978.SH,5.3344
603969.SH,23.8216
603977.SH,32.7206
603979.SH,33.7645
603982.SH,2.1925
603983.SH,76.0537
603985.SH,12.3344
603989.SH,20.9258
603990.SH,66.0951
603987.SH,32.0216
603986.SH,37.4404
603991.SH,6.5157
603988.SH,23.1328
603992.SH,32.5901
603995.SH,4.5612
605001.SH,25.5912
605003.SH,30.6786
603993.SH,22.335
603997.SH,16.3202
603999.SH,23.4037
603998.SH,70.502
605005.SH,33.0564
605006.SH,16.8222
605009.SH,34.6654
605008.SH,5.8651
605007.SH,8.7611
605011.SH,11.9007
605016.SH,39.7444
605018.SH,12.0709
605020.SH,23.4441
605028.SH,52.9414
605033.SH,33.5939
605055.SH,11.3427
605050.SH,6.9834
605056.SH,21.4649
605060.SH,35.9669
605058.SH,22.1408
605066.SH,24.964
605068.SH,23.746
605069.SH,9.5238
605077.SH,19.4024
605081.SH,40.0014
605080.SH,38.8341
605086.SH,57.8699
605088.SH,25.1783
605089.SH,22.8572
605090.SH,11.7156
605098.SH,73.7694
605099.SH,32.5487
605100.SH,11.9201
605111.SH,36.5792
605108.SH,22.2519
605116.SH,60.7336
605117.SH,37.2052
605118.SH,48.1172
605122.SH,3.3589
605123.SH,18.4552
605136.SH,38.8008
605128.SH,18.7449
605138.SH,17.737
605133.SH,21.6288
605151.SH,14.656
605155.SH,43.998
605158.SH,5.8961
605162.SH,24.5366
605166.SH,8.1678
605167.SH,12.3314
605168.SH,15.0733
605169.SH,11.4396
605177.SH,35.3688
605178.SH,28.3475
605180.SH,29.6004
605179.SH,28.9459
605183.SH,34.5784
605186.SH,37.1706
605188.SH,22.2874
605189.SH,11.1059
605196.SH,15.627
605198.SH,22.2498
605208.SH,5.7378
605199.SH,39.2091
605228.SH,23.6075
605222.SH,7.278
605218.SH,11.9832
605255.SH,36.1145
605258.SH,19.414
605259.SH,19.9559
605266.SH,34.9981
605268.SH,27.4789
605286.SH,40.2164
605277.SH,14.1767
605287.SH,9.1532
605288.SH,23.0729
605289.SH,29.6418
605296.SH,22.9009
605300.SH,12.0188
605303.SH,8.9413
605299.SH,32.2033
605298.SH,46.4455
605305.SH,48.6447
605318.SH,17.1775
605319.SH,28.1023
605333.SH,14.3829
605338.SH,25.4734
605339.SH,20.8462
605337.SH,42.8253
605336.SH,34.1634
605358.SH,13.0669
605365.SH,26.6927
605366.SH,9.6903
605368.SH,17.1055
605376.SH,32.3812
605378.SH,14.8696
605377.SH,13.6732
605369.SH,32.4016
605389.SH,25.3993
605388.SH,32.9432
605398.SH,38.7213
605399.SH,13.1834
605500.SH,14.7927
605499.SH,45.1465
605507.SH,26.8538
605488.SH,15.9903
605555.SH,15.8115
605566.SH,18.0935
605567.SH,9.9528
605577.SH,49.8198
605580.SH,28.742
605599.SH,8.3393
605588.SH,5.7669
605589.SH,24.1332
605598.SH,25.8843
688001.SH,48.9344
688002.SH,45.9515
688003.SH,30.4393
688005.SH,8.5672
688007.SH,25.2066
688004.SH,65.4585
688006.SH,21.0583
688008.SH,60.4498
688009.SH,27.2268
688010.SH,17.6704
688011.SH,-7.7959
688012.SH,41.5371
688013.SH,58.46
688017.SH,34.0622
688015.SH,37.8224
688016.SH,69.6123
688018.SH,43.3714
688019.SH,55.7016
688020.SH,36.2344
688021.SH,15.0358
688022.SH,40.5196
688023.SH,57.5165
688025.SH,37.4938
688026.SH,42.8893
688027.SH,38.8176
688028.SH,43.591
688030.SH,68.2934
688031.SH,36.7029
688029.SH,65.6891
688032.SH,33.9206
688033.SH,-0.1348
688035.SH,26.9411
688036.SH,19.2691
688037.SH,34.2942
688045.SH,29.1311
688041.SH,60.1469
688038.SH,21.4181
688039.SH,51.7286
688046.SH,63.0546
688047.SH,37.9966
688048.SH,28.7186
688049.SH,49.8184
688050.SH,64.601
688052.SH,34.3684
688051.SH,23.5594
688053.SH,37.4829
688055.SH,6.3005
688056.SH,44.9871
688057.SH,65.0701
688058.SH,72.989
688059.SH,35.4876
688062.SH,77.7274
688060.SH,44.973
688061.SH,28.124
688063.SH,14.2356
688065.SH,33.6336
688066.SH,18.3674
688067.SH,55.5948
688070.SH,51.4633
688069.SH,56.8491
688068.SH,47.2676
688071.SH,29.0445
688072.SH,19.8923
688073.SH,44.3362
688075.SH,42.3194
688076.SH,70.2041
688077.SH,19.7027
688078.SH,54.0977
688079.SH,29.9072
688080.SH,49.8237
688081.SH,39.4646
688082.SH,50.7285
688083.SH,93.7159
688084.SH,21.9969
688085.SH,73.8579
688087.SH,25.5052
688089.SH,48.7565
688088.SH,89.8427
688090.SH,19.8612
688091.SH,82.5718
688092.SH,44.1679
688093.SH,52.605
688095.SH,91.6039
688097.SH,31.9005
688096.SH,27.4062
688098.SH,58.8725
688099.SH,36.2269
688100.SH,39.0246
688101.SH,43.4791
688102.SH,22.6138
688103.SH,28.8116
688106.SH,28.4906
688107.SH,42.0164
688105.SH,69.4049
688108.SH,59.6623
688109.SH,76.7394
688110.SH,14.1717
