ts_code,amihud
600098.SH,6.6862932165131396e-15
600095.SH,7.190812905583145e-15
600099.SH,7.740516218991614e-14
600100.SH,8.20526159941209e-15
600101.SH,3.225689983474579e-14
600103.SH,3.377329713124194e-14
600104.SH,8.517737091759351e-16
600106.SH,2.2051638464326896e-14
600107.SH,1.507760771227437e-13
600105.SH,1.7204063682634116e-14
600108.SH,3.1189902329906934e-14
600109.SH,5.940840318242994e-15
600110.SH,2.107361870644585e-14
600111.SH,1.5695637816135417e-15
600113.SH,1.4976208040438327e-14
600115.SH,2.083016726007401e-15
600114.SH,1.4293316293926857e-14
600116.SH,1.4918460132471548e-14
600117.SH,1.5785476937738584e-14
600118.SH,5.695371189194762e-15
600119.SH,6.704529089821287e-14
600120.SH,9.401854144250118e-15
600121.SH,4.1710075564038197e-14
600127.SH,4.512070183883918e-14
600126.SH,6.146459572103984e-15
600123.SH,1.9035961136469035e-14
600128.SH,7.976293822086968e-14
600125.SH,2.3940320059500133e-14
600129.SH,1.666396151668618e-14
600130.SH,8.419823503651066e-14
600135.SH,4.5680640083284683e-14
600131.SH,9.902091618094954e-15
600133.SH,2.233744228877204e-14
600137.SH,1.1176095890838202e-13
600136.SH,5.89468587367325e-14
600132.SH,7.67959488671155e-15
600138.SH,2.596802697986816e-14
600141.SH,7.817454053746951e-15
600143.SH,5.592391666385104e-15
600149.SH,1.0623570060048939e-13
600148.SH,6.702274024305249e-14
600150.SH,1.1870116682509688e-15
600152.SH,6.573151472533196e-14
600151.SH,1.985359644624677e-14
600153.SH,5.740946207396155e-15
600155.SH,1.1995338843882254e-14
600156.SH,7.636372884770347e-14
600158.SH,2.8099195261746508e-14
600157.SH,6.519498470739593e-15
600159.SH,8.789922178374534e-14
600160.SH,2.7601304109853256e-15
600161.SH,4.957377880718705e-15
600162.SH,3.789142681242427e-14
600163.SH,1.8514901863290796e-14
600165.SH,8.647701348930616e-14
600167.SH,1.362009120897798e-14
600166.SH,9.160404383213189e-15
600168.SH,3.539707913314756e-14
600169.SH,2.3814844519085944e-14
600170.SH,7.18538353495346e-15
600171.SH,9.17438888545948e-15
600172.SH,3.332582647930644e-14
600177.SH,4.361594723312155e-15
600173.SH,4.7415994008853825e-14
600178.SH,3.1308704146971206e-14
600179.SH,1.5483766929024787e-14
600176.SH,4.073356388152831e-15
600180.SH,4.074363000820765e-14
600182.SH,3.356795750117404e-14
600183.SH,2.1420517173190876e-15
600184.SH,1.695244117679291e-14
600186.SH,1.8203879673974087e-14
600187.SH,4.644286617946307e-14
600185.SH,2.0221821280459425e-14
600188.SH,1.5337199665082194e-15
600189.SH,3.939513618137584e-14
600191.SH,5.5762041396041306e-14
600192.SH,4.4905703698246787e-14
600193.SH,1.1318045868567331e-13
600197.SH,2.9056485538888334e-14
600195.SH,2.5563148867146273e-14
600196.SH,2.6286276489922116e-15
600198.SH,2.0187985506469625e-14
600199.SH,3.098539512162355e-14
600200.SH,2.568766841527254e-13
600201.SH,1.943966919055417e-14
600202.SH,8.845232642573902e-14
600203.SH,2.5320163344882855e-14
600206.SH,1.37654863749712e-14
600207.SH,4.103484647423005e-14
600208.SH,5.4994182032798904e-15
600210.SH,1.8749075873911693e-14
600211.SH,1.5269616649712557e-14
600212.SH,3.037124848765747e-14
600217.SH,2.658925760440104e-14
600215.SH,5.5858710091528754e-14
600218.SH,5.223352142137952e-14
600216.SH,1.2929880001488327e-14
600219.SH,3.651043007552758e-15
600221.SH,2.7430658757739027e-15
600222.SH,5.023581700287658e-14
600223.SH,2.4072875534112404e-14
600227.SH,4.539501047736455e-14
600226.SH,2.4062114019558754e-14
600228.SH,1.406775806040696e-13
600229.SH,4.1903470060490274e-14
600230.SH,4.21658890252367e-14
600231.SH,3.292743794492352e-14
600232.SH,7.607184336950706e-14
600233.SH,3.3813244556969502e-15
600234.SH,9.60176798135631e-14
600235.SH,8.15420230917837e-14
600237.SH,4.492439088355952e-14
600236.SH,3.036990444465963e-15
600239.SH,5.519222740396057e-14
600238.SH,7.064040543279254e-14
600241.SH,8.328286120437768e-14
600243.SH,1.4431789258438297e-13
600246.SH,1.5054418063242653e-14
600249.SH,6.472773751446867e-14
600248.SH,1.3166643809282574e-14
600250.SH,6.411700203870261e-14
600252.SH,1.9926344524278963e-14
600255.SH,3.074318850497031e-14
600251.SH,3.41777192526794e-14
600256.SH,5.571551781326718e-15
600257.SH,8.328499191435204e-14
600258.SH,1.310543731377735e-14
600259.SH,1.0702354335146254e-14
600261.SH,3.845573871846578e-14
600265.SH,7.64877808093427e-14
600266.SH,2.0182847093743643e-14
600262.SH,5.1155043174091816e-14
600267.SH,1.3850450206286499e-14
600268.SH,2.0243576793228766e-14
600269.SH,1.0671781965362911e-14
600271.SH,1.0790351523205912e-14
600272.SH,6.237204228338658e-14
600273.SH,1.6599542201613196e-14
600276.SH,4.042488109252523e-16
600278.SH,2.9076349468108744e-14
600279.SH,2.7841396206832405e-14
600280.SH,5.4487353467667876e-14
600281.SH,6.288214599993777e-14
600282.SH,6.158785286925441e-15
600284.SH,2.6763080293322064e-14
600285.SH,1.4611844882729878e-14
600283.SH,3.5832395043746554e-14
600287.SH,8.048162451641095e-14
600289.SH,4.945588883133778e-14
600288.SH,3.8226567092412365e-14
600292.SH,2.1283060760929903e-14
600293.SH,5.89386560100712e-14
600295.SH,7.191524353086753e-15
600298.SH,5.828462575587378e-15
600299.SH,7.161176675913171e-15
600300.SH,3.416736887889427e-14
600302.SH,7.960938495264542e-14
600301.SH,1.375281269666419e-14
600303.SH,9.19171762012561e-14
600305.SH,2.0559478143650977e-14
600307.SH,1.6250065672468077e-14
600308.SH,2.9734681798578775e-14
600309.SH,1.0078384720971436e-15
600313.SH,3.105114207871922e-14
600310.SH,3.267898465406303e-14
600312.SH,8.864696643837256e-15
600316.SH,6.976697906790444e-15
600315.SH,1.1072614247456846e-14
600318.SH,5.0356202003085634e-14
600319.SH,7.221430277998367e-14
600320.SH,6.8674030528842835e-15
600322.SH,6.639278568420656e-14
600323.SH,7.305324572223597e-15
600325.SH,1.5795272522695224e-14
600326.SH,1.0316776421880588e-14
600327.SH,4.333993837751141e-14
600329.SH,6.153376731675751e-15
600328.SH,1.799304444542826e-14
600332.SH,4.217334792059097e-15
600331.SH,8.192375290330646e-15
600330.SH,2.3417254589562504e-14
600333.SH,5.967467633637274e-14
600335.SH,2.3552265725960583e-14
600336.SH,3.713151207878745e-14
600337.SH,6.652256667730831e-14
600338.SH,2.285251275959431e-14
600345.SH,2.3659997853915214e-14
600339.SH,1.0494403938708547e-14
600340.SH,2.6775819814064635e-14
600343.SH,2.3302678485318733e-14
600346.SH,1.9459971297106677e-15
600348.SH,8.027693191148516e-15
600350.SH,3.0218541727133337e-15
600351.SH,3.471936332024897e-14
600352.SH,5.382253782880887e-15
600353.SH,1.893864865885996e-14
600354.SH,6.596029440440942e-14
600355.SH,1.6871768390036215e-13
600356.SH,5.819514537581158e-14
600358.SH,7.334185547532055e-14
600359.SH,7.852983687736255e-14
600360.SH,2.622724509006524e-14
600362.SH,2.4145969793089618e-15
600361.SH,1.1210027600691246e-14
600363.SH,9.131678227778776e-15
600365.SH,1.4879327064687911e-13
600366.SH,1.3691328009538719e-14
600367.SH,4.356910606777377e-14
600368.SH,2.542364925288657e-14
600370.SH,2.5447243766203838e-14
600369.SH,6.207718743372084e-15
600372.SH,3.351059545355899e-15
600371.SH,8.174791128007813e-14
600373.SH,1.484581264821879e-14
600375.SH,2.0102521707426726e-14
600376.SH,3.088255679414642e-14
600377.SH,1.6602656229318048e-15
600378.SH,6.756418375645725e-15
600379.SH,5.2226138092057004e-14
600380.SH,8.443898953037545e-15
600381.SH,9.962808674463855e-14
600382.SH,5.00776676259395e-14
600386.SH,5.346134933524017e-14
600383.SH,1.2158355353383041e-14
600392.SH,5.893280856942017e-15
600389.SH,2.202194303443362e-14
600395.SH,1.8175313351559888e-14
600391.SH,2.157115688091252e-14
600388.SH,1.2293083301028073e-14
600390.SH,7.827952264750352e-15
600396.SH,3.9453177095001156e-14
600397.SH,3.746384500640681e-14
600405.SH,6.231105060408078e-14
600398.SH,5.184147340510197e-15
600399.SH,2.076329933066329e-14
600400.SH,3.7528914526459084e-14
600403.SH,2.3069099989170944e-14
600783.SH,2.4507874930604328e-14
600782.SH,1.4584241969120393e-14
600785.SH,6.336005556000782e-14
600784.SH,4.580749234094273e-14
600790.SH,3.004949104824902e-14
600787.SH,1.4668435628106274e-14
600789.SH,2.2371397244599344e-14
600791.SH,9.171890349967795e-14
600792.SH,4.621925903695061e-14
600793.SH,4.302477565084165e-14
600794.SH,3.60496852910307e-14
600795.SH,1.7843795418152373e-15
600797.SH,2.108716466514258e-14
600796.SH,3.6053302208375236e-14
600798.SH,3.9110940097919075e-14
600800.SH,4.608561411215406e-14
600801.SH,6.246307077911054e-15
600802.SH,8.364676543044336e-14
600803.SH,3.514671981634447e-15
600805.SH,3.9525675173887744e-14
600807.SH,8.523913967284655e-14
600808.SH,5.318174950232495e-15
600810.SH,2.062135237613822e-14
600809.SH,9.105704212501377e-16
600812.SH,1.710389947546312e-14
600814.SH,3.20483107781217e-14
600815.SH,3.8254808119931085e-14
600818.SH,6.449944775741759e-14
600816.SH,7.630605087753461e-15
600817.SH,3.122086309712553e-14
600819.SH,3.46060949603973e-14
600820.SH,7.451172244052428e-15
600821.SH,1.8710564913667428e-14
600822.SH,3.739889392170236e-14
600824.SH,3.922456625764831e-14
600825.SH,2.822938992222419e-14
600826.SH,2.526663830787387e-14
600827.SH,1.0524412523327912e-14
600828.SH,2.656475450376299e-14
600829.SH,3.904147009373091e-14
600830.SH,4.2686185808993706e-14
600831.SH,6.821001468026846e-14
600833.SH,7.092538238436668e-14
600834.SH,4.229158818902811e-14
600835.SH,6.957365393392405e-15
600838.SH,5.902347036636764e-14
600839.SH,4.0801192065603044e-15
600841.SH,2.2288307511834325e-14
600843.SH,2.692044179257289e-14
600844.SH,6.723083258780276e-14
600845.SH,2.9934711185479302e-15
600847.SH,1.106511955915558e-13
600846.SH,3.197744991086037e-14
600850.SH,1.2746844284958492e-14
600848.SH,9.255702104143491e-15
600851.SH,2.2671162465076113e-14
600853.SH,5.0762733577983974e-14
600857.SH,7.107154210744982e-14
600854.SH,6.164859520783481e-14
600855.SH,3.047424983221043e-14
600858.SH,6.475975484454983e-14
600860.SH,3.1932034976029877e-14
600859.SH,1.1770598658231061e-14
600861.SH,1.5502158611568964e-14
600864.SH,1.4895295729876567e-14
600865.SH,5.2292758950289405e-14
600863.SH,6.276055410960902e-15
600862.SH,6.133793372188206e-15
600866.SH,1.521527552344831e-14
600868.SH,3.340039968008218e-14
600869.SH,1.6436846552920756e-14
600867.SH,1.0972793612454594e-14
600871.SH,4.685395679952956e-15
600872.SH,1.345002794414259e-14
600873.SH,6.306548613015029e-15
600875.SH,2.8855361401333947e-15
600876.SH,3.2100835750689136e-14
600874.SH,1.9335149061251123e-14
600877.SH,1.4437754144238995e-14
600879.SH,5.1565797001330366e-15
600882.SH,1.4852786300558695e-14
600883.SH,1.0533229356040536e-13
600880.SH,3.539486254275891e-14
600881.SH,3.021433856010085e-14
600885.SH,5.998443079901615e-15
600884.SH,8.896861266043025e-15
600886.SH,1.2674778487582679e-15
600887.SH,9.640314294956048e-16
600888.SH,1.9465811866906936e-14
600893.SH,1.8382199874334404e-15
600892.SH,1.238751951607125e-13
600889.SH,4.004217625382163e-14
600894.SH,2.1562603120229467e-14
600895.SH,3.7148232177584266e-15
600897.SH,2.414582374040134e-14
600906.SH,7.147569133463027e-15
600905.SH,9.63345358668306e-16
600900.SH,1.541033583800828e-16
600903.SH,2.3015830968410723e-14
600901.SH,3.652097206836715e-15
600908.SH,1.0098377324930647e-14
600909.SH,5.272632390226095e-15
600916.SH,1.1424379925945339e-14
600925.SH,2.278310366406581e-15
600918.SH,3.1000455562815416e-15
600927.SH,6.985905554186414e-15
600917.SH,1.8270632675507573e-14
600919.SH,4.934776081413631e-16
600926.SH,1.0750679440805754e-15
600928.SH,6.858552369904996e-15
600929.SH,1.9559573156871332e-14
600930.SH,1.0951997620077967e-15
600933.SH,1.1869504054026384e-14
600935.SH,1.6660852975500182e-14
600938.SH,1.2290737245272323e-16
600939.SH,2.5364284707060908e-14
600936.SH,2.8125554679697467e-14
600941.SH,5.0910687534311515e-17
600955.SH,1.7746521727332814e-14
600956.SH,5.7175835856336575e-15
600959.SH,8.307896027640694e-15
600958.SH,1.7243853202144221e-15
600960.SH,4.71286983663583e-14
600961.SH,1.8081119336797945e-14
600963.SH,2.5186522779449245e-14
600962.SH,4.399172179375809e-14
600965.SH,4.8002805487687327e-14
600966.SH,2.8123880120642678e-14
600968.SH,3.4452957930542676e-15
600967.SH,5.147835805433484e-15
600970.SH,8.695544570877896e-15
600969.SH,6.638787588853037e-14
600973.SH,2.7576982724649418e-14
600971.SH,2.5570331936466016e-14
600975.SH,2.7756571061674905e-14
600977.SH,6.118345308481966e-15
600976.SH,3.257980245659509e-14
600979.SH,3.091040032027278e-14
600980.SH,5.5762929332327167e-14
600981.SH,3.1341724856877945e-14
600982.SH,3.4517639601031745e-14
600983.SH,2.2694549138085546e-14
600984.SH,4.928232114207025e-14
600985.SH,6.1492749092073e-15
600986.SH,1.8814991636600784e-14
600989.SH,1.5078038340250991e-15
600988.SH,4.5616385327683235e-15
600987.SH,2.3928619006135604e-14
600992.SH,5.487555202442227e-14
600990.SH,2.908849078257785e-14
600996.SH,2.0256754424958777e-14
600993.SH,1.5693708718013817e-14
600995.SH,5.8434063393601635e-15
600999.SH,9.646980489056082e-16
600997.SH,2.0501463512371992e-14
600998.SH,5.742520191263275e-15
601000.SH,6.557714181921779e-15
601001.SH,9.072272173441463e-15
601002.SH,4.0244486812990855e-14
601003.SH,1.2943266236913994e-14
601005.SH,1.3584271487948449e-14
601006.SH,9.646585865767332e-16
601007.SH,6.126253590478987e-14
601008.SH,2.544464238035656e-14
601009.SH,9.42698641298741e-16
601011.SH,3.8770441086619664e-14
601010.SH,3.2774592995940404e-14
601012.SH,1.911483543383435e-15
601015.SH,3.0430115411638956e-14
601016.SH,9.045494227327155e-15
601019.SH,7.028947089847966e-15
601020.SH,1.4170414088540736e-14
601018.SH,1.6798187568494996e-15
601022.SH,1.676895195469305e-14
601021.SH,3.3278855532517578e-15
601033.SH,1.0758120943419794e-14
601059.SH,3.692450885358789e-15
601038.SH,1.4889403010464272e-14
601065.SH,2.4115951353571016e-14
601061.SH,3.864063503630242e-15
601058.SH,4.384376321260176e-15
601068.SH,1.3641291704824757e-14
601066.SH,9.506493334654274e-16
601069.SH,1.1307634974054724e-14
601083.SH,1.1357665125255534e-14
601089.SH,9.541235184739343e-15
601077.SH,1.1869353522324712e-15
601096.SH,1.5547073770009762e-14
601086.SH,3.111761308177801e-14
601088.SH,2.0705496733926175e-16
601098.SH,6.5282659273413934e-15
601099.SH,7.113797096559645e-15
601100.SH,1.9511770049943818e-15
601108.SH,4.279847073142512e-15
601101.SH,1.799671401633698e-14
601107.SH,8.371149633422911e-15
601106.SH,7.592297831882623e-15
601113.SH,3.951473758665734e-14
601111.SH,1.5397413261177151e-15
601117.SH,3.379852329111735e-15
601121.SH,3.2834515823108126e-14
601116.SH,3.4479488925224454e-14
601118.SH,8.778049426274883e-15
601127.SH,1.1755514477420473e-15
601133.SH,2.975122928930994e-14
601126.SH,1.349450070009872e-14
601128.SH,5.570968226755947e-15
601136.SH,4.0316659227794065e-15
601138.SH,2.69880482645232e-16
601137.SH,1.3046347472141437e-14
601156.SH,6.6499823613202e-15
601155.SH,5.9399894049109595e-15
601139.SH,7.782544570775238e-15
601162.SH,3.730033545167395e-15
601158.SH,5.437548311308683e-15
601163.SH,1.106723621852553e-14
601168.SH,4.921494095263909e-15
601166.SH,3.0684127625312935e-16
601187.SH,6.72936544236143e-15
601169.SH,8.799589845902015e-16
601179.SH,4.644124056043232e-15
601177.SH,2.1948465486405263e-14
601186.SH,1.3349728723860168e-15
601188.SH,3.239933410523726e-14
601198.SH,4.602514386611285e-15
601212.SH,7.130467161210341e-15
601200.SH,1.1110063399317644e-14
601211.SH,3.561285288538314e-16
601199.SH,2.9734678352328706e-14
601208.SH,1.3678662090975347e-14
601216.SH,4.543101563580505e-15
601218.SH,4.643179554372458e-14
601226.SH,2.3564196785563294e-14
601229.SH,6.002991111622365e-16
601222.SH,1.6793550232882867e-14
601225.SH,8.629487256136067e-16
601231.SH,6.295421837207547e-15
601236.SH,4.28106213827173e-15
601228.SH,4.806526756365276e-15
601233.SH,6.8347439431592e-15
601279.SH,3.418542631935892e-14
601238.SH,2.1840512348145043e-15
601288.SH,3.472685315823031e-17
601298.SH,2.171766303464659e-15
601319.SH,3.6369813715366937e-16
601326.SH,7.219057735075565e-15
601311.SH,1.750035472695931e-14
601318.SH,1.4677993621428595e-16
601328.SH,1.6393525084461042e-16
603937.SH,8.95012107497281e-14
603948.SH,5.5549689327110666e-14
603949.SH,5.761758590231085e-14
603933.SH,6.750600278223299e-14
603938.SH,4.286979395656764e-14
603939.SH,7.161567944964027e-15
603950.SH,2.5014522987695466e-14
603936.SH,3.6880994737446966e-14
603958.SH,5.619672678482634e-14
603960.SH,4.7079989467071146e-14
603955.SH,4.41563672073196e-14
603967.SH,3.975982766926922e-14
603956.SH,5.4710692923161625e-14
603966.SH,4.840651440138495e-14
603959.SH,9.00680255505945e-14
603968.SH,7.2258284747928e-14
603976.SH,6.926222810883856e-14
603970.SH,5.07214928404255e-14
603980.SH,3.7074028475398013e-14
603978.SH,6.498422997475588e-14
603969.SH,3.0171810889214906e-14
603977.SH,2.5357092452520543e-14
603979.SH,6.098198973291008e-15
603982.SH,8.229280768495582e-14
603983.SH,1.2837332117070377e-14
603985.SH,3.3695871009225996e-14
603989.SH,3.0738820052712577e-14
603990.SH,5.063085303957252e-14
603987.SH,5.0157905786383134e-14
603986.SH,3.5003962905278684e-15
603991.SH,4.007359257947613e-14
603988.SH,4.6362274409261434e-14
603992.SH,1.455864268124754e-14
603995.SH,3.0015374480214035e-14
605001.SH,5.4769149179992365e-14
605003.SH,5.875818321160765e-14
603993.SH,1.0289533927606377e-15
603997.SH,1.533312928167972e-14
603999.SH,5.206583306512731e-14
603998.SH,4.5544921861957544e-14
605005.SH,2.614036258589731e-14
605006.SH,4.512274748856596e-14
605009.SH,2.220779141562185e-14
605008.SH,1.9943543796141124e-14
605007.SH,3.166944924192587e-14
605011.SH,2.87354295078316e-14
605016.SH,2.7504900748112236e-14
605018.SH,3.5030524526735544e-14
605020.SH,1.9995067234741073e-14
605028.SH,5.962446470962814e-14
605033.SH,7.344206147037503e-14
605055.SH,5.702365589152475e-14
605050.SH,1.9641979745037425e-14
605056.SH,3.165496274930046e-14
605060.SH,3.25597802341898e-14
605058.SH,4.33324026511634e-14
605066.SH,4.2907106600439415e-14
605068.SH,6.621136065548901e-14
605069.SH,9.825078120865956e-14
605077.SH,3.085441788789487e-14
605081.SH,1.384504010454084e-13
605080.SH,5.744326309626921e-14
605086.SH,4.279392528308e-14
605088.SH,2.4424841709142072e-14
605089.SH,6.163722349837602e-14
605090.SH,9.122945478285125e-15
605098.SH,4.829828786910554e-14
605099.SH,1.6258702038169115e-14
605100.SH,5.353823317977398e-14
605111.SH,1.9371540031700667e-14
605108.SH,4.3232376076654754e-14
605116.SH,2.0731144951100503e-14
605117.SH,6.46401916947144e-15
605118.SH,1.7034775215689556e-14
605122.SH,7.08503774205528e-14
605123.SH,2.360007931047002e-14
605136.SH,6.44324949125038e-14
605128.SH,2.7713850570519237e-14
605138.SH,4.472035388033624e-14
605133.SH,3.0183382080654976e-14
605151.SH,7.310098721773577e-14
605155.SH,6.680092499524757e-14
605158.SH,3.4489271631291997e-14
605162.SH,6.061906381472232e-14
605166.SH,4.541497096779685e-14
605167.SH,4.077598078213427e-14
605168.SH,3.635757002069158e-14
605169.SH,4.003397101699052e-14
605177.SH,6.637146665551943e-14
605178.SH,9.280307504477222e-14
605180.SH,7.452130721779724e-14
605179.SH,2.7394347560873137e-14
605183.SH,2.1379661466591804e-14
605186.SH,8.643151872137974e-14
605188.SH,4.314651082363788e-14
605189.SH,4.7966825046467454e-14
605196.SH,1.9631349358011314e-14
605198.SH,1.3658870048916828e-14
605208.SH,5.854767586916323e-14
605199.SH,6.793523013860644e-14
605228.SH,3.842300373040765e-14
605222.SH,2.5566499993932307e-14
605218.SH,5.001558955628447e-14
605255.SH,6.179824852703677e-14
605258.SH,7.76755168410222e-14
605259.SH,3.5451917772389734e-14
605266.SH,6.03739339110973e-14
605268.SH,4.1628123657544726e-14
605286.SH,3.9462787103755505e-14
605277.SH,2.961314966186498e-14
605287.SH,7.963107749803932e-14
605288.SH,4.922711721970863e-14
605289.SH,6.526423156595396e-14
605296.SH,9.51975326982665e-15
605300.SH,3.538703214044286e-14
605303.SH,9.546077364412358e-14
605299.SH,5.995423037747407e-14
605298.SH,5.85647755520708e-14
605305.SH,2.9126843939860966e-14
605318.SH,4.6880162203348216e-14
605319.SH,2.5334433598581667e-14
605333.SH,1.742328234343346e-14
605338.SH,3.9288683277755223e-14
605339.SH,2.1154910381385893e-14
605337.SH,4.6732620753302055e-14
605336.SH,6.37633252981797e-14
605358.SH,1.5289558775368545e-14
605365.SH,2.4001937712346434e-14
605366.SH,5.4991578897785835e-14
605368.SH,1.905573842865486e-14
605376.SH,2.252899500435274e-14
605378.SH,3.495417804857939e-14
605377.SH,3.249124899993271e-14
605369.SH,4.791053087864665e-14
605389.SH,3.091729792198794e-14
605388.SH,4.753297951538118e-14
605398.SH,4.853259458191353e-14
605399.SH,5.6063747945573315e-14
605500.SH,3.593616176128603e-14
605499.SH,1.2397612267398572e-15
605507.SH,1.0856104683419174e-14
605488.SH,2.5310755782382487e-14
605555.SH,2.852616079447161e-14
605566.SH,5.589378427543751e-14
605567.SH,7.812434998323848e-14
605577.SH,4.363998249375182e-14
605580.SH,4.024328102615487e-14
605599.SH,1.3143582696726417e-14
605588.SH,6.810846443369683e-14
605589.SH,8.048532716068524e-15
605598.SH,3.497187353396455e-14
688001.SH,1.910922949112552e-14
688002.SH,7.5173564576633e-15
688003.SH,2.448346284083145e-14
688005.SH,1.8258689827596284e-14
688007.SH,3.0638618283619734e-14
688004.SH,1.1792518931149422e-13
688006.SH,1.99762661803812e-14
688008.SH,2.2339685557810943e-15
688009.SH,2.135314734373552e-15
688010.SH,4.0850645022500145e-14
688011.SH,5.087698394389516e-14
688012.SH,2.047843142450756e-15
688013.SH,5.845601738956388e-14
688017.SH,1.2811070870661232e-14
688015.SH,5.040574719507613e-14
688016.SH,1.6620653773919364e-14
688018.SH,1.1536076474407865e-14
688019.SH,1.1177467104279709e-14
688020.SH,6.114547811747995e-14
688021.SH,1.715294405363038e-13
688022.SH,9.717211469319528e-14
688023.SH,4.9632638533224354e-14
688025.SH,2.8156292052238548e-14
688026.SH,9.130488609039448e-14
688027.SH,8.465535892168097e-15
688028.SH,6.717424187449906e-14
688030.SH,6.116592726168527e-14
688031.SH,5.543827527874631e-14
688029.SH,1.4221211002401644e-14
688032.SH,2.1552768057867176e-14
688033.SH,6.377000810059494e-14
688035.SH,4.5171168890245646e-14
688036.SH,2.683188056198817e-15
688037.SH,1.423960439738968e-14
688045.SH,9.75886067014944e-14
688041.SH,8.444878316125573e-16
688038.SH,1.0700963307688444e-13
688039.SH,5.269811807582977e-14
688046.SH,3.446857249050864e-14
688047.SH,5.2906232010856156e-15
688048.SH,2.3884292317919908e-14
688049.SH,3.0455893070682e-14
688050.SH,1.5574434520383428e-14
688052.SH,1.1357372109386358e-14
688051.SH,1.0748600596887913e-13
688053.SH,7.293727525436381e-14
688055.SH,1.423884685090285e-14
688056.SH,9.094250361526966e-14
688057.SH,3.520317322946778e-14
688058.SH,1.1423854253758008e-13
688059.SH,4.663545440480763e-14
688062.SH,1.803164434622105e-14
688060.SH,9.376825508867422e-14
688061.SH,5.5266974867567265e-14
688063.SH,2.779389365055589e-14
688065.SH,5.083907885056023e-15
688066.SH,4.454120723233661e-14
688067.SH,8.971631733057326e-14
688070.SH,5.309155554717056e-14
688069.SH,6.205971006834848e-14
688068.SH,1.37378527063354e-14
688071.SH,7.604296686509888e-14
688072.SH,6.11117198299329e-15
688073.SH,5.1882972276699555e-14
688075.SH,4.36777808383381e-14
688076.SH,1.748092140055708e-14
688077.SH,7.356126158182117e-14
688078.SH,1.0051075932545569e-13
688079.SH,4.815926723945606e-14
688080.SH,7.35197195906773e-14
688081.SH,8.54153051592909e-14
688082.SH,4.500084841258751e-15
688083.SH,2.30010712470814e-14
688084.SH,3.5865229551822564e-14
688085.SH,3.4702694780952746e-14
688087.SH,3.609093859199677e-14
688089.SH,5.294575402823597e-14
688088.SH,1.3672514428286946e-14
688090.SH,5.380900563068724e-14
688091.SH,1.838461416744984e-14
688092.SH,9.380966992716436e-14
688093.SH,2.18748962414859e-14
688095.SH,4.033734061415161e-14
688097.SH,1.8369123150961028e-14
688096.SH,8.09036714578912e-14
688098.SH,4.766008037564807e-14
688099.SH,8.05564957910775e-15
688100.SH,1.3061783486099409e-14
688101.SH,3.663182842165847e-14
688102.SH,2.0701320248194054e-14
688103.SH,4.61880701736959e-14
688106.SH,2.269241301250261e-14
688107.SH,2.298752840734929e-14
688105.SH,2.5545024686374736e-14
688108.SH,2.905975451076417e-14
688109.SH,6.736886525256513e-14
688110.SH,7.764560960562484e-15
