ts_code,turnover_rate
601162.SH,3.6815
601158.SH,0.1961
601163.SH,0.2862
601168.SH,1.5699
601166.SH,0.1941
601187.SH,1.2169
601169.SH,0.3586
601179.SH,0.8257
601177.SH,11.4486
601186.SH,0.5203
601188.SH,1.2092
601198.SH,0.806
601212.SH,1.0709
601200.SH,0.8203
601211.SH,0.4215
601199.SH,0.7701
601208.SH,6.4643
601216.SH,0.5423
601218.SH,7.7713
601226.SH,0.7782
601229.SH,0.1993
601222.SH,0.5375
601225.SH,0.4186
601231.SH,0.8872
601236.SH,0.8484
601228.SH,0.3379
601233.SH,0.6397
601279.SH,0.9352
601238.SH,0.221
601288.SH,0.1219
601298.SH,0.2044
601319.SH,0.1377
601326.SH,0.2787
601311.SH,1.5158
601318.SH,0.3697
601328.SH,0.3194
603937.SH,2.0523
603948.SH,1.6403
603949.SH,1.7257
603933.SH,1.9466
603938.SH,0.843
603939.SH,0.6397
603950.SH,1.8882
603936.SH,4.0253
603958.SH,2.0742
603960.SH,2.0536
603955.SH,3.2642
603967.SH,1.4367
603956.SH,1.569
603966.SH,7.3195
603959.SH,10.9545
603968.SH,0.9501
603976.SH,2.5129
603970.SH,1.095
603980.SH,6.5068
603978.SH,2.3837
603969.SH,5.0511
603977.SH,1.7134
603979.SH,0.7431
603982.SH,2.4719
603983.SH,0.9234
603985.SH,2.1518
603989.SH,0.8464
603990.SH,4.2875
603987.SH,9.8187
603986.SH,1.8308
603991.SH,4.9591
603988.SH,0.7231
603992.SH,1.9281
603995.SH,2.0342
605001.SH,3.4683
605003.SH,1.9583
603993.SH,1.1087
603997.SH,0.549
603999.SH,2.326
603998.SH,6.0237
605005.SH,0.6983
605006.SH,1.2765
605009.SH,1.426
605008.SH,0.5616
605007.SH,1.2294
605011.SH,0.9148
605016.SH,0.6642
605018.SH,1.2704
605020.SH,1.635
605028.SH,1.8091
605033.SH,3.2482
605055.SH,4.1551
605050.SH,2.5402
605056.SH,1.0652
605060.SH,1.1684
605058.SH,1.9908
605066.SH,8.9921
605068.SH,7.3101
605069.SH,8.8199
605077.SH,0.6781
605081.SH,1.6901
605080.SH,1.1339
605086.SH,1.15
605088.SH,3.6621
605089.SH,0.7996
605090.SH,1.6181
605098.SH,0.7293
605099.SH,1.3838
605100.SH,1.6614
605111.SH,2.8672
605108.SH,1.0698
605116.SH,1.1981
605117.SH,2.2415
605118.SH,1.3743
605122.SH,4.8096
605123.SH,1.2917
605136.SH,4.5809
605128.SH,4.3336
605138.SH,2.3428
605133.SH,1.8977
605151.SH,1.7406
605155.SH,3.1413
605158.SH,1.4539
605162.SH,2.4486
605166.SH,7.9085
605167.SH,0.9087
605168.SH,2.4541
605169.SH,3.7434
605177.SH,3.2532
605178.SH,4.4692
605180.SH,2.6103
605179.SH,0.7257
605183.SH,0.763
605186.SH,1.2874
605188.SH,1.8549
605189.SH,4.5081
605196.SH,4.5019
605198.SH,0.9161
605208.SH,1.8111
605199.SH,1.0819
605228.SH,1.2268
605222.SH,0.6649
605218.SH,0.9148
605255.SH,1.9614
605258.SH,2.0048
605259.SH,3.5733
605266.SH,1.1231
605268.SH,1.8743
605286.SH,0.7277
605277.SH,5.8884
605287.SH,2.1772
605288.SH,2.0109
605289.SH,3.249
605296.SH,1.2471
605300.SH,0.6312
605303.SH,2.623
605299.SH,1.9512
605298.SH,5.6174
605305.SH,4.9626
605318.SH,1.5393
605319.SH,2.9774
605333.SH,1.6759
605338.SH,1.2475
605339.SH,0.5072
605337.SH,1.542
605336.SH,1.0131
605358.SH,2.2154
605365.SH,0.8225
605366.SH,1.3537
605368.SH,0.5933
605376.SH,1.671
605378.SH,12.0521
605377.SH,0.4231
605369.SH,3.0017
605389.SH,1.7133
605388.SH,1.2193
605398.SH,12.3533
605399.SH,2.1748
605500.SH,1.6841
605499.SH,0.2575
605507.SH,1.8627
605488.SH,2.2241
605555.SH,1.5313
605566.SH,3.7843
605567.SH,2.1988
605577.SH,0.6779
605580.SH,4.5503
605599.SH,0.847
605588.SH,6.2605
605589.SH,1.7153
605598.SH,2.7458
688001.SH,0.3945
688002.SH,0.8357
688003.SH,3.0907
688005.SH,4.4
688007.SH,1.7814
688004.SH,7.6017
688006.SH,0.6488
688008.SH,1.8879
688009.SH,0.3726
688010.SH,3.2927
688011.SH,4.3649
688012.SH,1.0404
688013.SH,1.9601
688017.SH,2.4662
688015.SH,1.2434
688016.SH,2.2006
688018.SH,3.143
688019.SH,1.0254
688020.SH,6.9279
688021.SH,2.033
688022.SH,3.1859
688023.SH,4.4744
688025.SH,2.1346
688026.SH,3.6675
688027.SH,1.4784
688028.SH,1.6548
688030.SH,2.9646
688031.SH,5.0928
688029.SH,2.2713
688032.SH,1.1222
688033.SH,2.2002
688035.SH,3.2807
688036.SH,0.6671
688037.SH,1.6656
688045.SH,6.4546
688041.SH,1.8629
688038.SH,4.1008
688039.SH,9.9961
688046.SH,0.8075
688047.SH,1.2429
688048.SH,8.3894
688049.SH,3.9293
688050.SH,2.7847
688052.SH,1.6831
688051.SH,1.8078
688053.SH,3.6446
688055.SH,0.2354
688056.SH,1.7342
688057.SH,2.5082
688058.SH,2.6479
688059.SH,3.6806
688062.SH,6.5827
688060.SH,1.0254
688061.SH,3.2834
688063.SH,1.2547
688065.SH,0.3541
688066.SH,7.0217
688067.SH,4.9839
688070.SH,2.3772
688069.SH,1.2246
688068.SH,2.3704
688071.SH,6.1598
688072.SH,1.007
688073.SH,1.8563
688075.SH,0.9003
688076.SH,3.0008
688077.SH,6.8441
688078.SH,2.0022
688079.SH,1.721
688080.SH,2.7035
688081.SH,7.5675
688082.SH,0.6468
688083.SH,1.697
688084.SH,10.4801
688085.SH,1.8671
688087.SH,1.3739
688089.SH,1.6499
688088.SH,2.8818
688090.SH,2.5189
688091.SH,3.8712
688092.SH,1.9748
688093.SH,2.3842
688095.SH,5.1477
688097.SH,1.1317
688096.SH,2.0007
688098.SH,11.3119
688099.SH,1.509
688100.SH,0.3915
688101.SH,0.6961
688102.SH,4.3901
688103.SH,1.683
688106.SH,1.013
688107.SH,1.1347
688105.SH,0.6961
688108.SH,1.6256
688109.SH,4.486
688110.SH,12.6692
