ts_code,ln_mv
002361.SZ,27.271570419149867
002362.SZ,27.1473478692454
002363.SZ,26.567175916390482
002364.SZ,27.56677278564154
002366.SZ,28.144439131481374
002367.SZ,27.10799617179061
002368.SZ,28.084028477127
002365.SZ,27.08719788525395
002369.SZ,26.96040727127615
002370.SZ,26.954820046508367
002371.SZ,30.798487781334995
002373.SZ,28.248981800691027
002372.SZ,28.169286526621693
002374.SZ,26.43625047485941
002376.SZ,27.19534765706437
002375.SZ,27.00238484274992
002377.SZ,26.419707064804232
002378.SZ,27.75158356401494
002380.SZ,27.152046884636203
002379.SZ,28.219447797365273
002381.SZ,26.410583386595828
002382.SZ,27.183995007333724
002383.SZ,27.377286389143887
002384.SZ,29.890626408053485
002385.SZ,28.222153841686662
002386.SZ,27.26541770285665
002388.SZ,26.173781001689065
002389.SZ,28.6058582072071
002387.SZ,27.908547796781395
002390.SZ,27.306831194771522
002391.SZ,26.75176033264791
002392.SZ,27.413824604863184
002393.SZ,27.149299308389388
002397.SZ,26.33525463800322
002394.SZ,26.507075019148147
002396.SZ,28.148347667577912
002398.SZ,26.660872498649614
002395.SZ,26.922076845784478
002399.SZ,28.27911180422824
002400.SZ,27.930638876636284
002401.SZ,27.302924516902394
002402.SZ,28.537546895425482
002404.SZ,26.64482904548258
002403.SZ,27.01151271352518
002405.SZ,28.329802933215124
002406.SZ,27.144643390259933
002407.SZ,28.023669854654667
002408.SZ,27.988660836100987
002409.SZ,28.59291613238569
002413.SZ,27.412073341394233
002412.SZ,26.56591710161273
002410.SZ,28.420406140379406
002415.SZ,30.910574703183315
002414.SZ,29.359681192687543
002416.SZ,28.03617349867657
002418.SZ,26.79655181655088
002419.SZ,27.249185254261707
002422.SZ,29.397543696103416
002420.SZ,26.36034923592486
002421.SZ,27.295039176312113
002423.SZ,28.666202540962175
002424.SZ,27.476386107899987
002425.SZ,26.47197751310887
002426.SZ,27.684385596228957
002427.SZ,27.357576020122348
002428.SZ,28.032267631608534
002432.SZ,28.262572027744785
002431.SZ,26.76488479221966
002429.SZ,28.34255976837699
002430.SZ,28.4311146186253
002434.SZ,27.73461236736107
002437.SZ,27.404440856768257
002436.SZ,28.66404914561248
002438.SZ,27.34487844771915
002440.SZ,27.474792861754175
002439.SZ,28.311378015562926
002442.SZ,26.515171352048725
002441.SZ,26.96981308931411
002443.SZ,26.58211401552475
002445.SZ,27.086108125983053
002444.SZ,28.991377555782364
002446.SZ,27.290226522668277
002448.SZ,27.019479163701448
002452.SZ,26.856461558392837
002451.SZ,26.49076649635628
002449.SZ,27.072564573083817
002453.SZ,26.9157203669707
002454.SZ,26.994756424744896
002456.SZ,28.981061874148686
002458.SZ,27.652018245698972
002455.SZ,26.743850906527527
002459.SZ,28.91953967464839
002457.SZ,26.72843590485285
002460.SZ,29.636443191359053
002461.SZ,28.47621171230799
002462.SZ,26.805813675411862
002465.SZ,28.878631699082593
002466.SZ,29.53329396051041
002468.SZ,28.607820418838447
002467.SZ,27.457086943758036
002463.SZ,29.916087206693927
002469.SZ,27.055770564928512
002470.SZ,27.0662368935667
002471.SZ,27.245761083535097
002474.SZ,26.80696994524008
002478.SZ,26.94335949255074
002472.SZ,28.71999889597873
002476.SZ,26.42664823158127
002475.SZ,30.90538256237354
002479.SZ,26.86423815940502
002480.SZ,27.082226492036227
002481.SZ,27.222996354952258
002485.SZ,26.088269416689478
002483.SZ,27.169428481445077
002484.SZ,28.44969761946394
002482.SZ,27.2270618244093
002486.SZ,26.17899883499016
002487.SZ,28.3434240432924
002488.SZ,27.901046581002806
002489.SZ,27.40562252792925
002491.SZ,27.138865560872652
002490.SZ,26.96512788853357
002492.SZ,26.40694763989561
002493.SZ,29.842625169076836
002495.SZ,26.273497052087098
002494.SZ,26.028975430534803
002496.SZ,26.263676686898883
002497.SZ,28.12788217961432
002498.SZ,27.79457242873524
002500.SZ,28.431073879509764
002501.SZ,27.303419419475524
002507.SZ,28.054087000278862
002506.SZ,28.03493903128438
002508.SZ,28.237589427408377
002510.SZ,27.22749602961058
002511.SZ,27.665938486335637
002512.SZ,26.86931127382808
002513.SZ,26.076463340837847
002514.SZ,26.736930776569466
002516.SZ,27.402517885912594
002517.SZ,29.06055371549881
002515.SZ,27.51426414050478
002518.SZ,27.976366779846572
002519.SZ,27.144938949476575
002520.SZ,26.9726022033535
002521.SZ,26.943726421910796
002522.SZ,26.866529597564774
002523.SZ,27.060515689114265
002524.SZ,26.231804935340865
002526.SZ,27.287899546793064
002527.SZ,27.746044529015702
002528.SZ,26.588062452757434
002529.SZ,25.836096643357337
002530.SZ,27.38552326839574
002531.SZ,27.810606588221432
002532.SZ,29.13577052723025
002534.SZ,27.666170387481273
002533.SZ,27.445680545134476
002535.SZ,26.523247267540512
002536.SZ,27.833385419390332
002537.SZ,27.719956098734965
002538.SZ,26.860187433909758
002539.SZ,27.889284578126677
002542.SZ,27.30089693408442
002540.SZ,27.365134644265602
002541.SZ,27.832085574901125
002543.SZ,27.661190993561412
002544.SZ,28.121195443265762
002545.SZ,27.841370843222393
002546.SZ,26.947031284766354
002548.SZ,26.525062388338252
002547.SZ,26.96844606052987
002550.SZ,27.89654668589236
002549.SZ,27.481175308461022
002551.SZ,26.695316865755487
002552.SZ,27.166042043866973
002553.SZ,27.54851738241365
002554.SZ,26.68799172354732
300246.SZ,26.29336183190509
300245.SZ,27.040212792591277
300247.SZ,26.674770698888537
300248.SZ,27.284156486251867
300251.SZ,29.43238455439985
300249.SZ,27.33706028767924
300250.SZ,26.607755502675833
300252.SZ,27.419252604221505
300253.SZ,28.471209698192027
300254.SZ,26.43107491693547
300255.SZ,28.95687319942504
300256.SZ,27.55115084382881
300257.SZ,27.958246795383356
300259.SZ,26.812345114295837
300258.SZ,27.44420586632381
300260.SZ,27.97907802585031
300261.SZ,27.36673995831476
300264.SZ,26.41216563628957
300263.SZ,27.390193399050197
300265.SZ,26.849790307942065
300268.SZ,25.92076568610851
300267.SZ,27.441196948283938
300266.SZ,26.78074518542262
300269.SZ,26.373791551930704
300271.SZ,27.271771687704394
300270.SZ,26.29824496375714
300272.SZ,26.746012957999888
300275.SZ,26.78875827400162
300276.SZ,28.034025808562113
300274.SZ,30.45936410254264
300277.SZ,26.791480291792322
300278.SZ,27.424122058716563
300280.SZ,24.51664074541051
300279.SZ,26.67757457258348
300284.SZ,27.822510383299388
300285.SZ,28.279869267103354
300281.SZ,26.525232020078167
300283.SZ,26.533890433140186
300286.SZ,27.06410983729912
300287.SZ,27.394539753151818
300289.SZ,27.111162408597778
300288.SZ,27.019884966038212
300290.SZ,27.797337201137097
300291.SZ,27.076857639516675
300293.SZ,27.526309056755142
300294.SZ,27.9388462688187
300292.SZ,27.20756713484593
300295.SZ,26.37171786096064
300296.SZ,28.15549032680564
300300.SZ,26.560294550783087
300298.SZ,27.787884334949833
300301.SZ,25.992099251736537
300299.SZ,26.95114599544282
300302.SZ,27.306964189087306
300303.SZ,27.527592866352744
300304.SZ,27.6036326933931
300305.SZ,26.28453345931239
300310.SZ,27.07582502818842
300306.SZ,26.651434967542006
300307.SZ,27.178768237142307
300308.SZ,30.777571668622294
300313.SZ,26.48033674780377
300311.SZ,26.578167021651385
300314.SZ,26.71264821785007
300315.SZ,28.1195899796421
300317.SZ,26.56784848729076
300320.SZ,27.120248361764936
300319.SZ,27.677792355345012
300318.SZ,26.991827356100686
300316.SZ,28.933876793002373
300321.SZ,26.363699482500746
300322.SZ,27.858723211354537
300323.SZ,27.828947035984203
300324.SZ,27.48059363208052
300326.SZ,26.82356321720914
300328.SZ,27.43620372785683
300327.SZ,27.50833299884289
300329.SZ,26.450959701068868
300331.SZ,27.086888951708445
300332.SZ,26.862508880432685
300333.SZ,26.91331891331222
300334.SZ,26.143556940549363
300335.SZ,26.4111582919447
300340.SZ,26.916517153179115
300339.SZ,29.05779229961971
300338.SZ,25.784777240654083
300337.SZ,27.521086599906422
300341.SZ,27.498604186402122
300344.SZ,26.659763997906513
300343.SZ,27.012536848942418
300345.SZ,26.773499353919107
300342.SZ,27.427762807370318
300347.SZ,29.35687828119206
300348.SZ,27.922608629258466
300349.SZ,26.982697225314592
300346.SZ,28.425408316080368
300352.SZ,27.40098335368699
300351.SZ,27.221609167231986
300350.SZ,26.66174694718036
300353.SZ,27.939966315832628
300354.SZ,27.062603848786363
300357.SZ,27.943313534172248
300358.SZ,26.965791440155947
300355.SZ,27.238550092000565
300359.SZ,26.701054093222933
300360.SZ,27.432099674828507
300364.SZ,28.24089064850401
300365.SZ,26.768977655377842
300363.SZ,27.824210975262524
300366.SZ,26.961955033217063
300368.SZ,27.329905106193145
300369.SZ,27.180112249384308
300370.SZ,26.90796432899048
300371.SZ,26.316582527693114
300374.SZ,26.82212013459674
300375.SZ,26.68883669258873
300373.SZ,28.774207319660196
300376.SZ,27.6062495786087
300377.SZ,28.21387471424084
300378.SZ,28.04063109318617
300381.SZ,26.67393459361789
300379.SZ,26.412608216116734
300380.SZ,27.178882353497958
300382.SZ,27.597220653384568
300383.SZ,28.56530557390552
300384.SZ,27.166005513447466
300385.SZ,25.988841943075617
300386.SZ,27.402284115403297
300387.SZ,26.34069955539497
300388.SZ,27.007363123829904
300389.SZ,26.819152742930733
300390.SZ,28.16733033013066
300391.SZ,25.72884291782444
300393.SZ,27.22583388385926
300394.SZ,29.687808461046625
300395.SZ,29.008409411949195
300396.SZ,26.767956288859306
300397.SZ,27.368627515060748
300398.SZ,27.78623667457105
300399.SZ,27.183848621456423
300400.SZ,27.026160737624192
300401.SZ,27.471674707366045
300402.SZ,26.887250936703726
300403.SZ,27.57115008509109
300405.SZ,25.948903509020226
300404.SZ,26.759518468671324
300407.SZ,26.61785257303307
300406.SZ,27.499238363712276
300408.SZ,29.51437211387078
300409.SZ,27.988661354090866
300410.SZ,26.44621879763633
300411.SZ,27.067371219056515
300413.SZ,29.03299333716689
300412.SZ,26.383464101160186
300414.SZ,26.936144044770277
300415.SZ,27.645354807881386
300416.SZ,27.46344826201879
300417.SZ,25.966048607489597
300418.SZ,29.065608767987285
300419.SZ,26.15907453737943
300421.SZ,26.93581127214068
300420.SZ,26.844627508939578
300422.SZ,26.37981654225494
300423.SZ,26.57477954997782
300426.SZ,26.80290453948424
300424.SZ,26.795555821468913
300425.SZ,26.659837971657552
300427.SZ,26.605213492900504
300428.SZ,27.80613553005082
300432.SZ,28.420464894940118
300430.SZ,27.0913756781103
300429.SZ,27.333664126033845
300434.SZ,26.767870752350177
300435.SZ,27.221264923774033
300436.SZ,28.269545586796422
300433.SZ,30.123452098855772
300437.SZ,26.187162986447195
300438.SZ,27.91758746414146
300439.SZ,26.83855637776091
300440.SZ,27.13444744981787
300441.SZ,27.006484628261283
300442.SZ,29.699590213777817
300443.SZ,27.325351174110857
300444.SZ,27.092815629347374
300445.SZ,26.72425848394893
300446.SZ,28.09169634443311
300447.SZ,27.017117332724897
300449.SZ,26.45104034453541
300448.SZ,26.867709522323324
300450.SZ,29.02743921556365
300452.SZ,26.52692856179989
300451.SZ,27.461741688143242
300454.SZ,29.103816246714917
300453.SZ,26.881874341813468
300455.SZ,27.979980543190813
300456.SZ,27.997878503354485
300457.SZ,27.933284956930372
300458.SZ,28.81449594128736
300459.SZ,28.317361774836947
300460.SZ,26.46438235637225
300461.SZ,26.52656062008444
300462.SZ,25.916970221696886
300463.SZ,27.37108288420239
300464.SZ,26.262754209771288
300465.SZ,27.23657795235976
300466.SZ,27.062902909381183
300467.SZ,26.862532903308885
300468.SZ,28.33656989449041
300469.SZ,27.69207730992196
300471.SZ,26.867458406670323
300470.SZ,27.418514829647457
300473.SZ,26.85878243487071
300472.SZ,25.83015130891035
300474.SZ,29.08868918182457
300475.SZ,28.10825717815177
300476.SZ,30.44015518406338
300477.SZ,26.154101496919736
300478.SZ,26.09255754058119
300479.SZ,26.80147781498416
300480.SZ,27.098475405806163
300481.SZ,26.84164286697651
300482.SZ,27.787083669559795
300483.SZ,26.491012449688817
300484.SZ,26.825957971189027
300485.SZ,27.287818732671955
300486.SZ,27.173229576246143
300488.SZ,27.15047183529193
300487.SZ,28.57820307564078
300489.SZ,27.081562414797542
300490.SZ,26.705383462363294
300491.SZ,26.614585695070236
300492.SZ,27.786558392129436
300493.SZ,27.663332165803222
300494.SZ,27.28335477157589
300497.SZ,27.067594330960112
300496.SZ,28.61013247695844
300498.SZ,30.09720783629544
300499.SZ,27.20706548876956
300500.SZ,26.32300894654458
300501.SZ,26.484654300043882
300502.SZ,30.527675046888806
300503.SZ,27.340724978049593
300505.SZ,27.10129505607947
300506.SZ,26.36909359350245
300508.SZ,26.54125269165084
300507.SZ,27.19919864676491
300509.SZ,26.362629249996132
300504.SZ,26.808518597619088
300511.SZ,26.71277302292234
300510.SZ,26.886626625607953
600081.SH,27.308698298251045
600079.SH,28.88782804020141
600080.SH,26.395824385678438
600082.SH,26.247494682559815
600085.SH,29.23861338288639
600088.SH,27.22000548533129
600084.SH,27.201219002691683
600089.SH,29.55550138025445
600096.SH,29.140564213909144
600094.SH,27.33018448724005
600097.SH,26.325582530867877
600098.SH,28.47460413633393
600095.SH,28.757593380755896
600099.SH,26.287678652274398
600100.SH,28.54838023351538
600101.SH,27.064657270983705
600103.SH,26.978059405878426
600104.SH,30.63262961238733
600106.SH,27.481602170667667
600107.SH,25.710427774857024
600105.SH,27.892039385874778
600108.SH,27.103244773197112
600109.SH,28.869096109393123
600110.SH,27.70892404723572
600111.SH,30.269127260646563
600113.SH,27.954771195218886
600115.SH,29.775497140068836
600114.SH,28.134815862321048
600116.SH,27.890637677299594
600117.SH,27.91230658375647
600118.SH,28.89958567310335
600119.SH,26.524083320911707
600120.SH,28.36172991636696
600121.SH,26.94909275995716
600127.SH,26.829411880239277
600126.SH,28.714533454544032
600123.SH,27.643064200394992
600128.SH,26.30774712100697
600125.SH,27.361480548474223
600129.SH,27.912735394494003
600130.SH,26.28490854444149
600135.SH,26.858855463003625
600131.SH,28.38012989893253
600133.SH,27.61177783087133
600137.SH,25.996360167942186
600136.SH,26.71473509029332
600132.SH,28.61330670943647
600138.SH,27.294750970885456
600141.SH,28.63512313678408
600143.SH,28.908735863594977
600149.SH,26.08938240283819
600148.SH,26.50728572555042
600150.SH,30.489672833301643
600152.SH,26.577372560256393
600151.SH,27.730300010863385
600153.SH,28.717334211689252
600155.SH,28.119090118669043
600156.SH,26.39840964180934
600158.SH,27.43420686807081
600157.SH,28.782724086365302
600159.SH,26.21026341984505
600160.SH,29.670093340106614
600161.SH,29.027208841972147
600162.SH,27.025571881682232
600163.SH,27.663804718345094
600165.SH,26.328695991076945
600167.SH,27.96960618116887
600166.SH,28.383315732933053
600168.SH,26.909004002873804
600169.SH,27.428529308637284
600170.SH,28.404904285709907
600171.SH,28.52248465269951
600172.SH,27.220651287822047
600177.SH,28.863754508269935
600173.SH,26.83501256335928
600178.SH,27.263213898816506
600179.SH,27.949653935155304
600176.SH,29.225113521114583
600180.SH,26.935394877041205
600182.SH,27.017202541978808
600183.SH,29.900393211928375
600184.SH,27.916475816678687
600186.SH,27.73258381791292
600187.SH,26.918873475062437
600185.SH,27.725383918476357
600188.SH,30.232253174409987
600189.SH,26.978370770662327
600191.SH,26.6977872870018
600192.SH,26.88259821215393
600193.SH,26.02120968374463
600197.SH,27.283518056367775
600195.SH,27.374876961832978
600196.SH,29.582902278662182
600198.SH,27.80622879272399
600199.SH,27.250420654538864
600200.SH,25.109401283878263
600201.SH,27.581469608065543
600202.SH,26.163029569474777
600203.SH,27.5343612545637
600206.SH,28.116243256508973
600207.SH,26.992961540775134
600208.SH,28.88540665579987
600210.SH,27.588715992845824
600211.SH,27.932939873933126
600212.SH,27.286405756717347
600217.SH,27.322238759444158
600215.SH,26.587860991517445
600218.SH,26.71769479933045
600216.SH,28.033379203108954
600219.SH,29.196472111881402
600221.SH,29.513348651818745
600222.SH,26.661695661365627
600223.SH,27.476665805349178
600227.SH,26.736178959465853
600226.SH,27.465791042599374
600228.SH,25.89125929396331
600229.SH,26.864179110288642
600230.SH,27.024394062514784
600231.SH,27.113678491234534
600232.SH,26.28271441306211
600233.SH,29.388410527869993
600234.SH,26.20476559924354
600235.SH,26.17994116315168
600237.SH,26.903537556824592
600236.SH,29.25869495060538
600239.SH,26.698075693188155
600238.SH,26.46609977966552
600241.SH,26.25472149932899
600243.SH,25.75760138148586
600246.SH,27.99731891476942
600249.SH,26.502155784089418
600248.SH,28.0186315760323
600250.SH,26.592780302967512
600252.SH,27.563131332138024
600255.SH,27.305926206170685
600251.SH,27.181465758995582
600256.SH,28.891861555384068
600257.SH,26.28898014086939
600258.SH,28.077069965088864
600259.SH,28.357474970994833
600261.SH,26.84996725000092
600265.SH,26.22477870893971
600266.SH,27.60631793778986
600262.SH,26.71347960215274
600267.SH,27.921236779999806
600268.SH,27.661655882510857
600269.SH,27.821427265240438
600271.SH,28.18482500464947
600272.SH,26.62842266998139
600273.SH,27.834175984693772
600276.SH,31.331836108064813
600278.SH,27.261679523065645
600279.SH,27.227861923103042
600280.SH,26.68755316099296
600281.SH,26.592304505438474
600282.SH,28.669037920084893
600284.SH,27.259742941970615
600285.SH,27.901076323510992
600283.SH,27.051674068633695
600287.SH,26.257505876896143
600289.SH,26.812549677489617
600288.SH,27.093917223083142
600292.SH,27.575878391139426
600293.SH,26.608383171493465
600295.SH,28.69460481215251
600298.SH,28.753178663423483
600299.SH,28.62749741999062
600300.SH,27.041656789031958
600302.SH,26.268627854235113
600301.SH,27.998543105600962
600303.SH,26.24278702274422
600305.SH,27.49520830639327
600307.SH,27.734131940528034
600308.SH,27.026018985740993
600309.SH,30.57720948434199
600313.SH,27.277693324448432
600310.SH,27.133884616428126
600312.SH,28.408116379768654
600316.SH,28.785771653156026
600315.SH,28.035861986174126
600318.SH,26.930487417691914
600319.SH,26.349446773432042
600320.SH,28.533452017961558
600322.SH,26.469191353155868
600323.SH,28.419019849685167
600325.SH,27.909435134116297
600326.SH,28.40809842305624
600327.SH,26.807424966391356
600329.SH,28.754572119551764
600328.SH,27.784356673948558
600332.SH,29.098344679183963
600331.SH,28.66725688243189
600330.SH,27.608891545136068
600333.SH,26.511513369638664
600335.SH,27.59671896160855
600336.SH,27.058668328688324
