ts_code,ln_mv,pe,pe_ttm,pb,momentum_12m_ex1m,volatility,turnover_rate,amihud,roe,grossprofit_margin,revenue_growth,profit_growth
002437.SZ,27.404440856768257,34.2523,33.1184,4.1258,0.8163641470350733,0.5261444335202285,7.5877,2.4823961550516575e-14,3.1017,48.9099,-7.0604,
002436.SZ,28.66404914561248,,,5.5339,0.5640105740181272,0.5552688643602557,6.7825,8.137522133339753e-15,0.1881,17.1966,13.766,
002438.SZ,27.34487844771915,25.4731,24.9811,2.129,0.25424088117345534,0.47900487753148624,3.7094,2.716109833722923e-14,2.5104,33.2704,1.2103,
002440.SZ,27.474792861754175,40.0662,32.9026,0.9249,0.41982723048493875,0.4292382791970686,0.8195,2.010105850639331e-14,0.509,18.0995,2.2048,
002439.SZ,28.311378015562926,,,1.7419,0.08754027926960273,0.5412510994650548,3.7632,1.1440472876775065e-14,0.014,58.7861,-30.5444,
002442.SZ,26.515171352048725,23.059,22.8362,1.8219,0.5475169037931629,0.49112508257998416,2.2305,6.295701644048916e-14,1.54,9.3895,6.0449,
002441.SZ,26.96981308931411,30.4919,39.0017,1.1477,0.29218677762367085,0.4680975315611449,1.6578,3.683923873765447e-14,2.1539,12.8158,5.2424,
002443.SZ,26.58211401552475,17.3953,19.6254,1.0283,0.2593008102442065,0.45070541705286987,3.1316,5.318705633397565e-14,0.7506,11.1048,-15.344,
002445.SZ,27.086108125983053,100.9884,46.1783,2.6352,0.5438075153374233,0.5125939575313038,1.2022,3.544283347713538e-14,2.1916,14.4448,39.3248,
002444.SZ,28.991377555782364,16.9193,16.579,2.3046,0.2909660705212158,0.48712861377773475,0.8189,5.284058073008518e-15,2.7658,30.3051,10.5889,
002446.SZ,27.290226522668277,,,2.8537,0.3683428930619941,0.5478777271500112,6.6296,3.3085257057935216e-14,1.0113,27.6828,-0.051,
002448.SZ,27.019479163701448,26.6059,24.0055,1.5433,0.5349780324139299,0.46901133519476806,3.2631,3.38833627313816e-14,3.1393,27.7885,13.7706,
002452.SZ,26.856461558392837,18.2824,18.016,1.919,-0.024267517147303463,0.4778226328240354,1.8604,4.120670222018597e-14,1.3764,36.7148,33.5692,
002451.SZ,26.49076649635628,178.906,190.055,4.1752,0.48816140083745707,0.5411310966482067,1.5289,7.135829563062274e-14,0.4159,6.7752,55.2904,
002449.SZ,27.072564573083817,111.0209,142.0188,1.5014,0.4193880786303107,0.4849089721020552,1.8918,3.69715507650402e-14,0.4356,12.0923,-18.4759,
002453.SZ,26.9157203669707,,,4.795,0.5421546706416809,0.5495823352975372,3.3011,4.7219408275997174e-14,-2.2041,3.8779,-18.6199,
002454.SZ,26.994756424744896,38.7825,31.2677,1.3411,0.4997991288058319,0.4607389450377039,1.9544,3.764945624688377e-14,2.3531,18.441,13.0853,
002456.SZ,28.981061874148686,660.7512,,10.3308,0.35612506375091746,0.5847810639405786,2.2929,6.194484198351423e-15,-1.6144,10.3567,5.0715,
002458.SZ,27.652018245698972,20.2694,31.2275,2.3775,-0.06902609585536412,0.5501589119686293,2.8621,2.209024568081721e-14,0.1405,12.1393,-3.9797,
002455.SZ,26.743850906527527,37.894,35.7853,2.3222,-0.09192255152343054,0.5271580220997639,1.8807,5.319440253110866e-14,2.1076,9.4662,23.0674,
002459.SZ,28.91953967464839,,,1.4117,0.09942727040640209,0.5280230527624671,1.2195,6.361277792967635e-15,-6.0566,-6.714,-33.1792,
002457.SZ,26.72843590485285,15.1469,15.3904,1.6739,0.46820721588368874,0.48528882225812897,4.6602,5.105280668601445e-14,-0.2177,26.4392,-21.5143,
002460.SZ,29.636443191359053,,,1.8076,0.24689181068423882,0.5964509359056781,3.9514,3.4059660125669675e-15,-0.8555,12.954,-25.4275,
002461.SZ,28.47621171230799,28.7363,27.5113,2.2626,0.36731513665472104,0.42190009232088216,0.6521,7.459275774500177e-15,1.483,45.002,10.6919,
002462.SZ,26.805813675411862,27.2701,33.374,1.0135,0.2866641943813919,0.42616156080350054,3.0241,4.086551884573276e-14,1.0609,6.7791,-37.1496,
002465.SZ,28.878631699082593,655.3043,619.3828,2.785,0.3747038794216371,0.452048122682373,4.4398,5.216834513208345e-15,0.0201,27.3632,-13.9675,
002466.SZ,29.53329396051041,,,1.6034,0.17452839929162822,0.602734906777786,5.5711,3.839689777883905e-15,0.2492,44.3146,-0.0167,
002468.SZ,28.607820418838447,25.5391,24.4629,2.7285,0.7300261256402312,0.4643547632555728,3.4494,7.405168870188947e-15,2.4034,5.6737,18.4252,
002467.SZ,27.457086943758036,122.6142,146.7171,4.4276,0.9393221629092512,0.5668395271384726,6.1257,2.7585161296139718e-14,0.8449,45.0126,-27.0145,
002463.SZ,29.916087206693927,37.98,34.6621,8.3926,0.44303689436489546,0.4939391208526159,2.1722,2.1974237093993903e-15,6.2255,32.7549,56.2528,
002469.SZ,27.055770564928512,21.4189,21.9233,2.1772,0.6295012803540099,0.5003803509027365,1.6002,3.580714329760577e-14,1.8731,20.6361,5.5405,
002470.SZ,27.0662368935667,95.2466,136.6501,2.7501,0.31340579710144933,0.4473346033767592,1.1522,3.285644175293768e-14,0.4271,11.9308,19.6719,
002471.SZ,27.245761083535097,,,3.9311,1.4207601713062097,0.5106470432835141,19.9966,3.0116168250236276e-14,-1.1741,10.4568,0.8135,
002474.SZ,26.80696994524008,,,3.1586,0.7356804266245308,0.537090771536151,4.3477,5.1988367806918403e-14,-0.7887,23.5375,28.5201,
002478.SZ,26.94335949255074,7.9271,8.6765,0.9057,0.12692612485691646,0.42082143717309856,1.4837,3.391819859871712e-14,1.9534,15.326,-7.0698,
002472.SZ,28.71999889597873,29.0185,27.5474,3.3349,0.5203092095583375,0.5021824485449157,2.5599,6.998893743824319e-15,3.082,26.8206,-0.4702,
002476.SZ,26.42664823158127,53.176,47.3689,3.2065,0.25546884432590256,0.5339966945923053,3.4227,7.393605356973757e-14,1.4387,19.7454,-5.0235,
002475.SZ,30.90538256237354,19.7718,18.9597,3.746,-0.05804519582023637,0.5155898224192538,1.0261,8.243670745054466e-16,4.2913,11.1793,17.9002,
002479.SZ,26.86423815940502,19.2634,14.6143,1.1419,0.5423925235632153,0.43319509266742107,1.5358,3.8063820304303856e-14,2.3079,15.2944,12.8233,
002480.SZ,27.082226492036227,,,5.7636,1.3778000369032866,0.5043245436546308,2.1831,3.633659680040795e-14,-1.7865,39.8446,-27.628,
002481.SZ,27.222996354952258,70.2806,107.384,2.5542,0.26506736093892036,0.5224732472313292,0.8336,2.956329939213314e-14,0.3406,16.7322,14.8787,
002485.SZ,26.088269416689478,,,1.7496,0.3721561540707541,0.42962233620861395,0.7138,8.050570158316453e-14,-0.7015,3.6246,29.9295,
002483.SZ,27.169428481445077,12.9963,12.7938,1.5006,0.48998483179919816,0.46600029622625616,2.3313,3.0761683233588933e-14,1.5862,20.8083,-3.1483,
002484.SZ,28.44969761946394,34.636,33.8545,3.9105,0.793381136238279,0.508734368108397,6.0487,9.832631672306513e-15,2.5604,24.3239,10.1398,
002482.SZ,27.2270618244093,,,12.4951,0.21406338426711946,0.5138493300944765,0.669,3.151160723609507e-14,-7.3826,6.1725,168.6033,
002486.SZ,26.17899883499016,122.4675,66.5037,2.2521,0.9263124934766727,0.5244045078346015,4.1515,9.177190653711629e-14,0.9126,21.5792,14.8764,
002487.SZ,28.3434240432924,43.0258,31.2786,2.7361,0.43177539743699056,0.5233818255707849,1.9449,1.070609668521333e-14,3.1263,30.9536,146.3583,
002488.SZ,27.901046581002806,565.0901,623.4257,3.7844,2.0166579167671723,0.5447516915325376,0.4562,1.7135282560757853e-14,0.2216,12.0694,8.4786,
002489.SZ,27.40562252792925,17.2754,13.8448,1.8242,0.47898412698412707,0.48702475940224743,1.1135,2.2993265845323127e-14,8.6893,21.7264,11.9026,
002491.SZ,27.138865560872652,79.055,25.8777,2.2832,0.7411741878257013,0.50257276064736,3.663,3.386358621892224e-14,5.0408,18.8309,-15.2662,
002490.SZ,26.96512788853357,,,10.3234,2.0386109762020403,0.5378453586115096,17.0262,4.621848981082079e-14,1.0956,9.3329,50.5054,
002492.SZ,26.40694763989561,45.1604,47.9045,1.7338,0.515226502586053,0.487138133691503,5.5917,6.935706035220213e-14,1.228,40.3884,-9.9958,
002493.SZ,29.842625169076836,126.0254,120.0526,2.2052,-0.035988785988785965,0.488538179154348,0.1291,2.0526759240690877e-15,1.334,13.9464,-7.5386,
002495.SZ,26.273497052087098,104.1845,102.6295,2.3139,0.8988838692532555,0.4934642731916135,3.4637,7.432194604281726e-14,0.2093,27.694,-1.757,
002494.SZ,26.028975430534803,90.6794,189.9112,1.6363,0.72749251669353,0.5098969181233215,2.8178,1.0604420988823138e-13,0.1023,32.8149,-40.6597,
002496.SZ,26.263676686898883,,,1.8961,-0.24866082718348392,0.5482848131197452,1.3118,8.58528538473572e-14,1.172,13.935,29.3661,
002497.SZ,28.12788217961432,63.9229,50.6256,1.5589,0.40706959359615635,0.5441486920500631,9.8125,1.389694464911405e-14,0.7849,18.2201,-17.0306,
002498.SZ,27.79457242873524,17.9764,19.7271,1.4311,0.09192335243553007,0.48181062059855906,0.9455,1.5334407554809498e-14,1.7344,13.5544,2.5141,
002500.SZ,28.431073879509764,31.2666,27.7227,1.2348,0.3276231263383298,0.40306223539426583,0.5698,7.565515335971572e-15,1.3798,,19.1512,
002501.SZ,27.303419419475524,,,22.0388,0.8968564146134239,0.522955247562118,1.3354,2.9819924064080276e-14,-6.2027,3.2674,-52.0173,
002507.SZ,28.054087000278862,19.0985,19.0831,1.7992,0.06112695525369394,0.45223511920168663,0.6953,1.201174138421898e-14,3.0822,55.9566,-4.7543,
002506.SZ,28.03493903128438,219.299,,7.0106,0.5055957867017773,1.7476661875388175,1.1931,1.4689269909303798e-14,-8.7585,3.4184,7.0637,
002508.SZ,28.237589427408377,11.6275,12.0745,1.6592,-0.12360243484324607,0.43266845679945415,0.3,9.926945051497294e-15,2.9951,52.7225,-7.1965,
002510.SZ,27.22749602961058,70.1251,72.7885,2.7065,0.7823104576743886,0.5164472500504728,2.8948,3.223976705025373e-14,0.8324,13.0239,-1.1578,
002511.SZ,27.665938486335637,134.1686,213.5278,1.9018,0.029831510639699577,0.443738289525766,1.5964,1.749635372705381e-14,1.2253,30.8464,12.0612,
002512.SZ,26.86931127382808,193.197,,10.0114,0.548075046513746,0.5752916875630071,3.8386,5.19546064059408e-14,-8.7856,9.747,-22.1903,
002513.SZ,26.076463340837847,,,168.5836,0.6214406109694068,0.5360330360420525,2.9507,1.0848121770207311e-13,-98.3136,2.3606,43.8584,
002514.SZ,26.736930776569466,,,26.5663,0.4772780157369023,0.5733048393282907,2.0536,5.785342479533953e-14,-14.3022,16.2508,-66.7292,
002516.SZ,27.402517885912594,48.6716,44.9942,2.2045,0.4742606675116181,0.4933482693261347,1.632,2.4195211486846358e-14,1.1885,24.3996,15.7231,
002517.SZ,29.06055371549881,25.6483,24.2775,5.9411,1.2171702956474748,0.5840985305823477,2.7392,5.910804547651072e-15,7.5137,83.5716,3.4624,
002515.SZ,27.51426414050478,143.1171,141.538,3.4053,0.6807741892416233,0.501617199207209,2.1433,2.1940694061621797e-14,0.9229,28.5765,-2.7585,
002518.SZ,27.976366779846572,35.8311,37.0482,3.2669,0.26581837782431594,0.5494035531130645,3.2868,1.7006964065817296e-14,2.5221,29.3703,13.5141,
002519.SZ,27.144938949476575,,,2.6493,0.13271390767421343,0.5180686426086161,9.0948,3.380346955486048e-14,-1.2403,20.1868,-59.7255,
002520.SZ,26.9726022033535,,,11.0939,0.755456132693147,0.5597042342505932,7.5982,4.5124779301260595e-14,-9.7394,14.9832,-23.4902,
002521.SZ,26.943726421910796,44.7762,63.6383,1.3008,-0.06578754578754575,0.3979511388332568,0.6762,3.182764811975814e-14,0.4444,9.7538,-2.8809,
002522.SZ,26.866529597564774,62.7739,64.5889,2.0454,0.6648413698917952,0.5099212004540508,1.8755,4.42270601727414e-14,0.6366,17.2195,-5.6072,
002523.SZ,27.060515689114265,107.1463,80.1206,2.2788,0.7247166521360069,0.47684259326678874,2.1288,3.4039725561656366e-14,0.9305,21.9213,29.5853,
002524.SZ,26.231804935340865,,,21.6335,0.5361744870139189,0.5564206180719272,4.1916,9.543899208596346e-14,0.506,37.6083,4.3248,
002526.SZ,27.287899546793064,62.546,51.6786,2.2464,0.7122180704992571,0.5189170860757952,2.2937,3.0101528062198926e-14,1.687,19.5463,4.5898,
002527.SZ,27.746044529015702,,,9.0569,1.8695545719935966,0.48537970637809275,3.0497,1.8153784529625075e-14,-0.6537,16.9588,14.5371,
002528.SZ,26.588062452757434,,,19.4252,0.4733620277379247,0.5656607513871192,2.6583,6.839211272260215e-14,2.683,35.2421,-61.2641,
002529.SZ,25.836096643357337,,,6.1979,0.4434110007639418,0.5766735319924008,1.6049,1.548591401997595e-13,-8.3306,-3.9354,124.2807,
002530.SZ,27.38552326839574,,3762.5129,6.1095,0.5705811717573684,0.540824288207274,4.5952,2.922826192877951e-14,1.0715,33.4921,-33.001,
002531.SZ,27.810606588221432,58.5379,130.497,1.3408,-0.18487987012987017,0.5132028588545864,1.3689,1.7729113128607147e-14,0.3986,23.4789,-12.1041,
002532.SZ,29.13577052723025,10.1069,9.3937,1.6705,0.3155341773520155,0.5117220632911456,1.0221,4.657124401523325e-15,3.868,20.1925,16.1161,
002534.SZ,27.666170387481273,23.5517,43.9314,2.606,0.1629219687272545,0.48391342675990934,3.8041,2.0318154034346814e-14,1.2664,21.0031,5.3225,
002533.SZ,27.445680545134476,14.6097,14.0996,2.0251,0.06494619931152434,0.4467010632999827,11.3645,2.1410828579275677e-14,7.3703,10.3228,17.5018,
002535.SZ,26.523247267540512,34.6423,36.1573,5.0008,0.3271545199632746,0.4908215323966799,1.7282,6.347890658530312e-14,3.5715,21.8161,16.201,
002536.SZ,27.833385419390332,37.1422,34.3651,3.6243,0.896756082345602,0.5278243466081938,23.7202,1.766074892371741e-14,6.2685,25.5196,-8.6743,
002537.SZ,27.719956098734965,222.2873,244.3934,2.6896,0.9912455093997419,0.5279712939863003,4.3328,1.913185841975554e-14,1.254,12.9046,-18.0047,
002538.SZ,26.860187433909758,14.8554,16.8244,0.8815,0.20405260692055416,0.4535771878163243,1.1548,3.882154132712887e-14,0.7105,11.4124,33.6533,
002539.SZ,27.889284578126677,16.0936,15.3222,1.4638,0.5365079365079366,0.48449978495245477,0.906,1.488578038260063e-14,2.8541,11.6931,15.2838,
002542.SZ,27.30089693408442,,,9.3651,1.6952162819199166,0.579088902874025,10.3593,3.1338058397086615e-14,-6.5099,3.7602,-35.6118,
002540.SZ,27.365134644265602,16.5598,17.6429,1.4395,0.1982503126869326,0.4706037431167844,1.1787,2.3696796635387715e-14,1.6726,11.6773,5.076,
002541.SZ,27.832085574901125,15.8326,17.3267,1.3275,0.3312143992734127,0.48308345059359553,0.7242,1.6719151806733093e-14,1.411,9.8331,8.775,
002543.SZ,27.661190993561412,15.672,15.3612,2.1658,0.2895196506550217,0.4215663802341162,4.0076,1.6209223875301625e-14,3.7005,29.8785,15.9358,
002544.SZ,28.121195443265762,1458.7258,,4.4096,0.31451748578195593,0.5226841721575479,2.5675,1.3237249025622501e-14,-0.4412,13.9597,-19.5783,
002545.SZ,27.841370843222393,21.8712,20.4884,1.4067,0.6202982202982201,0.4449178927529398,1.0174,1.4215375269878345e-14,2.2815,41.6137,6.4776,
002546.SZ,26.947031284766354,18.9218,12.9161,1.519,0.9901747018762281,0.48645857430488004,4.755,3.6903871352151146e-14,3.1854,36.8934,11.5661,
002548.SZ,26.525062388338252,109.721,58.6328,2.2223,0.07370061796512895,0.4970987126731182,5.1126,6.14098706021062e-14,-1.7166,7.5137,11.2195,
002547.SZ,26.96844606052987,,,2463.8574,0.9266898063573257,0.5956319415611964,5.4436,4.776384589350557e-14,-183.0394,5.199,-2.9896,
002550.SZ,27.89654668589236,36.6292,31.5849,5.1576,0.8738004013866083,0.47416650546649614,12.5066,1.3758703385180989e-14,6.1959,54.3955,-2.2167,
002549.SZ,27.481175308461022,,136.1582,4.2022,1.349053767848603,0.5480505274432647,9.7655,2.693416649101691e-14,2.7644,36.1146,10.5222,
002551.SZ,26.695316865755487,176.066,175.4307,1.4853,0.7778626602156014,0.5204730856454233,5.7488,5.5536846722133316e-14,0.5282,15.2719,1.3024,
002552.SZ,27.166042043866973,25.3664,34.3019,3.6183,0.39061440858090224,0.5288545433442506,3.2128,3.553425064314295e-14,1.2327,14.4732,-0.4671,
002553.SZ,27.54851738241365,377.4917,70.5731,7.7411,1.8057330903750444,0.5548185337178952,35.2449,2.510830859038518e-14,7.7644,33.4791,9.1844,
002554.SZ,26.68799172354732,,,1.6596,0.34706437852095484,0.5109283163564233,1.7757,5.446421137117177e-14,1.3183,4.968,-53.1088,
300246.SZ,26.29336183190509,,,2.2253,0.6505157677571471,0.5791603635196824,12.7557,9.331316630690796e-14,1.1783,27.3926,-7.1691,
300245.SZ,27.040212792591277,,,4.3271,2.1827327499575544,0.617558489138325,4.0941,4.794302968210468e-14,0.2538,24.4519,136.3454,
300247.SZ,26.674770698888537,82.0273,67.4119,3.5056,0.7711763848699962,0.5736210684745928,9.9014,5.959967909814074e-14,2.8662,34.02,42.6839,
300248.SZ,27.284156486251867,64.1415,71.7368,3.3786,1.4814402125423796,0.6595473955780038,3.6202,3.9383377700805597e-14,-1.6005,53.3186,-16.1341,
300251.SZ,29.43238455439985,207.4511,32.1676,5.9435,1.7320738457597578,0.6042027131790587,3.6012,3.921694225537631e-15,20.6283,78.3191,177.8711,
300249.SZ,27.33706028767924,,,23.0982,1.3987042842215258,0.6239934599873865,22.8191,3.5150232261699465e-14,2.1868,17.156,26.4379,
300250.SZ,26.607755502675833,,,6.924,0.48898137945463427,0.6370755932679935,5.1345,7.733367980745796e-14,0.0054,60.2258,-33.862,
300252.SZ,27.419252604221505,646.5861,214.4112,3.7329,0.5996885808041799,0.5959541139985101,9.8373,3.17270029555754e-14,0.1478,18.9433,20.8773,
300253.SZ,28.471209698192027,263.5931,302.6041,3.927,0.9331252001280819,0.6255781921060636,7.5334,1.0733867511889344e-14,0.0882,34.4608,-30.2364,
300254.SZ,26.43107491693547,71.3936,87.8263,11.585,0.4801086156111931,0.5546780357944474,12.0309,7.946120593241832e-14,3.4462,69.5092,-4.0936,
300255.SZ,28.95687319942504,,,24.0452,3.742815175974484,0.5985117909059811,2.6898,6.203607750850526e-15,0.2418,23.1003,-12.1009,
300256.SZ,27.55115084382881,,,10.0182,1.4442536630036633,0.6400730878853631,2.9688,2.925342066994568e-14,-0.8832,8.7421,45.0202,
300257.SZ,27.958246795383356,43.2905,42.4305,2.144,0.3381766158312294,0.4747330737970252,1.2072,1.379014703304345e-14,1.3491,35.0512,6.0287,
300259.SZ,26.812345114295837,23.0161,21.6052,1.5226,0.5080638034641216,0.5392102729459555,1.1345,4.853245060565902e-14,0.9255,44.3258,-13.1639,
300258.SZ,27.44420586632381,51.9506,54.2427,1.7738,0.7301108892488914,0.49316223289236805,3.7621,2.5432905642813204e-14,1.0166,24.2775,1.7411,
300260.SZ,27.97907802585031,62.5737,67.8207,7.1781,0.7380757737373078,0.6336927112403299,10.0559,1.9205313480887824e-14,2.5842,23.8155,-2.3274,
300261.SZ,27.36673995831476,,,3.8553,0.47768987165334154,0.6115363287393835,3.5371,3.161343615322686e-14,-0.6381,20.8076,43.5206,
300264.SZ,26.41216563628957,,,101.7378,0.5101787101787101,0.6593090753037276,14.5477,9.68899059725581e-14,6.9089,25.1617,207.3395,
300263.SZ,27.390193399050197,59.9801,64.9102,2.5434,0.4853737705319632,0.5615012483979317,5.5504,2.9922623007759755e-14,1.3826,21.8035,-0.464,
300265.SZ,26.849790307942065,97.6787,110.5763,2.0738,0.5230215203054496,0.5732740252707549,3.0331,5.2865515274031724e-14,0.2497,19.3478,-12.9845,
300268.SZ,25.92076568610851,,,,0.5779781738685847,0.6247493316377303,0.7118,1.4686602877550762e-13,,-7.9788,-34.0895,
300267.SZ,27.441196948283938,,,1.8527,0.7015984547337775,0.5566286127315803,5.6094,2.634644235253041e-14,0.6309,26.135,28.1949,
300266.SZ,26.78074518542262,,,65.3787,1.2418118466898957,0.6174846665062618,1.2201,5.6568888846733196e-14,-33.0395,11.1538,-4.6994,
300269.SZ,26.373791551930704,448.6269,686.7487,32.9128,1.2770390634940834,0.6389514137658922,6.1743,9.276358780909086e-14,-5.1344,28.5614,-26.4772,
300271.SZ,27.271771687704394,,,1.8617,0.8110240334378265,0.5871993651690754,3.9779,3.4931682377530404e-14,-1.2035,30.119,11.5894,
300270.SZ,26.29824496375714,,,4.447,0.2936865295328879,0.619006864198892,3.3098,9.765026448546702e-14,-2.303,30.2177,-51.439,
300272.SZ,26.746012957999888,49.3817,47.9366,3.6118,0.4764769791489012,0.5491459981865384,3.7636,5.72116933714985e-14,2.0098,41.1264,6.3145,
300275.SZ,26.78875827400162,77.4853,76.8142,4.7253,0.3216253758910719,0.5714329628851584,4.1654,5.680033909338628e-14,1.4282,45.5788,4.6938,
300276.SZ,28.034025808562113,512.1797,611.5318,7.6691,2.1449078138718174,0.6309325474189512,4.5211,1.7411482794830903e-14,0.2985,14.7643,-31.8807,
300274.SZ,30.45936410254264,15.3289,13.2518,4.3867,0.08848614072494665,0.6200727877932558,7.4923,1.5508673379562539e-15,9.8502,35.134,50.9202,
300277.SZ,26.791480291792322,456.6568,518.9993,8.9171,0.9493397940642034,0.6210165411361956,1.5089,6.03035956973651e-14,-0.2049,19.4855,-11.3379,
300278.SZ,27.424122058716563,104.747,159.8933,4.5161,0.9788275099225716,0.660553565739391,2.2575,3.373501202065886e-14,0.2068,16.3956,-51.2676,
300280.SZ,24.51664074541051,,,0.3628,-0.12549945314523858,0.6097684434512838,25.6641,5.630564963725796e-13,0.6936,3.9614,-48.4474,
300279.SZ,26.67757457258348,73.7244,46.8028,3.8187,0.843581110247777,0.605835855249518,7.5883,6.560418418999053e-14,3.8742,16.743,-13.2969,
300284.SZ,27.822510383299388,53.9735,74.7652,1.4307,0.3825715485496477,0.5192703938155641,2.1093,1.7320240769597572e-14,1.1309,31.8705,-13.7506,
300285.SZ,28.279869267103354,31.6351,31.5103,2.8544,-0.014209552017771188,0.5332513732507809,3.784,1.1433989896640082e-14,2.0015,36.774,17.9355,
300281.SZ,26.525232020078167,465.2073,678.8987,2.6343,0.4231951269811729,0.5534110305706107,3.8687,6.769178832386943e-14,0.1796,16.4162,-14.5039,
300283.SZ,26.533890433140186,,,3.4965,0.556089712208145,0.562132414748768,8.5842,6.982098916125653e-14,-1.7571,8.5465,39.8682,
300286.SZ,27.06410983729912,33.4025,32.0917,2.6479,0.21204333454476232,0.5924496030031452,1.2627,4.293898897394333e-14,2.9003,47.5008,0.5807,
300287.SZ,27.394539753151818,,,6.8753,1.5333919156414764,0.6451499435470328,5.0915,3.4072443096250265e-14,-2.3693,12.2781,-27.1447,
300289.SZ,27.111162408597778,,,3.5801,0.9065735299996001,0.5137663869822623,32.9156,3.480048482484395e-14,-0.0753,53.5641,-16.6082,
300288.SZ,27.019884966038212,,,5.0194,0.4271901348973053,0.6326780672910488,6.7476,4.872542828096293e-14,0.5997,35.1055,-8.1461,
300290.SZ,27.797337201137097,,,14.8445,0.707475047309724,0.676856667395394,3.8787,2.380826808009564e-14,-3.1803,33.9106,0.5182,
300291.SZ,27.076857639516675,,,1.8314,0.5287954168551183,0.5981745678444165,2.8962,4.205380302343714e-14,-0.0262,13.417,38.0136,
300293.SZ,27.526309056755142,,,10.1757,0.5683392369068094,0.6615291402055699,9.4584,3.145260589985881e-14,-0.5758,29.2357,-8.1389,
300294.SZ,27.9388462688187,34.2693,35.3872,1.803,-0.11679680526408143,0.47724938018921553,0.9658,1.4402662700881745e-14,1.8458,53.8016,19.4946,
300292.SZ,27.20756713484593,70.9409,69.2457,4.6289,0.5189659946135065,0.6243692684175235,2.4199,3.927400284011991e-14,2.5121,10.0499,5.0161,
300295.SZ,26.37171786096064,,,2.5123,0.7954733387323645,0.6178744305015231,2.7437,9.28016756458102e-14,-0.1796,75.3714,-43.0483,
300296.SZ,28.15549032680564,,,2.1525,0.4948411424903725,0.5700649258085331,3.1162,1.3508319454605102e-14,0.9556,26.5178,-7.5942,
300300.SZ,26.560294550783087,603.4485,145.9523,21.7506,3.168399306943889,0.5992568439523605,2.9378,7.039740536994794e-14,-6.4722,0.4923,38.5979,
300298.SZ,27.787884334949833,35.8525,36.8489,3.7874,-0.013633338998527922,0.5277196670051695,2.559,1.944632765122693e-14,2.1247,48.6928,2.7648,
300301.SZ,25.992099251736537,,,155.5006,1.0487394957983192,0.6021058162864102,1.1049,1.2431413110123902e-13,-110.6136,23.7342,-13.9357,
300299.SZ,26.95114599544282,,,11.302,1.1550542635658911,0.6731556076316342,5.8322,5.741717310952002e-14,2.2781,46.3628,63.6602,
300302.SZ,27.306964189087306,,,6.965,0.5014467614654418,0.6428480526475326,3.4346,3.819588455302333e-14,-2.5028,41.8621,-49.2959,
300303.SZ,27.527592866352744,26.5517,26.7358,2.4881,0.39321685144124174,0.5670925561375234,1.3278,2.5252412714395867e-14,1.8839,22.7258,21.0814,
300304.SZ,27.6036326933931,24.2591,24.6798,3.1934,0.40421831386223483,0.5793842326388844,6.8599,2.4422667849241718e-14,3.1881,32.0287,10.5469,
300305.SZ,26.28453345931239,,,1.2097,0.2833902282910177,0.5083885431228445,2.3679,7.865776930906632e-14,-2.5104,-8.7972,-15.422,
300310.SZ,27.07582502818842,,,3.0289,0.8102888094389913,0.624840790207457,3.4032,4.617597530855545e-14,-0.5766,7.5721,-4.1469,
300306.SZ,26.651434967542006,40.6538,41.4867,2.5715,0.5105972205986022,0.5650520351898882,4.3276,6.315612738684267e-14,0.7323,66.81,-6.1285,
300307.SZ,27.178768237142307,22.4141,47.8287,1.9816,0.34119966681779346,0.5474814123483512,2.2674,3.5401884262790546e-14,2.3437,30.6571,2.7336,
300308.SZ,30.777571668622294,44.9691,40.4792,11.4499,0.24384074269404987,0.6072765605088395,2.9603,1.1162948798758202e-15,7.9445,36.701,37.8237,
300313.SZ,26.48033674780377,,,,0.4518366120344901,0.6851743344764776,6.9847,8.741433202620283e-14,,11.4254,40.502,
300311.SZ,26.578167021651385,,,5.6563,0.20468603561387044,0.6698838189300643,3.5531,8.268536561539347e-14,-5.877,47.3614,108.4599,
300314.SZ,26.71264821785007,69.7075,95.6692,3.421,0.2870879120879122,0.5674362839558118,9.2045,5.970894859348777e-14,1.9124,57.1277,-21.9953,
300315.SZ,28.1195899796421,146.9895,196.4251,3.3445,0.4766309964329767,0.6209890922833302,16.1927,1.5503173951077787e-14,0.5712,75.7413,-36.6189,
300317.SZ,26.56784848729076,,,2.1546,0.22570532915360508,0.6105574015391482,2.3387,7.671716488123313e-14,0.1569,25.8616,67.55,
300320.SZ,27.120248361764936,37.0999,34.4892,2.5371,0.34078022288973053,0.5726559091154819,1.1663,3.883810694540349e-14,2.2399,17.5035,27.2054,
300319.SZ,27.677792355345012,31.4301,31.4016,2.3066,0.11806791038237208,0.6045704977774816,5.5159,2.3992746289615856e-14,1.3675,16.4931,15.437,
300318.SZ,26.991827356100686,570.7538,,3.8382,0.3329646848396719,0.6135045834991594,1.422,4.651593297790568e-14,-0.2945,38.3722,-23.0467,
300316.SZ,28.933876793002373,14.6621,18.2806,2.207,-0.04421768707482987,0.5679976037905832,0.8991,6.4904612294161845e-15,3.3882,27.5669,-30.4185,
300321.SZ,26.363699482500746,335.2166,283.7758,4.5009,1.034739643601018,0.5167848143402679,2.9532,7.590883081745494e-14,0.4607,15.5046,9.2625,
300322.SZ,27.858723211354537,,,13.4667,1.0128222231514172,0.6222698373470077,37.9826,2.1546528788797507e-14,1.4892,24.6986,41.6906,
