ts_code,ln_mv,pe,pe_ttm,pb,momentum_12m_ex1m,volatility,turnover_rate,amihud,roe,grossprofit_margin,revenue_growth,profit_growth
000519.SZ,28.751530203075077,,,3.0302,0.5837854606418227,0.49467327267900446,5.2449,7.071646491057734e-15,-1.2665,14.4344,-30.0557,
000520.SZ,26.91114414002482,,,10.6668,1.1949506726457397,1.5834873675737255,2.3105,4.363803814080468e-14,-0.5473,2.3913,-23.2383,
000521.SZ,27.341677050865194,10.7077,10.3219,1.2621,-0.0373883272599036,0.4420046167881501,0.9796,2.6493024401142448e-14,2.94,11.8316,23.7833,
000523.SZ,27.135700546964813,11.8778,12.1144,3.2173,0.2989396362774719,0.48273446641331846,0.9981,3.4686429167337695e-14,0.614,12.6579,-10.143,
000524.SZ,27.45479807111024,55.8406,54.9367,3.7435,0.3959558161639587,0.49499002176913565,4.1428,2.6210695556620416e-14,1.1657,20.054,1.2329,
000525.SZ,27.517900356875383,23.0131,22.4811,3.0887,0.14032634032634028,0.46673390698728984,1.6917,2.3170676600236707e-14,1.0169,22.8232,0.2406,
000526.SZ,27.214396875206162,36.6902,32.4325,7.7272,-0.011361099003862618,0.5187285331206376,1.3783,3.510047760678183e-14,8.7895,32.0174,22.4568,
000528.SZ,28.484333399656858,17.6891,15.7932,1.3483,0.03880444848819642,0.44530822603693776,5.5931,8.227872903151076e-15,3.6982,22.0071,15.2438,
000530.SZ,27.029701931402162,49.6748,49.2953,1.7562,0.7820724921040758,0.4655400337951376,7.1018,3.736217011038899e-14,0.9566,14.8854,0.2642,
000529.SZ,26.6291837091375,30.1539,30.0965,1.1784,0.12724014336917566,1.763797016381741,1.0485,5.357290689324805e-14,0.4378,6.4467,-8.5401,
000531.SZ,27.233083394475912,40.3111,28.8673,1.0127,0.41103150642148023,0.44417220557500137,0.8269,2.8029192021384478e-14,1.4618,14.6903,-7.7858,
000533.SZ,27.006247094873743,56.9238,53.788,6.0283,1.3465899139989121,0.48343177297450607,15.6455,3.969221165341654e-14,2.2208,21.7865,7.4414,
000532.SZ,26.994494886167832,33.8021,62.3508,3.5233,0.38838825200957594,0.5350045785335464,1.8921,4.521960633166917e-14,2.4581,44.4704,13.7334,
000536.SZ,27.95528802790455,,,13.0079,1.5937957987298488,0.5284939418086027,9.9474,1.615151651531023e-14,-19.7419,-18.5499,-19.1297,
000534.SZ,27.502581631905944,45.6295,44.0479,5.7327,0.6416952360545676,0.46472126594658464,11.5079,2.3229493557236335e-14,5.0959,75.4891,15.3364,
000537.SZ,28.227956617525884,18.011,16.5782,0.9342,-0.01752159468438541,0.5186737557883752,0.6462,1.22548291134966e-14,1.2888,52.7816,19.8062,
000538.SZ,29.93082671853556,20.9968,20.0161,2.5799,0.08216780183072325,0.365064771552777,0.3679,1.4972205465034888e-15,4.8609,31.5545,0.6214,
000539.SZ,28.540643393159215,25.7548,54.5718,1.0998,0.055128205128205265,0.3859101639119457,0.8766,6.2727547057419276e-15,-1.6801,4.5085,-17.33,
000541.SZ,27.61689138346799,22.0978,23.0784,1.5227,0.49384615384615393,0.41693010819706694,1.1128,1.721970143603747e-14,0.9787,19.5944,-14.7839,
000543.SZ,28.11254588269166,7.8434,7.8776,1.05,-0.17153153153153144,0.4198358714937282,0.8686,1.102593715027657e-14,2.776,15.0157,-8.0964,
000544.SZ,27.45687964525646,8.1399,8.6316,0.9971,0.1362252467264402,0.4540910018475497,0.3729,2.299765046492805e-14,3.5876,57.8551,-25.6669,
000545.SZ,26.32678257843462,,,2.4035,0.5336927223719676,0.5353865724265989,2.8668,8.235874607271058e-14,-1.352,2.8278,-3.6208,
000546.SZ,26.752180713454678,104.5624,126.5555,0.9941,0.28588408644400776,0.5161447459169664,4.8005,5.623255616340445e-14,0.3878,-0.4993,84.5911,
000547.SZ,27.94691577526882,,,2.7387,0.31580400276052445,0.5161887348460067,3.803,1.6188740922812495e-14,-3.5512,7.9314,-33.0948,
000548.SZ,26.363603298678058,34.5795,43.0959,1.386,0.3754051799203999,0.45649699785534037,1.6547,6.858031641137366e-14,0.9672,48.0444,-51.7985,
000550.SZ,28.224436221399635,11.7762,13.1707,1.6104,-0.22027452503532807,0.4653305848993095,0.7099,1.1619395403219716e-14,2.6736,11.8074,-0.0923,
000552.SZ,27.941963755326526,11.2385,18.7232,0.828,-0.03605208465877774,0.48777181767863603,0.7739,1.51346310343784e-14,0.3,21.0759,-32.1317,
000554.SZ,26.53342000394893,33.5923,24.9457,3.1718,0.3761616800853169,0.4632692638525433,6.5719,5.917422002577182e-14,4.9828,17.6804,-4.7619,
000555.SZ,27.861139505368158,,,2.2677,0.6330502394728277,0.4869165250153936,1.5711,1.7381574457951506e-14,-1.6605,12.7601,22.1305,
000553.SZ,28.105744911702523,,,0.8401,0.6710867844410219,0.4744843473102681,0.2914,1.2656017665398423e-14,0.7928,27.1738,-4.4769,
000551.SZ,27.081657446125714,23.0347,21.5741,2.1785,0.20896483606988836,0.4600396690730596,3.6256,3.50914072196205e-14,2.9924,24.2347,0.3676,
000557.SZ,27.44622481828793,31.6064,34.0054,1.3611,0.3703477012170717,0.5305579145499091,1.2695,2.756281108224539e-14,1.0701,27.1306,-3.034,
000558.SZ,27.370897038317725,,,7.0664,1.5432411239813801,0.5411291768112356,17.6281,3.038240126659802e-14,2.5799,42.1361,90.5428,
000559.SZ,28.56342750756004,26.7151,26.3079,2.8683,0.7833513428333445,0.4726128850598744,0.9933,7.672557401098554e-15,3.1528,17.9343,27.3946,
000560.SZ,27.27037867171621,94.9744,128.3929,0.7429,0.28521506757798454,0.5072313301632662,2.3592,3.245709605740361e-14,0.0668,10.2821,2.5412,
000561.SZ,27.522155499018613,,,2.818,0.6155243337384082,0.4809916190244089,5.9961,2.4504615489311766e-14,-2.6652,32.6812,-18.0329,
000564.SZ,29.04180816267914,,,2.6625,0.3696794729439633,0.5004878199746654,0.8989,5.2975571314328575e-15,-0.0409,27.4095,-6.4528,
000565.SZ,26.63402719364348,844.9685,,2.9785,1.2019973354119329,0.5177577481589146,2.3958,6.039481482892627e-14,0.4223,24.4181,7.349,
000563.SZ,28.241345949014026,13.5265,13.1458,1.0029,0.33496314675618477,0.49732013280159165,0.8858,1.1240974357224836e-14,2.1403,,-1.1539,
000566.SZ,27.432490612576114,,,17.9504,1.1580141348922435,0.4969034249565432,2.2597,2.6186569769838294e-14,-13.9228,29.9726,-43.0897,
000567.SZ,27.873491954210074,38.6043,65.7323,2.3961,0.3036634158539635,0.5259171829168523,0.7588,1.8009669798036875e-14,1.8414,98.9119,-36.0219,
000568.SZ,30.52027489406817,13.3451,13.3265,4.1423,-0.0847630108299604,0.42708965584347514,0.5506,1.0348918041240958e-15,9.4159,86.5095,1.7823,
000570.SZ,26.768280912072225,228.235,141.4803,1.246,0.32159800249687875,0.47200881373604425,1.331,4.882704357350943e-14,1.2941,13.5202,7.3264,
000571.SZ,26.696343302999725,,,19.9671,0.5199999999999998,0.4701664089975722,1.1799,5.363205057579913e-14,-15.7702,23.3952,-56.915,
000573.SZ,26.30015453679104,,31.6943,1.5855,0.9787123864416702,0.4525653879812261,2.0724,7.391745305822297e-14,6.8803,5.3494,14.7322,
000576.SZ,27.016171429534886,263.5792,386.6541,3.3376,0.8754589160839161,0.5004291004920426,6.159,4.032153769004182e-14,0.4511,39.6327,23.7618,
000572.SZ,27.36497081321134,,,4.4394,0.17270427672216027,0.49430062921876133,3.0508,2.880575221138425e-14,-1.7229,12.1723,-37.8863,
000581.SZ,28.29338537692396,11.6862,13.2396,1.0322,0.13080333854981752,0.4212885538128944,1.7507,9.344831318828364e-15,1.7689,17.6718,-2.3787,
000582.SZ,28.30381033155791,16.0752,19.1379,1.0741,0.09658394160583961,0.45846750428704003,0.7384,1.0265672532352411e-14,1.1064,29.7369,6.7301,
000586.SZ,26.238213429080663,,,7.6085,0.6613849968286918,0.5229240872646105,9.9126,9.50750752670065e-14,0.7908,34.0114,42.854,
000589.SZ,27.291410163287697,11.5689,15.0168,0.8246,-0.044408532643826715,0.41734261977356796,0.9583,2.5589501745821345e-14,0.7501,14.1852,3.5951,
000591.SZ,28.204884297731617,14.4861,15.2555,0.7541,0.03146582519647534,0.4857198080424326,0.5944,1.1470479929499814e-14,1.224,44.7856,-7.8022,
000590.SZ,26.375652582846033,,,4.8965,1.5478321678321678,0.5044880522765414,4.9381,7.845910535846619e-14,-2.7547,47.4482,-15.4012,
000593.SZ,26.194579578114073,124.8342,285.3353,2.7905,0.3620959135936874,0.4958210085503622,1.6157,9.006375046852456e-14,0.3935,8.9999,0.4297,
000592.SZ,27.09213517376975,,,3.0849,1.27638506496643,2.438727230639266,2.9053,4.187160920189401e-14,0.229,9.5991,-51.5108,
000595.SZ,27.02063126883226,,,18.5548,0.4498421515689962,0.54787882311399,0.5689,4.478017895508431e-14,-7.9415,-11.8759,-34.5212,
000596.SZ,29.619325179960978,13.2369,12.6324,3.0662,-0.2517781341706654,0.4762115021532751,0.3359,2.8587818506164277e-15,9.1155,79.684,10.3755,
000597.SZ,27.43674429356918,20.0911,21.1931,1.5805,0.41859488354333707,0.46975014177737806,1.6499,2.4675134913612452e-14,0.6802,34.1131,0.3616,
000598.SZ,28.384754104092842,10.6453,10.3794,1.1667,-0.08209825416159167,0.4522329402669597,0.3898,8.506557602910343e-15,2.7503,46.025,9.6088,
000603.SZ,27.73178988105695,28.3569,27.1684,3.7293,0.21123033329370267,0.4864220668915101,1.93,2.0273822828149543e-14,0.2726,28.9102,33.9187,
000599.SZ,26.755265337542312,,,2.7976,0.5230090999104153,0.4545312331065442,1.5079,4.6195225304969855e-14,-6.7639,2.0741,-3.8872,
000605.SZ,26.284954832707346,161.7419,159.5233,1.2188,0.586353711790393,0.48844626798998897,1.8313,8.176716630539169e-14,0.8452,19.1593,-7.7145,
000601.SZ,27.086735646885757,75.6548,965.7874,1.4172,0.5249056955866869,0.41422125769114154,4.1263,3.016824166961249e-14,2.2826,16.022,6.946,
000600.SZ,27.91879341438484,25.1046,18.4328,1.2482,0.4446857935861467,0.45328298776819176,1.9758,1.456186720254335e-14,4.1551,19.2373,-5.8417,
000607.SZ,26.93112485970789,,,3.1648,0.9375820056232426,0.4910112330114274,14.2807,4.300169935573531e-14,-2.3882,4.9746,-28.5332,
000608.SZ,25.655823995144427,,,0.6048,0.3477443609022557,0.4901480266166752,1.0568,1.4963316214711338e-13,-0.7049,58.313,-0.9504,
000609.SZ,25.303739152385067,,,8.6358,0.7833663511629614,0.529486766813267,2.9495,2.3992266127630283e-13,-22.7928,91.8486,-99.2584,
000619.SZ,26.3757377005739,,,1.1115,0.6630818619582668,0.43783146093025616,1.2396,6.195830402152997e-14,-0.9531,7.03,-2.2065,
000612.SZ,27.669855092385756,17.6593,17.0625,1.6647,0.23073296624460782,0.5215930379831499,1.8479,2.182147110856574e-14,2.5547,11.4676,11.9446,
000610.SZ,26.429278603651284,,,14.7125,0.09421113130881109,0.4901173240658407,2.8914,7.267731316336195e-14,-14.6556,-2.2513,-27.4013,
000617.SZ,29.98653009859727,22.6644,25.1465,1.0369,0.6839557957570381,0.4865235850975172,1.1281,1.9554340967502752e-15,1.2433,0.5859,18.9048,
000615.SZ,26.189314305814047,,,,0.5491756149865582,0.5372764936066409,1.069,1.0025637021053229e-13,,18.2211,-13.4852,
000620.SZ,27.593296056990667,,,1.9893,0.07891035605892371,1.7705551015634302,0.643,2.472532484394748e-14,-2.1051,2.1275,-63.1947,
