ts_code,revenue_growth
601003.SH,-14.3556
601005.SH,-14.507
601006.SH,-2.5596
601007.SH,-20.475
601008.SH,-4.1788
601009.SH,6.5345
601011.SH,-75.7088
601010.SH,-13.1421
601012.SH,-22.7521
601015.SH,-37.3106
601016.SH,-1.3265
601019.SH,0.3037
601020.SH,5.6708
601018.SH,1.8985
601022.SH,17.6027
601021.SH,2.8847
601033.SH,-2.5216
601059.SH,15.7778
601038.SH,-2.1342
601065.SH,-17.3405
601061.SH,5.2807
601058.SH,15.2922
601068.SH,-3.6308
601066.SH,14.5437
601069.SH,36.0627
601083.SH,33.2525
601089.SH,3.4569
601077.SH,1.3456
601096.SH,-9.2836
601086.SH,-17.2823
601088.SH,-21.0714
601098.SH,-4.1847
601099.SH,11.0901
601100.SH,2.5647
601108.SH,-24.1593
601101.SH,5.1264
601107.SH,-8.0808
601106.SH,-37.1558
601113.SH,-44.5306
601111.SH,-0.1059
601117.SH,-0.9804
601121.SH,24.7945
601116.SH,1.1273
601118.SH,23.2954
601127.SH,-27.9119
601133.SH,-9.4118
601126.SH,18.3351
601128.SH,10.1008
601136.SH,-23.3402
601138.SH,35.157
601137.SH,10.5858
601156.SH,5.0159
601155.SH,-32.1731
601139.SH,9.4794
601162.SH,243.0478
601158.SH,8.656
601163.SH,-5.9154
601168.SH,26.5918
601166.SH,-3.5809
601187.SH,-18.4226
601169.SH,-3.1826
601179.SH,11.274
601177.SH,6.61
601186.SH,-6.6146
601188.SH,-6.4674
601198.SH,-27.8319
601212.SH,-18.4804
601200.SH,1.3937
601211.SH,47.4776
601199.SH,-0.4346
601208.SH,23.229
601216.SH,19.3947
601218.SH,42.8605
601226.SH,17.42
601229.SH,3.8462
601222.SH,-27.6939
601225.SH,-7.2994
601231.SH,1.1615
601236.SH,45.9996
601228.SH,5.5327
601233.SH,-8.012
601279.SH,-14.4865
601238.SH,-7.9492
601288.SH,0.351
601298.SH,8.5099
601319.SH,12.8342
601326.SH,-5.9928
601311.SH,19.7432
601318.SH,-5.1994
601328.SH,-1.0215
603937.SH,33.0639
603948.SH,-9.1826
603949.SH,2.5987
603933.SH,23.2891
603938.SH,8.2065
603939.SH,0.6384
603950.SH,20.5182
603936.SH,14.3841
603958.SH,57.6762
603960.SH,-17.2996
603955.SH,-11.4634
603967.SH,-12.9521
603956.SH,-50.2431
603966.SH,18.4307
603959.SH,17.9201
603968.SH,-4.1525
603976.SH,-34.2429
603970.SH,5.6166
603980.SH,-6.3941
603978.SH,47.8298
603969.SH,23.699
603977.SH,-1.2637
603979.SH,42.4908
603982.SH,19.3551
603983.SH,28.0103
603985.SH,108.2678
603989.SH,15.7706
603990.SH,-43.1329
603987.SH,-3.8227
603986.SH,17.3169
603991.SH,38.6674
603988.SH,7.0356
603992.SH,-17.4954
603995.SH,0.8945
605001.SH,27.1919
605003.SH,7.1236
603993.SH,-0.2503
603997.SH,-4.7271
603999.SH,-18.1603
603998.SH,-4.6244
605005.SH,-0.9271
605006.SH,18.0589
605009.SH,42.419
605008.SH,-6.9267
605007.SH,15.2121
605011.SH,-15.9278
605016.SH,24.2718
605018.SH,-27.8176
605020.SH,12.3584
605028.SH,-16.1419
605033.SH,-7.2658
605055.SH,-5.4533
605050.SH,1.9323
605056.SH,46.041
605060.SH,-5.1312
605058.SH,23.1663
605066.SH,1.044
605068.SH,25.6035
605069.SH,-7.6325
605077.SH,28.6275
605081.SH,-22.2902
605080.SH,30.398
605086.SH,8.8216
605088.SH,18.6533
605089.SH,4.2378
605090.SH,-13.4071
605098.SH,-7.2066
605099.SH,15.2681
605100.SH,-27.6935
605111.SH,20.8127
605108.SH,0.1671
605116.SH,19.7758
605117.SH,36.2361
605118.SH,13.7719
605122.SH,-23.6859
605123.SH,2.9461
605136.SH,-23.5828
605128.SH,-7.2359
605138.SH,-10.0275
605133.SH,29.6823
605151.SH,40.6147
605155.SH,13.3327
605158.SH,-11.8831
605162.SH,-20.4591
605166.SH,-4.6342
605167.SH,1.4521
605168.SH,-12.7617
605169.SH,43.9844
605177.SH,-45.8507
605178.SH,17.4297
605180.SH,-13.5358
605179.SH,1.7531
605183.SH,3.254
605186.SH,116.2656
605188.SH,5.2345
605189.SH,24.6794
605196.SH,11.2538
605198.SH,58.9774
605208.SH,45.8855
605199.SH,-28.4153
605228.SH,22.4571
605222.SH,-14.1048
605218.SH,12.7294
605255.SH,-9.3581
605258.SH,7.3688
605259.SH,50.115
605266.SH,-0.8541
605268.SH,13.5936
605286.SH,11.7069
605277.SH,27.394
605287.SH,-15.7886
605288.SH,15.6295
605289.SH,49.4361
605296.SH,35.9687
605300.SH,5.4633
605303.SH,22.3056
605299.SH,-0.0098
605298.SH,7.692
605305.SH,31.7056
605318.SH,-1.3845
605319.SH,22.4845
605333.SH,0.6429
605338.SH,4.4506
605339.SH,1.9014
605337.SH,-4.3028
605336.SH,-58.3111
605358.SH,20.8191
605365.SH,8.7597
605366.SH,-5.6844
605368.SH,-11.734
605376.SH,24.9758
605378.SH,12.0935
605377.SH,-10.8875
605369.SH,-2.7371
605389.SH,-2.6448
605388.SH,1.4088
605398.SH,-9.4424
605399.SH,-15.0927
605500.SH,-7.5498
605499.SH,36.3678
605507.SH,4.6304
605488.SH,7.8932
605555.SH,21.3338
605566.SH,-17.5666
605567.SH,12.4752
605577.SH,-20.755
605580.SH,21.6681
605599.SH,30.1785
605588.SH,22.3203
605589.SH,15.1404
605598.SH,29.2484
688001.SH,-5.3206
688002.SH,12.8768
688003.SH,13.1377
688005.SH,-9.2804
688007.SH,3.6722
688004.SH,-25.8916
688006.SH,-23.067
688008.SH,65.7766
688009.SH,2.9342
688010.SH,15.6139
688011.SH,-76.2028
688012.SH,35.4047
688013.SH,9.3432
688017.SH,19.6509
688015.SH,-4.7303
688016.SH,-7.2308
688018.SH,44.076
688019.SH,44.0832
688020.SH,31.5814
688021.SH,34.0371
688022.SH,-28.4368
688023.SH,10.7964
688025.SH,34.0701
688026.SH,25.9956
688027.SH,106.0285
688028.SH,4.274
688030.SH,4.5802
688031.SH,2.5867
688029.SH,12.7529
688032.SH,1.4573
688033.SH,-33.0812
688035.SH,55.7069
688036.SH,-25.4508
688037.SH,12.7371
688045.SH,-9.2785
688041.SH,45.2129
688038.SH,-31.0379
688039.SH,-21.1269
688046.SH,8.7648
688047.SH,4.1313
688048.SH,79.6267
688049.SH,62.0301
688050.SH,15.0705
688052.SH,97.8215
688051.SH,-44.4601
688053.SH,34.8478
688055.SH,-35.1579
688056.SH,-6.0943
688057.SH,1.546
688058.SH,-43.2985
688059.SH,30.4761
688062.SH,-33.7009
688060.SH,-29.376
688061.SH,8.8638
688063.SH,1.7168
688065.SH,13.3302
688066.SH,-44.099
688067.SH,13.8451
688070.SH,42.204
688069.SH,21.3631
688068.SH,-19.7057
688071.SH,39.0188
688072.SH,50.2158
688073.SH,12.8316
688075.SH,-10.9037
688076.SH,58.9578
688077.SH,14.6027
688078.SH,-20.3998
688079.SH,29.016
688080.SH,40.8569
688081.SH,2.0483
688082.SH,35.8333
688083.SH,4.5558
688084.SH,212.8072
688085.SH,34.7162
688087.SH,25.194
688089.SH,33.2807
688088.SH,13.7717
688090.SH,5.3689
688091.SH,31.4837
688092.SH,4.217
688093.SH,92.0423
688095.SH,19.775
688097.SH,-0.7975
688096.SH,50.8502
688098.SH,-10.5805
688099.SH,10.9793
688100.SH,11.8829
688101.SH,-7.2589
688102.SH,19.7939
688103.SH,59.4069
688106.SH,5.6208
688107.SH,-34.2914
688105.SH,-5.5013
688108.SH,10.747
688109.SH,10.4721
688110.SH,33.8957
